rownames(tcReadCount),DMSO.L10a.1,DMSO.L10a.2,DMSO.L10a.3,TPG.L10a.1,TPG.L10a.2,TPG.L10a.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
MRPL20|ENSG00000242485.6|chr1,1783,1894,1898,1386,1689,1515,0.0803742896747394,0.311856780586513,2476.0,-0.270486363791934,0.154694598866062,1684.85983195564,-1.7485184730084,0,10.718412859360699,ns
ATAD3B|ENSG00000160072.20|chr1,49,44,40,25,32,31,0.277821502149309,1.0,4971.0,-0.58019732069824,0.534632636047562,36.5229301072139,-1.08522615638942,0,5.190730607240533,ns
ATAD3A|ENSG00000197785.14|chr1,89,55,87,84,68,114,0.465502740698658,0.748515778066016,7297.0,0.291140641071222,0.398923415964496,82.1865072106962,0.729815872972304,0,6.360829656944914,ns
SSU72|ENSG00000160075.12|chr1,277,157,343,197,105,152,0.0508142658885507,0.239935248605984,1986.0,-0.648033599861489,0.33180679777435,201.245632176027,-1.95304497740337,0,7.652813661169096,ns
FNDC10|ENSG00000228594.4|chr1,19,1,10,17,6,2,0.982338251501023,1.0,13075.0,-0.027683427820314,1.25052033527319,8.86976170292568,-0.0221375271072791,0,3.1488953452675448,ns
SLC35E2B|ENSG00000189339.12|chr1,99,65,101,33,103,78,0.467290290499963,0.749499826236476,7314.0,-0.304984619064756,0.419571775835653,76.654915070883,-0.726894983480059,0,6.260306394547668,ns
NADK|ENSG00000008130.15|chr1,67,36,57,93,31,75,0.382628455457867,0.685297767397057,6248.0,0.45608995182267,0.522401796115759,60.4998340887985,0.873063521630015,0,5.918859280917639,ns
PRKCZ|ENSG00000067606.17|chr1,97,71,159,109,81,136,0.804417617191131,0.930811871765028,11049.0,0.0955887681869364,0.38600828607942,107.629430355628,0.247633979979563,0,6.749928814347293,ns
SKI|ENSG00000157933.10|chr1,1160,810,1057,552,719,702,0.0001124329530431,0.0035264617097057,264.0,-0.575595132718005,0.149038204604557,815.721366548689,-3.8620643226697,0,9.6719326314995,ns
RER1|ENSG00000157916.20|chr1,561,412,484,336,494,388,0.187791099395652,0.490695608331402,3922.0,-0.234502444630006,0.178038875815469,436.610768910977,-1.31714179589102,0,8.770203904306044,ns
PEX10|ENSG00000157911.11|chr1,161,113,138,145,118,157,0.755823755634953,0.910321238170934,10569.0,0.0974903524037859,0.313504477659898,137.964732228599,0.310969569339125,0,7.108155709375053,ns
PRDM16|ENSG00000142611.17|chr1,160,42,126,70,61,64,0.155599576042358,0.44335503878636,3554.0,-0.619337092325782,0.43614433086453,83.3308758581272,-1.42002784055023,0,6.380779238666088,ns
TPRG1L|ENSG00000158109.15|chr1,448,279,404,206,229,221,0.0006638962118355,0.0130082656803601,429.0,-0.726534998528663,0.21343124447469,290.723104549928,-3.40407047860709,0,8.18350192067455,down
WRAP73|ENSG00000116213.16|chr1,384,328,406,200,403,289,0.135821370772894,0.412818897385999,3309.0,-0.326969366515001,0.219216848275825,326.596302360776,-1.49153392673358,0,8.351364646945093,ns
TP73|ENSG00000078900.15|chr1,163,104,153,130,99,91,0.34927547465524,0.661730222882654,5813.0,-0.31122375223764,0.332505586699633,121.698182883014,-0.93599555823037,0,6.927163816616539,ns
LRRC47|ENSG00000130764.10|chr1,905,792,796,681,707,705,0.20901649144579,0.521252513314161,4156.0,-0.219442695987583,0.174677356938622,759.882427053474,-1.25627442407828,0,9.569632404345935,ns
CEP104|ENSG00000116198.14|chr1,63,21,42,40,40,39,0.971724786086647,0.990338864685212,12954.0,0.0191137479333121,0.539248674161794,39.5858339515763,0.0354451459023472,0,5.306912339733106,ns
DFFB|ENSG00000169598.17|chr1,91,94,91,93,101,117,0.579277793594723,0.82323508470383,8649.0,0.195829014676527,0.353201488575066,97.7822872884119,0.554439947200016,0,6.611501247636297,ns
C1orf174|ENSG00000198912.12|chr1,521,360,492,352,418,435,0.458621926988614,0.744625166656526,7204.0,-0.137906164322917,0.186078564625459,422.071863366555,-0.741117949832081,0,8.721344847702113,ns
NPHP4|ENSG00000131697.18|chr1,36,21,40,8,71,27,0.91009454283922,1.0,12303.0,0.078092202167682,0.691575390569851,31.5234509057368,0.112919290120105,0,4.978353571689156,ns
RPL22|ENSG00000116251.11|chr1,1052,860,961,728,1259,873,0.982046501295764,0.993699650226524,13069.0,-0.0034773424214087,0.154526074616697,934.702467627386,-0.0225032728620998,0,9.86836339243283,ns
ICMT|ENSG00000116237.16|chr1,811,709,1019,546,706,692,0.0343756779497948,0.19237786119936,1637.0,-0.34942501736733,0.165163016708245,734.365752680467,-2.11563717066622,0,9.520354969672793,ns
GPR153|ENSG00000158292.7|chr1,30,17,44,15,32,5,0.297016508104963,1.0,5204.0,-0.795662139058276,0.762966927900138,22.5002806425811,-1.04285272396816,0,4.491871090957897,ns
ACOT7|ENSG00000097021.20|chr1,255,166,206,152,141,184,0.239760876789655,0.557530625036702,4524.0,-0.327910587753247,0.278934040899002,181.593451678911,-1.17558468911286,0,7.504568369271976,ns
NOL9|ENSG00000162408.11|chr1,669,428,526,418,571,615,0.886077845127122,0.964344691117733,12048.0,0.0270670843460343,0.188925099342347,527.509607105143,0.143268863905619,0,9.043053558469873,ns
ZBTB48|ENSG00000204859.13|chr1,70,6,39,62,12,39,0.768371224849496,0.915403314734226,10678.0,0.226166772560752,0.767952835781345,37.4134525091082,0.294506071236317,0,5.225485198652143,ns
KLHL21|ENSG00000162413.17|chr1,783,517,692,567,599,459,0.174838411312899,0.472092325669428,3780.0,-0.239716686937457,0.176675378522616,591.854777422983,-1.35681999915325,0,9.20909941699144,ns
PHF13|ENSG00000116273.6|chr1,388,316,374,220,278,259,0.0203605155805202,0.140782810581485,1293.0,-0.479060580413472,0.206523931938957,301.141627254339,-2.31963712832598,0,8.234298337499997,ns
THAP3|ENSG00000041988.16|chr1,317,109,281,302,158,225,0.7533584312271,0.908880288156124,10540.0,0.109137116279963,0.347333601013074,228.310682212979,0.314214104139769,0,7.834854551812834,ns
DNAJC11|ENSG00000007923.17|chr1,164,95,75,133,77,72,0.710813454619776,0.892241741259603,10091.0,-0.157003680551053,0.42346009522222,102.685851628845,-0.37076381534525,0,6.682093606182181,ns
CAMTA1|ENSG00000171735.20|chr1,89,127,97,147,183,156,0.0648676019268198,0.27610570087427,2222.0,0.617850935887268,0.334666424108395,133.567335462266,1.84616947318011,0,7.061423422673132,ns
VAMP3|ENSG00000049245.13|chr1,310,182,366,244,142,152,0.0743694996566758,0.30013405218587,2373.0,-0.556453057569795,0.311854861482892,228.622214121739,-1.78433343935644,0,7.836821779881076,ns
PARK7|ENSG00000116288.13|chr1,2067,1880,1995,1280,1896,1494,0.0119624947753795,0.101001657525185,1041.0,-0.340792150439104,0.135598256267895,1742.75224948985,-2.51324876749017,0,10.767151774471486,ns
ERRFI1|ENSG00000116285.13|chr1,182,177,233,244,388,243,0.0185643545159044,0.133591685236149,1230.0,0.569471394695011,0.241899495778702,239.552138232773,2.35416528199787,0,7.904195880740541,ns
RERE|ENSG00000142599.19|chr1,512,345,504,353,393,321,0.114535461137051,0.37978936506719,2988.0,-0.297655391033425,0.188612570522508,396.444692517191,-1.57813124654862,0,8.630975801235527,ns
ENO1|ENSG00000074800.16|chr1,5956,2457,5315,3564,2540,3358,0.233018713042584,0.550083379773574,4440.0,-0.408565711197125,0.342578636970081,3764.07802270996,-1.19261876575452,0,11.878080817566504,ns
GPR157|ENSG00000180758.12|chr1,143,122,125,37,89,121,0.105685032540398,0.364310837202567,2862.0,-0.653671513049872,0.40402569180558,104.339904699519,-1.61789590688808,0,6.70514721054558,ns
H6PD|ENSG00000049239.13|chr1,44,31,37,145,85,79,0.0005909525042057,0.0119666856415517,415.0,1.55266693382894,0.451917194492806,71.3623342197055,3.43573325545074,0,6.157090900618076,up
SPSB1|ENSG00000171621.14|chr1,71,49,53,28,74,29,0.39421079106204,0.695410217722787,6376.0,-0.426783156070167,0.500915700563092,48.7531466408927,-0.852005947488588,0,5.6074234316308145,ns
SLC25A33|ENSG00000171612.7|chr1,550,450,679,214,264,303,3.39086911737429e-07,2.6895460912712e-05,104.0,-1.05787282917716,0.207413194167807,401.328029672422,-5.10031598241187,0,8.648638110550538,down
TMEM201|ENSG00000188807.13|chr1,104,36,110,135,82,111,0.206437684687897,0.517454614913054,4129.0,0.537085396162737,0.425103838208589,95.1074154062415,1.2634216581672,0,6.5714859254867495,ns
CLSTN1|ENSG00000171603.18|chr1,272,164,202,192,146,173,0.405434829451666,0.702907084520132,6511.0,-0.239344958249264,0.287690085444536,189.489526217242,-0.831954142178488,0,7.565974297315987,ns
CTNNBIP1|ENSG00000178585.15|chr1,75,35,74,46,30,49,0.379020144089171,0.683006619214952,6193.0,-0.439309639605654,0.499383958182678,50.3634830960347,-0.879703147062149,0,5.65430615696749,ns
LZIC|ENSG00000162441.12|chr1,334,241,244,91,273,186,0.0471101313205984,0.227391148779178,1931.0,-0.595641767024255,0.300024753097181,220.988239930358,-1.98530874827958,0,7.787825787239486,ns
NMNAT1|ENSG00000173614.14|chr1,90,81,68,64,119,79,0.760134262573745,0.912581506617787,10602.0,0.116456405026131,0.38144348298472,82.0136366952514,0.305304482108025,0,6.357791906531791,ns
UBE4B|ENSG00000130939.20|chr1,112,60,118,143,80,84,0.613804525355783,0.844665148561144,9018.0,0.202989991510004,0.402238977693945,98.8533900483913,0.504650227269758,0,6.627218537039515,ns
KIF1B|ENSG00000054523.20|chr1,71,25,53,78,67,46,0.337637308181541,0.65339319001052,5649.0,0.464977567892486,0.484935545071181,55.4221381055175,0.958844062099498,0,5.792390463857647,ns
PGD|ENSG00000142657.21|chr1,375,182,325,310,214,212,0.590967961151939,0.831175929564013,8753.0,-0.151324581774416,0.281568754061732,265.063465185693,-0.537433857952999,0,8.050194020946408,ns
CENPS-CORT|ENSG00000251503.8|chr1,7,9,12,45,13,10,0.124233261413118,1.0,3147.5,1.39501108587707,0.907474639615823,16.7422672626156,1.53724525730839,0,4.065423007903589,ns
CENPS|ENSG00000175279.22|chr1,324,332,338,196,317,209,0.0425683147267413,0.215294928375775,1835.0,-0.470289723050995,0.231907323030946,281.955090731134,-2.02792096818883,0,8.139321580983712,ns
CORT|ENSG00000241563.4|chr1,7,9,12,45,13,10,0.124233261413118,1.0,3147.5,1.39501108587707,0.907474639615823,16.7422672626156,1.53724525730839,0,4.065423007903589,ns
DFFA|ENSG00000160049.12|chr1,914,789,815,425,713,645,0.0058379338415035,0.0642952152984821,786.0,-0.492314322416625,0.178585179733051,705.005173592245,-2.75674791801053,0,9.461490034362027,ns
PEX14|ENSG00000142655.13|chr1,168,92,119,233,218,127,0.036518806133673,0.198186599866229,1693.0,0.676382642942809,0.323457309428621,157.518312793661,2.09110328697664,0,7.2993757532493895,ns
CASZ1|ENSG00000130940.15|chr1,20,12,25,3,19,22,0.685934807890435,1.0,9836.0,-0.353367400773715,0.873854263243684,16.0679247617592,-0.404377955955769,0,4.006111705963226,ns
TARDBP|ENSG00000120948.19|chr1,644,402,729,284,540,444,0.025515462851775,0.162154894502536,1426.0,-0.449685622094465,0.201336024112643,489.136101772813,-2.23350800770197,0,8.934092139681415,ns
SRM|ENSG00000116649.10|chr1,1103,298,966,910,493,497,0.800077567651585,0.930143233665157,10998.0,-0.144630014402143,0.571103214942421,691.926767645081,-0.253246717262351,0,9.434475543321568,ns
EXOSC10|ENSG00000171824.14|chr1,99,100,133,104,108,135,0.752445297544402,0.908548014370551,10532.0,0.106215014045595,0.336745067569395,112.5671617923,0.315416688393533,0,6.814642214093879,ns
MTOR|ENSG00000198793.14|chr1,88,79,56,1,73,79,0.621370183438799,0.84871763535515,9099.0,-0.615645437422334,1.24647449264484,61.089602704653,-0.493909374844906,0,5.932854952789713,ns
UBIAD1|ENSG00000120942.14|chr1,590,469,604,425,589,556,0.758533075052183,0.911587898616762,10590.0,-0.0520619540225017,0.169358007590953,529.465371571891,-0.307407690743775,0,9.048392521026951,ns
FBXO44|ENSG00000132879.14|chr1,64,36,57,51,35,28,0.477186751142759,0.755142932977926,7436.0,-0.367465921122989,0.516949981026369,44.4641887038426,-0.710834577057939,0,5.474571957278674,ns
MAD2L2|ENSG00000116670.16|chr1,212,46,210,145,94,77,0.366951464111781,0.673661475591122,6036.0,-0.401345915276809,0.44485325854469,125.297610578585,-0.902198438626227,0,6.969215092548665,ns
FBXO6|ENSG00000116663.11|chr1,12,2,17,3,31,7,0.724246098624154,1.0,10229.0,0.393845083033205,1.11637349913458,10.7862519330446,0.352789710019554,0,3.43112173107723,ns
AGTRAP|ENSG00000177674.16|chr1,176,73,106,48,61,78,0.0330040995915543,0.187923452296516,1607.0,-0.846411089922931,0.396997103119243,87.1718356169033,-2.1320334160441,0,6.445790184257448,ns
MTHFR|ENSG00000177000.13|chr1,108,138,161,136,92,168,0.972451251446607,0.990461831483277,12967.0,0.0126886234620473,0.367423034362786,135.25985018461,0.034534099050303,0,7.079589850703199,ns
CLCN6|ENSG00000011021.23|chr1,27,29,20,14,43,73,0.255418579928882,1.0,4720.0,0.7546685082245,0.663569449992043,34.0694220833447,1.13728639592065,0,5.090405570218185,ns
KIAA2013|ENSG00000116685.16|chr1,716,467,718,265,304,292,2.39683934067607e-09,2.70842845496396e-07,73.0,-1.0850976166742,0.181809039566911,448.051583904572,-5.96833699390869,0,8.807521028216524,down
PLOD1|ENSG00000083444.17|chr1,88,40,119,40,93,77,0.683835266549118,0.880234509652527,9817.0,-0.179674816781049,0.441206522036416,72.4462642148062,-0.407235178554816,0,6.178839392154297,ns
MFN2|ENSG00000116688.18|chr1,448,386,424,388,384,401,0.768988210326516,0.915403314734226,10686.0,-0.0597933782150592,0.203587536747589,402.858387136882,-0.293698618148673,0,8.654128981183892,ns
MIIP|ENSG00000116691.11|chr1,34,44,50,50,40,41,0.892506821545502,0.966689498557478,12116.0,0.0697856202988268,0.516422244164105,43.4463100065895,0.135132870606268,0,5.44116174577611,ns
VPS13D|ENSG00000048707.15|chr1,31,62,45,57,45,46,0.859295396895566,0.953295189733509,11799.0,0.0941485884227189,0.531099273569071,48.7992374809044,0.177271167761209,0,5.608786699824858,ns
DHRS3|ENSG00000162496.9|chr1,169,71,175,74,59,58,0.0089910127595244,0.0847210873622053,930.0,-1.00679928096632,0.385393104602076,97.1749986297981,-2.61239567844852,0,6.602513277109324,ns
PDPN|ENSG00000162493.17|chr1,177,129,136,156,150,66,0.563570180014825,0.812743079535365,8412.0,-0.208487453947741,0.360988025405487,134.015463731283,-0.577546730846692,0,7.066255669273209,ns
TMEM51|ENSG00000171729.14|chr1,163,157,259,246,309,290,0.0207585652928291,0.142341982627221,1304.0,0.584830728117615,0.252916501328684,234.083999628433,2.31234705938614,0,7.870882514888409,ns
EFHD2|ENSG00000142634.13|chr1,66,86,50,46,61,27,0.205058339004238,0.515394953822657,4116.0,-0.634204573617189,0.5004489801699,56.3048227377928,-1.26727118796781,0,5.815186595201912,ns
CASP9|ENSG00000132906.18|chr1,83,54,80,92,97,102,0.179161872796866,0.477904977742214,3824.0,0.48551408512577,0.361423056411616,83.582040557955,1.34334010106104,0,6.385121075693007,ns
DNAJC16|ENSG00000116138.13|chr1,149,133,117,156,176,198,0.14299057578043,0.425515605920913,3394.0,0.434754584588344,0.296812526546782,154.468525657998,1.46474473178887,0,7.271169095846526,ns
RSC1A1|ENSG00000215695.2|chr1,23,12,39,62,62,35,0.0389981631202632,0.205687882083792,1749.0,1.19369324842763,0.578281959869676,38.1013036807918,2.06420627179282,0,5.2517684569533545,ns
PLEKHM2|ENSG00000116786.13|chr1,145,75,108,104,23,59,0.200937897096365,0.509384361754122,4069.0,-0.657420091896454,0.514057628631262,85.4370718764041,-1.27888403027285,0,6.416790298305855,ns
FBLIM1|ENSG00000162458.13|chr1,129,111,150,79,115,75,0.108738509448628,0.370209675540254,2907.0,-0.516874559512375,0.322263287102341,107.464601609609,-1.60388905655341,0,6.747717710126016,ns
SPEN|ENSG00000065526.12|chr1,1319,509,1237,1254,1316,1303,0.0301139099605004,0.177943870533072,1547.0,0.441896809687066,0.203771592314843,1126.46187438961,2.16858888261668,0,10.137582770397131,ns
ZBTB17|ENSG00000116809.12|chr1,42,42,49,33,76,46,0.682415378120199,0.879352012598624,9809.0,0.199482256875761,0.487529801271775,46.7202828116162,0.409169360222471,0,5.545977102189224,ns
EPHA2|ENSG00000142627.13|chr1,317,140,271,230,434,353,0.0340942437315383,0.19132205206902,1632.0,0.533584860016246,0.251815060421367,280.166553704626,2.11895531237642,0,8.130140926826224,ns
ARHGEF19|ENSG00000142632.17|chr1,32,15,20,27,35,17,0.669016295774146,1.0,9618.0,0.286915810525634,0.671150489239702,23.6253819323268,0.427498474821437,0,4.5622657472864665,ns
CPLANE2|ENSG00000132881.12|chr1,11,4,30,37,7,37,0.233260621696412,1.0,4444.0,1.0604685094446,0.889653602861058,21.2951318927752,1.19200159032034,0,4.412451760228229,ns
FBXO42|ENSG00000037637.11|chr1,147,71,154,147,147,170,0.195588229927306,0.502932452827415,4003.0,0.41111456376049,0.317653451714879,136.531488016709,1.29422350533594,0,7.093089905511108,ns
SZRD1|ENSG00000055070.17|chr1,473,343,592,321,338,283,0.0118126007192146,0.100575168658211,1029.0,-0.5189482656248,0.206120494957867,383.010618066726,-2.51769367102907,0,8.581240577799294,ns
NECAP2|ENSG00000157191.20|chr1,378,212,321,212,330,276,0.612956418953273,0.844542759302747,9008.0,-0.110883811036788,0.219199530614738,279.591667638065,-0.50585788539701,0,8.12717755608047,ns
CROCC|ENSG00000058453.17|chr1,74,74,64,2,18,31,0.0017801868601026,0.0284588399398972,531.0,-2.0777596078118,0.664958236373173,43.4033322681493,-3.12464677352424,0,5.4397339039669,down
ATP13A2|ENSG00000159363.19|chr1,4,6,27,26,20,6,0.545818092242411,1.0,8246.0,0.595525559491501,0.985906739779078,14.5841763312902,0.604038430272773,0,3.8663320045161065,ns
SDHB|ENSG00000117118.10|chr1,392,427,465,279,537,479,0.996303717812542,0.997939365377245,13241.0,0.0010485199976158,0.22633416037474,423.201733784753,0.0046326192912275,0,8.725201727712347,ns
RCC2|ENSG00000179051.14|chr1,14,8,7,2,5,5,0.303564006497669,1.0,5293.0,-1.25828761903165,1.22303895915797,6.62915643646001,-1.02882055359704,0,2.7288252983371417,ns
ARHGEF10L|ENSG00000074964.17|chr1,13,42,16,1,47,36,0.957670518870191,1.0,12810.0,0.0490382423733454,0.923906743198496,25.7287428084709,0.0530770478020094,0,4.685309058826681,ns
ACTL8|ENSG00000117148.8|chr1,20,15,25,24,3,7,0.487850105613177,1.0,7551.0,-0.650190001309047,0.937234724265111,15.8377033401226,-0.693732300431851,0,3.9852912371202676,ns
ALDH4A1|ENSG00000159423.17|chr1,43,7,26,49,52,75,0.0246824652460795,0.157946241655559,1412.0,1.34752567726967,0.599877046329048,41.1306274979569,2.24633645430487,0,5.362141176968422,ns
IFFO2|ENSG00000169991.11|chr1,75,52,74,35,38,64,0.293652253300362,0.608874709917253,5171.0,-0.488803232600849,0.465463382628778,55.4109869844754,-1.05014325689865,0,5.792100159545303,ns
UBR4|ENSG00000127481.15|chr1,118,28,79,65,66,41,0.580802478356281,0.824335795588603,8659.0,-0.270705313776085,0.490219080912191,63.2135385041712,-0.552212927477978,0,5.982161669762733,ns
EMC1|ENSG00000127463.16|chr1,103,88,105,73,132,114,0.728921494759671,0.90097981784413,10273.0,0.117105123227545,0.337906684475802,100.391978833001,0.346560540550451,0,6.649500194520225,ns
MRTO4|ENSG00000053372.5|chr1,1903,1711,1960,1713,2231,1841,0.563553990820811,0.812743079535365,8410.0,0.0734638711948089,0.127194594052801,1869.3448888027,0.57757070370705,0,10.86831705142436,ns
AKR7A2|ENSG00000053371.13|chr1,304,144,244,196,178,238,0.767672898986943,0.915349654529364,10672.0,-0.0827400067026817,0.280075650900029,212.834192892549,-0.295420206779115,0,7.733586135509275,ns
SLC66A1|ENSG00000040487.13|chr1,142,135,94,150,133,90,0.940206714266039,0.982445774628021,12632.0,0.0271927836522558,0.362521862186899,124.563217379793,0.07501005177513,0,6.9607343035779605,ns
CAPZB|ENSG00000077549.19|chr1,816,449,663,312,592,460,0.0161582574259845,0.121679751626313,1169.0,-0.466698568211883,0.194027546476368,529.210729142713,-2.4053211860241,0,9.047698500680951,ns
MICOS10|ENSG00000173436.15|chr1,508,421,529,374,395,384,0.117152059601757,0.383791636082167,3029.0,-0.295024579089884,0.188292710499042,430.084416354315,-1.56684015174015,0,8.748476047503097,ns
NBL1|ENSG00000158747.15|chr1,117,44,92,67,32,29,0.101709753882362,0.358089526152628,2794.0,-0.836946767772605,0.511387142392121,61.7579672843401,-1.63662067031566,0,5.948553363084944,ns
TMCO4|ENSG00000162542.14|chr1,6,4,1,5,12,20,0.150712580743614,1.0,3491.0,1.75236568583867,1.21944499349669,7.92614699113575,1.43701904980057,0,2.9866197224681756,ns
OTUD3|ENSG00000169914.6|chr1,106,63,105,51,83,60,0.22359111602959,0.541198097455424,4318.0,-0.458782464161694,0.376967530657149,75.3736244477394,-1.21703443095462,0,6.235987863269463,ns
CAMK2N1|ENSG00000162545.6|chr1,203,132,234,113,137,74,0.0135146851796157,0.109511432265865,1086.0,-0.761964736078454,0.308498923093972,144.264411230748,-2.46991052168552,0,7.172571633239203,ns
MUL1|ENSG00000090432.7|chr1,338,180,265,217,185,241,0.460733940997844,0.745349671465825,7232.0,-0.196496964358279,0.266386409204919,233.638383702801,-0.737638849312026,0,7.86813349921809,ns
PINK1|ENSG00000158828.8|chr1,271,292,207,102,196,272,0.178883162116535,0.477852073931119,3820.0,-0.450706081476989,0.335296459695658,222.870449435241,-1.34420173086851,0,7.800061531004767,ns
DDOST|ENSG00000244038.11|chr1,315,202,268,307,466,403,0.0024014585387557,0.0355648680183061,574.0,0.618593912516992,0.203787224868521,319.758592225265,3.03548916236577,0,8.320839316025445,up
SH2D5|ENSG00000189410.12|chr1,39,13,14,16,27,19,0.961690276362561,1.0,12856.0,-0.0354761071915465,0.738584230890771,20.4800379150267,-0.0480325814007164,0,4.3561464811125,ns
HP1BP3|ENSG00000127483.19|chr1,283,234,281,190,364,225,0.875054618341243,0.959867150185889,11955.0,-0.0368383974358917,0.234279282723011,256.028263039582,-0.157241378783995,0,8.000159268345246,ns
EIF4G3|ENSG00000075151.24|chr1,408,335,498,148,421,380,0.156958960132178,0.443865088148897,3578.0,-0.386975458479462,0.273408684803615,353.485634694164,-1.41537368777229,0,8.465507776304161,ns
ECE1|ENSG00000117298.16|chr1,254,133,204,33,129,126,0.0090652044157487,0.0849217551199121,934.0,-1.0197493050902,0.390770636116172,140.070062185887,-2.60958529337153,0,7.130004824691589,ns
NBPF3|ENSG00000142794.19|chr1,8,10,26,25,18,16,0.533560918149879,1.0,8125.0,0.511305329589464,0.821269202888887,17.0861675620717,0.622579451160353,0,4.094756930799556,ns
USP48|ENSG00000090686.16|chr1,122,71,116,59,116,90,0.590664797527203,0.831175929564013,8750.0,-0.190184205159346,0.353585771791924,92.2831177140221,-0.537872901942628,0,6.527994840071874,ns
ENSG00000289694|ENSG00000289694.1|chr1,83,57,62,50,54,65,0.62556914087116,0.850868702320517,9132.0,-0.207637838549706,0.425511132262892,61.0782366531604,-0.487972752781994,0,5.932586506588874,ns
CDC42|ENSG00000070831.18|chr1,916,742,864,819,911,876,0.574945212492322,0.821315832438276,8575.0,0.0859948896886569,0.153347783667801,845.991417108584,0.560783388137832,0,9.72449921652693,ns
ZBTB40|ENSG00000184677.18|chr1,68,48,120,43,93,103,0.881984564662211,0.963130880844397,12013.0,0.0655230540256503,0.441369702750267,76.3816359950674,0.148453900703565,0,6.255153915825713,ns
EPHB2|ENSG00000133216.17|chr1,26,23,48,7,50,21,0.61070093418179,1.0,8990.0,-0.362960744326637,0.712983442486618,27.4877562232552,-0.50907317435138,0,4.780717241909281,ns
KDM1A|ENSG00000004487.18|chr1,148,126,175,72,179,129,0.444901973437867,0.733999275777792,7000.0,-0.24620305828664,0.322279895940454,133.93094482192,-0.763941720808207,0,7.065345524471479,ns
LUZP1|ENSG00000169641.14|chr1,151,73,82,77,134,69,0.787849018717548,0.923603098393443,10883.0,-0.102319744601235,0.380222633254038,94.177773164219,-0.269104823470285,0,6.557314705368089,ns
RPL11|ENSG00000142676.14|chr1,524,598,551,335,440,359,0.0067343382462728,0.0702295274254168,837.0,-0.564570234846146,0.208351296784259,465.851176576526,-2.7097034842588,0,8.863725326827922,ns
ELOA|ENSG00000011007.13|chr1,585,444,692,561,513,463,0.61512378733861,0.844988529851156,9033.0,-0.0978309417926992,0.194582677528537,535.903570328774,-0.502773129835012,0,9.065829617465017,ns
