rownames(readCount),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
GPR153|ENSG00000158292.7|chr1,72,181,134,52,21,27,0.0010907723342187,0.0113769519814573,905.0,-1.72882718246706,0.52934041220668,74.87285878808,-3.26600263762224,0,6.226370935226324,down
ACOT7|ENSG00000097021.20|chr1,1792,2099,1804,1915,1503,1672,0.561668033755604,0.773240935096782,9379.0,0.0723090650354452,0.124592245249751,1770.22331783279,0.580365695236475,0,10.789715655821885,ns
NOL9|ENSG00000162408.11|chr1,1220,1493,1292,1334,1050,705,0.219634429283826,0.45961456936891,5398.0,-0.177469073014004,0.144577564496146,1141.81363185213,-1.22750077878601,0,10.157111476217176,ns
ZBTB48|ENSG00000204859.13|chr1,30,45,74,129,133,125,0.000930802615503,0.0100334399104416,873.0,1.58945735752997,0.480104627286303,92.2796690876089,3.31064786130903,0,6.527940925452238,up
KLHL21|ENSG00000162413.17|chr1,474,544,484,373,510,337,0.736107233281439,0.87960588242197,11121.0,-0.0731422254076955,0.217030986100775,444.520064348942,-0.337012823476427,0,8.796104729377399,ns
PHF13|ENSG00000116273.6|chr1,300,358,281,290,165,154,0.124594853421069,0.326449089783858,4158.0,-0.422306799801945,0.274980537279313,247.420948359932,-1.53576978203728,0,7.950823843749263,ns
THAP3|ENSG00000041988.16|chr1,204,388,249,496,447,450,3.18218746714601e-05,0.000628431136902,475.0,0.989922567619576,0.237960971368773,373.511099091261,4.16002070392238,0,8.54500730391643,up
DNAJC11|ENSG00000007923.17|chr1,573,637,730,880,612,444,0.393184020558267,0.646603408808712,7463.0,0.175443738039964,0.20547194827729,631.884513468985,0.853857373285808,0,9.303517097749753,ns
CAMTA1|ENSG00000171735.20|chr1,31,120,75,102,103,69,0.297470619716878,0.55026420607504,6334.0,0.533575189839844,0.512130798914767,81.2015700675454,1.04187287890226,0,6.343435717701297,ns
VAMP3|ENSG00000049245.13|chr1,1027,1301,879,628,668,384,2.6290404556982e-05,0.0005293515804494,465.0,-0.714550453084442,0.169992357373203,774.356558310257,-4.20342693122203,0,9.59685420893124,down
PER3|ENSG00000049246.15|chr1,4,21,7,39,12,1,0.501839642004116,1.0,8745.0,0.866416138219827,1.29008144491057,12.8286750297621,0.671598015487996,0,3.68130026868976,ns
PARK7|ENSG00000116288.13|chr1,9866,11824,9891,8576,7830,6428,5.64543445281102e-06,0.000146055904754,360.0,-0.245638822416758,0.0541143925916481,8807.36269698267,-4.53925121677646,0,13.104494363559024,ns
ERRFI1|ENSG00000116285.13|chr1,145,282,162,181,224,143,0.643297396108336,0.826580422256248,10190.0,0.149525280084143,0.322883610631858,183.827145699969,0.463093434168224,0,7.522206014481066,ns
RERE|ENSG00000142599.19|chr1,693,711,599,851,508,392,0.961958365561529,0.985604990825815,13314.0,-0.0098482159433306,0.206478015140451,605.469542384449,-0.0476961963075426,0,9.24191057800795,ns
ENO1|ENSG00000074800.16|chr1,51849,61990,48586,49977,45554,35784,0.0170012984665228,0.0879698471491254,1925.0,-0.0851259754331611,0.0356671140779971,47636.8213249722,-2.38667965249465,0,15.539789528861956,ns
GPR157|ENSG00000180758.12|chr1,91,135,104,38,45,11,0.0034351397469708,0.0273570630579917,1198.0,-1.6288574262595,0.556712114720376,65.5176624116275,-2.92585230892206,0,6.033811979227182,down
H6PD|ENSG00000049239.13|chr1,55,99,147,112,65,129,0.596735941292544,0.793283253571571,9733.0,0.265855419208261,0.502467052885477,102.033241264033,0.529100202056143,0,6.672895432108774,ns
SPSB1|ENSG00000171621.14|chr1,24,77,52,59,17,29,0.653613576664666,1.0,10287.0,-0.315202697849943,0.702404951267438,40.7192119773957,-0.448747830266832,0,5.347637736671697,ns
SLC25A33|ENSG00000171612.7|chr1,561,714,623,414,357,332,0.0029859311802434,0.0245610076300309,1159.0,-0.555758851120765,0.187175707456623,482.723703261673,-2.96918258609793,0,8.915053859189257,ns
TMEM201|ENSG00000188807.13|chr1,121,179,192,234,146,71,0.93889234803401,0.97499628764986,13117.0,0.0304605992736801,0.39733578258797,151.046799552021,0.0766621095016433,0,7.238851805688682,ns
CLSTN1|ENSG00000171603.18|chr1,789,850,663,718,704,414,0.490054610687144,0.722788428280871,8617.0,-0.12266836585746,0.177723068223892,667.695246035695,-0.690221967712848,0,9.38304595810934,ns
CTNNBIP1|ENSG00000178585.15|chr1,254,387,262,318,130,249,0.702443491911342,0.861113354475704,10766.0,-0.124039848742167,0.324691165128986,258.996586180968,-0.382024095706118,0,8.016789271731934,ns
LZIC|ENSG00000162441.12|chr1,450,566,459,378,355,280,0.106518218274702,0.29555774046144,3871.0,-0.318285991464188,0.197198029625783,401.322720419566,-1.61404245300113,0,8.648619024708369,ns
NMNAT1|ENSG00000173614.14|chr1,72,114,63,94,203,123,0.0185727176432013,0.0931855421513168,1988.0,1.02791024142027,0.436665748804984,112.437371463869,2.35399786732376,0,6.812977821992607,ns
RBP7|ENSG00000162444.12|chr1,138,136,58,48,58,19,0.0279214875303576,0.12285024687252,2293.0,-1.20652912742521,0.548824537412136,70.9710628047304,-2.19838772718569,0,6.149159006013579,ns
UBE4B|ENSG00000130939.20|chr1,336,400,306,235,345,153,0.296199663013954,0.5492294852523,6319.0,-0.294883558242378,0.282288475760577,285.234399080611,-1.04461777069668,0,8.156004170120248,ns
KIF1B|ENSG00000054523.20|chr1,154,160,95,149,123,87,0.942977104051922,0.976831891033319,13150.0,0.0265304741459949,0.370907484841287,123.985765536428,0.0715285488437836,0,6.954030688057842,ns
PGD|ENSG00000142657.21|chr1,1571,1756,1657,1854,1438,1366,0.326151344430756,0.580033362541794,6696.0,0.117736674387124,0.119907543303829,1580.18067840061,0.981895476657344,0,10.625873810741549,ns
CENPS-CORT|ENSG00000251503.8|chr1,30,16,64,34,55,15,0.969030638269473,1.0,13374.5,0.0308025117095303,0.793386572887921,35.4952158871657,0.0388240899986616,0,5.149552683420918,ns
CENPS|ENSG00000175279.22|chr1,780,1086,862,653,658,552,0.0442658172386386,0.167959852218055,2709.0,-0.313934463996721,0.15606479122581,741.519807186627,-2.0115649502423,0,9.534341419674139,ns
CORT|ENSG00000241563.4|chr1,30,16,64,34,55,15,0.969030638269473,1.0,13374.5,0.0308025117095303,0.793386572887921,35.4952158871657,0.0388240899986616,0,5.149552683420918,ns
DFFA|ENSG00000160049.12|chr1,1814,2475,1813,1910,1821,1341,0.696217226973857,0.857495206945727,10710.0,-0.040107530767033,0.102726068463332,1808.31725120237,-0.390431867655378,0,10.82043209105726,ns
PEX14|ENSG00000142655.13|chr1,268,217,251,326,359,171,0.18647753126995,0.417489701383195,4972.0,0.391765052890182,0.296550988043004,261.509348477077,1.32107148074439,0,8.030718710856686,ns
CASZ1|ENSG00000130940.15|chr1,24,15,10,54,40,9,0.173228369854011,1.0,4792.0,1.20095676132554,0.881822273429671,24.5895165071064,1.36190341014484,0,4.619971463019508,ns
TARDBP|ENSG00000120948.19|chr1,1077,1468,1037,1145,945,1104,0.559947616262095,0.77203589287657,9364.0,0.0896029285351957,0.153714117840155,1110.15156303423,0.582919316678334,0,10.116540938094225,ns
SRM|ENSG00000116649.10|chr1,7125,9546,7350,4624,4654,3381,9.052916205288099e-23,2.26616513225347e-20,37.0,-0.697822440533783,0.0710468769157442,5845.44307901329,-9.82200021770618,0,12.513096668472594,down
EXOSC10|ENSG00000171824.14|chr1,744,695,760,857,761,619,0.185250536768572,0.41584839349261,4955.0,0.226823883482475,0.17121876065861,731.083435366142,1.32476068983314,0,9.51389225384567,ns
MTOR|ENSG00000198793.14|chr1,199,256,180,239,234,115,0.767187065509973,0.89470989873545,11409.0,0.0912121606891212,0.308090563569541,196.844699237083,0.296056327179697,0,7.620914052958296,ns
UBIAD1|ENSG00000120942.14|chr1,909,762,603,654,674,411,0.353857459235072,0.60896094155244,7004.0,-0.186201412986849,0.200835698132649,649.805562299938,-0.927133048148972,0,9.34386428288532,ns
FBXO44|ENSG00000132879.14|chr1,133,212,102,84,136,25,0.193889780767558,0.427225106877266,5064.0,-0.660694126300589,0.508555717206658,107.689407990164,-1.29915779912884,0,6.750732547442011,ns
MAD2L2|ENSG00000116670.16|chr1,1577,2020,1488,1439,1021,954,0.0044916752361769,0.0338112611772222,1278.0,-0.352195313119092,0.12395158423283,1364.33802748179,-2.84139420483349,0,10.41398541447447,ns
FBXO6|ENSG00000116663.11|chr1,34,23,82,58,25,43,0.984418997327176,1.0,13518.0,0.0139168947953107,0.712622283688035,44.4971260017132,0.0195291322119294,0,5.475640252607419,ns
AGTRAP|ENSG00000177674.16|chr1,456,636,438,468,380,391,0.762726912813222,0.892826081151103,11363.0,-0.0598027254836876,0.198086671540891,449.522661268237,-0.301901814082138,0,8.81225003627135,ns
MTHFR|ENSG00000177000.13|chr1,270,362,273,258,122,175,0.114852222361332,0.310613088798993,4003.0,-0.478401273378867,0.303409017615037,233.888580991885,-1.57675364146843,0,7.869677617311466,ns
KIAA2013|ENSG00000116685.16|chr1,674,1047,759,656,413,344,0.0021164452357962,0.0189657639323529,1058.0,-0.599572219403714,0.195085230587548,616.399461462994,-3.07338601491232,0,9.267721791171539,down
PLOD1|ENSG00000083444.17|chr1,529,601,387,332,434,376,0.510375410463862,0.738839801768723,8841.0,-0.151824389273629,0.230647381405275,433.375910518089,-0.658253253726975,0,8.759475152292655,ns
MFN2|ENSG00000116688.18|chr1,945,1155,887,867,803,386,0.0708174159971613,0.229701903718788,3252.0,-0.347312738464316,0.192241670145127,803.9987259008,-1.80664648929716,0,9.651049404937568,ns
MIIP|ENSG00000116691.11|chr1,203,208,53,263,166,220,0.0751225331365277,0.238691218494175,3328.0,0.75226219602152,0.422686770826538,184.160424501021,1.77971549606466,0,7.52481925386148,ns
VPS13D|ENSG00000048707.15|chr1,64,89,66,99,40,143,0.219236338569862,0.459404291365173,5388.0,0.666278885746724,0.542324501065029,85.2754916845851,1.22856128468891,0,6.414059263094469,ns
DHRS3|ENSG00000162496.9|chr1,244,312,316,424,268,306,0.109628012313736,0.301477033862773,3918.0,0.409964330793221,0.256248950298452,308.826531957551,1.59986735678619,0,8.270652892767002,ns
PDPN|ENSG00000162493.17|chr1,541,628,346,310,227,266,0.0069989101009387,0.0464354622886065,1466.0,-0.664511378463178,0.246398581989487,369.597723628995,-2.6968961148142,0,8.5298120609246,down
TMEM51|ENSG00000171729.14|chr1,285,248,200,317,374,198,0.0879590567955603,0.264333804036496,3541.0,0.478642058767439,0.280520621946362,266.658794067045,1.7062633593439,0,8.058851096823233,ns
EFHD2|ENSG00000142634.13|chr1,210,254,181,161,117,89,0.0575275996405047,0.199782762606057,3000.0,-0.603813933895,0.317917190263569,160.833557047347,-1.89928054344721,0,7.32942463817547,ns
CASP9|ENSG00000132906.18|chr1,217,290,167,265,311,256,0.0391857746953943,0.153332760975387,2607.0,0.560869644651724,0.271972305282435,249.092392141186,2.06223072628398,0,7.9605371487770205,ns
DNAJC16|ENSG00000116138.13|chr1,136,226,161,119,188,62,0.469553934841117,0.709005808487896,8355.0,-0.290456576765711,0.401624115621481,142.043226986799,-0.723205020486016,0,7.1501862312598226,ns
RSC1A1|ENSG00000215695.2|chr1,25,70,18,31,31,94,0.235184884137103,1.0,5579.0,0.883044828465137,0.743862029570106,46.1368323660753,1.18710835257375,0,5.527847050650117,ns
PLEKHM2|ENSG00000116786.13|chr1,230,309,196,306,157,179,0.928039585533956,0.96982915209649,13021.0,0.0271014350172314,0.30008801377714,221.955490846756,0.0903116211677762,0,7.794126588995964,ns
FBLIM1|ENSG00000162458.13|chr1,179,205,126,157,123,161,0.882929549195113,0.951929353590963,12594.0,0.0507913236188412,0.344917312617465,155.92489394624,0.147256521377261,0,7.284707467430111,ns
SPEN|ENSG00000065526.12|chr1,836,1130,759,1580,1594,1077,7.07237785234801e-11,5.11752841159744e-09,128.0,0.868902365833619,0.133285341311106,1154.13156771282,6.51911423481659,0,10.172591981147558,up
ZBTB17|ENSG00000116809.12|chr1,145,148,91,153,126,50,0.916859325289979,0.966312138238027,12891.0,-0.0448431488346126,0.429570460505262,113.61703898316,-0.104390671513744,0,6.828035399733049,ns
FAM131C|ENSG00000185519.9|chr1,12,66,48,31,34,30,0.86033338551664,1.0,12391.0,-0.131131416220121,0.745277463488659,35.5290342565319,-0.175949794062325,0,5.150926569026582,ns
EPHA2|ENSG00000142627.13|chr1,211,500,337,510,459,326,0.0352292644813314,0.142735541393741,2512.0,0.543746099462766,0.258224185309529,381.937552233335,2.10571329254457,0,8.577192962988352,ns
ARHGEF19|ENSG00000142632.17|chr1,52,31,35,26,34,55,0.735742750340927,1.0,11118.0,0.233214716573261,0.691014005895828,39.7353051853372,0.337496367053982,0,5.3123495199170785,ns
CPLANE2|ENSG00000132881.12|chr1,21,39,15,2,30,1,0.439743377274272,1.0,8006.0,-0.941789500723111,1.21894516603272,16.6535739434255,-0.772626634049782,0,4.057759915256138,ns
FBXO42|ENSG00000037637.11|chr1,136,94,53,125,157,42,0.478406542087697,0.715082426054001,8450.0,0.365632407840799,0.515797765375396,98.1338413605947,0.70886776249349,0,6.616678829128999,ns
SZRD1|ENSG00000055070.17|chr1,950,1193,754,864,615,697,0.320386226754637,0.573751255342016,6617.0,-0.168758685162535,0.16983467116984,820.381506895006,-0.993664509137661,0,9.680151160613,ns
NECAP2|ENSG00000157191.20|chr1,414,557,559,514,541,338,0.739186166281978,0.880105704088403,11157.0,0.0704978678866308,0.21174901461213,476.37615080135,0.332931267783064,0,8.89595737799379,ns
ATP13A2|ENSG00000159363.19|chr1,204,334,246,31,50,50,4.14195983636799e-09,2.35354797573253e-07,163.0,-2.30250216738132,0.391687119638843,141.355297380008,-5.878421964716,0,7.143182139874564,down
SDHB|ENSG00000117118.10|chr1,3028,3261,2425,2369,2034,2457,0.487745770274007,0.722167194032979,8561.0,-0.0930593920076285,0.134110928169331,2551.27858996132,-0.693898650005091,0,11.31700472903985,ns
PADI2|ENSG00000117115.13|chr1,31,31,14,21,2,1,0.191974261577948,1.0,5034.0,-1.56357131030503,1.19835845484154,15.1413275767691,-1.30476094526474,0,3.9204197998446544,ns
ARHGEF10L|ENSG00000074964.17|chr1,33,60,27,11,30,14,0.287674709452256,1.0,6199.0,-0.846494304038506,0.796148642809264,27.4554042831851,-1.06323650951862,0,4.779018250134281,ns
ACTL8|ENSG00000117148.8|chr1,117,109,126,158,39,69,0.627860906676328,0.815374049023577,10041.0,-0.240992838640101,0.4971591397469,99.6750833212442,-0.484739833532556,0,6.639161001100393,ns
IGSF21|ENSG00000117154.12|chr1,7,6,12,18,11,24,0.224424830558751,1.0,5448.0,1.31861785273399,1.08541975428913,13.6545939132218,1.21484600544938,0,3.7713145039672953,ns
ALDH4A1|ENSG00000159423.17|chr1,91,138,158,167,135,64,0.832995558645825,0.927419745663857,12047.0,0.087676604417994,0.415802396813507,121.520842697256,0.210861229011429,0,6.9250599692610715,ns
IFFO2|ENSG00000169991.11|chr1,70,57,89,77,39,48,0.68253125064685,0.850731687705715,10572.0,-0.220662828902031,0.539502801649985,62.269597472158,-0.409011460602556,0,5.960456048154283,ns
UBR4|ENSG00000127481.15|chr1,155,259,226,237,302,172,0.214697234948612,0.453897692329158,5326.0,0.374359433056886,0.301719695906814,221.34663016479,1.24075238751569,0,7.790163599435697,ns
EMC1|ENSG00000127463.16|chr1,363,549,449,406,301,200,0.1048810332304,0.293654210937113,3839.0,-0.384438171317007,0.23706791500351,361.542758687434,-1.62163729035755,0,8.498022470694826,ns
MRTO4|ENSG00000053372.5|chr1,4761,5221,4338,4852,4964,3670,0.0908778240550221,0.269287999042453,3598.0,0.133113545702015,0.078728830399746,4548.66282402207,1.69078525650808,0,12.15122678147237,ns
AKR7A2|ENSG00000053371.13|chr1,1944,2763,2147,2091,1885,1501,0.337520567000195,0.591731117084196,6824.0,-0.0965045889637416,0.100622484925438,1995.27665621762,-0.959075787437098,0,10.96237308267917,ns
SLC66A1|ENSG00000040487.13|chr1,193,273,227,268,242,251,0.156615573802476,0.375407206148689,4587.0,0.379077854342995,0.267607076201027,240.561024941894,1.416546452076,0,7.9102591096043895,ns
CAPZB|ENSG00000077549.19|chr1,2739,4403,3055,3190,3173,2428,0.803698150765221,0.913835690728053,11775.0,0.025370955967505,0.102070163612884,3075.65594426431,0.248563880662798,0,11.586678411087474,ns
MICOS10|ENSG00000173436.15|chr1,3659,4062,2927,2950,2565,1847,0.0010869778059797,0.011372445580551,902.0,-0.31866451253734,0.0975407267185134,2892.81154455482,-3.26698932085008,0,11.498256625008036,ns
NBL1|ENSG00000158747.15|chr1,367,485,347,319,173,206,0.0314715673782731,0.133772215262765,2378.0,-0.556231430516913,0.258584962135478,302.591865538824,-2.151058692367,0,8.241229394432684,ns
TMCO4|ENSG00000162542.14|chr1,6,11,11,14,34,25,0.0892237981879139,1.0,3562.0,1.64946924725611,0.970557797112903,17.5424212147012,1.69950646129757,0,4.1327759779820505,ns
OTUD3|ENSG00000169914.6|chr1,61,58,37,56,68,11,0.943675329976564,1.0,13159.0,-0.0482726502466207,0.683252712749044,46.2056731156245,-0.0706512383279055,0,5.529998090972584,ns
CAMK2N1|ENSG00000162545.6|chr1,402,470,375,327,201,84,0.0073477408166189,0.0481292612754771,1485.0,-0.870097151780569,0.324583335670153,291.198754131499,-2.68065872816335,0,8.185860372879489,down
MUL1|ENSG00000090432.7|chr1,427,406,369,357,283,282,0.467987516509369,0.707789088489512,8342.0,-0.164522093211795,0.226690209297396,346.51165186635,-0.725757383707551,0,8.436760055289213,ns
CDA|ENSG00000158825.6|chr1,33,42,12,26,23,17,0.858825563464229,1.0,12374.0,-0.145653180187865,0.818877230504555,24.3365551469995,-0.177869373774284,0,4.605053063100551,ns
PINK1|ENSG00000158828.8|chr1,1447,1573,1158,1303,1043,878,0.225256807829253,0.467472228123356,5457.0,-0.155728711734948,0.128418265676529,1196.86694713637,-1.21266792472662,0,10.225047064866882,ns
DDOST|ENSG00000244038.11|chr1,2137,2621,1878,2301,2121,1815,0.130274358875237,0.333776241190163,4254.0,0.14393027557213,0.0951277532640435,2102.2002465436,1.51302086545266,0,11.037684385425326,ns
SH2D5|ENSG00000189410.12|chr1,36,35,114,5,54,47,0.502510376903736,0.732472598387385,8756.0,-0.55698201368316,0.830640664350571,49.429869860589,-0.670545083557439,0,5.6273112030294214,ns
HP1BP3|ENSG00000127483.19|chr1,675,882,698,607,625,325,0.0888116837163781,0.266118995335197,3552.0,-0.330817102220959,0.194403930083126,609.890907080388,-1.70169966255057,0,9.252407396565848,ns
