Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
ACTRT2|ENSG00000169717.7|chr1	0	0	0	0	0	0
PRDM16|ENSG00000142611.17|chr1	160	42	126	70	61	64
ARHGEF16|ENSG00000130762.15|chr1	0	7	19	9	18	24
MEGF6|ENSG00000162591.17|chr1	0	0	3	0	0	0
TPRG1L|ENSG00000158109.15|chr1	448	279	404	206	229	221
WRAP73|ENSG00000116213.16|chr1	384	328	406	200	403	289
TP73|ENSG00000078900.15|chr1	163	104	153	130	99	91
CCDC27|ENSG00000162592.10|chr1	0	0	0	0	0	0
SMIM1|ENSG00000235169.11|chr1	1	3	5	0	2	0
LRRC47|ENSG00000130764.10|chr1	905	792	796	681	707	705
CEP104|ENSG00000116198.14|chr1	63	21	42	40	40	39
DFFB|ENSG00000169598.17|chr1	91	94	91	93	101	117
C1orf174|ENSG00000198912.12|chr1	521	360	492	352	418	435
NPHP4|ENSG00000131697.18|chr1	36	21	40	8	71	27
KCNAB2|ENSG00000069424.16|chr1	21	1	1	0	0	5
RPL22|ENSG00000116251.11|chr1	1052	860	961	728	1259	873
RNF207|ENSG00000158286.13|chr1	6	6	6	0	0	0
ICMT|ENSG00000116237.16|chr1	811	709	1019	546	706	692
HES3|ENSG00000173673.8|chr1	0	0	0	0	0	0
GPR153|ENSG00000158292.7|chr1	30	17	44	15	32	5
ACOT7|ENSG00000097021.20|chr1	255	166	206	152	141	184
HES2|ENSG00000069812.11|chr1	0	0	0	0	0	1
ESPN|ENSG00000187017.18|chr1	0	0	0	0	0	0
TNFRSF25|ENSG00000215788.11|chr1	7	6	6	0	0	4
PLEKHG5|ENSG00000171680.23|chr1	3	0	0	0	1	9
NOL9|ENSG00000162408.11|chr1	669	428	526	418	571	615
TAS1R1|ENSG00000173662.21|chr1	0	0	0	0	0	0
ZBTB48|ENSG00000204859.13|chr1	70	6	39	62	12	39
KLHL21|ENSG00000162413.17|chr1	783	517	692	567	599	459
PHF13|ENSG00000116273.6|chr1	388	316	374	220	278	259
THAP3|ENSG00000041988.16|chr1	317	109	281	302	158	225
DNAJC11|ENSG00000007923.17|chr1	164	95	75	133	77	72
CAMTA1|ENSG00000171735.20|chr1	89	127	97	147	183	156
VAMP3|ENSG00000049245.13|chr1	310	182	366	244	142	152
PER3|ENSG00000049246.15|chr1	0	0	3	1	0	0
UTS2|ENSG00000049247.14|chr1	0	0	0	0	0	0
TNFRSF9|ENSG00000049249.10|chr1	3	0	0	0	0	0
PARK7|ENSG00000116288.13|chr1	2067	1880	1995	1280	1896	1494
ERRFI1|ENSG00000116285.13|chr1	182	177	233	244	388	243
SLC45A1|ENSG00000162426.16|chr1	0	0	6	0	0	3
RERE|ENSG00000142599.19|chr1	512	345	504	353	393	321
ENO1|ENSG00000074800.16|chr1	5956	2457	5315	3564	2540	3358
CA6|ENSG00000131686.15|chr1	0	0	0	0	0	0
SLC2A7|ENSG00000197241.4|chr1	0	0	1	0	0	0
SLC2A5|ENSG00000142583.18|chr1	0	0	0	0	2	0
GPR157|ENSG00000180758.12|chr1	143	122	125	37	89	121
H6PD|ENSG00000049239.13|chr1	44	31	37	145	85	79
SPSB1|ENSG00000171621.14|chr1	71	49	53	28	74	29
SLC25A33|ENSG00000171612.7|chr1	550	450	679	214	264	303
TMEM201|ENSG00000188807.13|chr1	104	36	110	135	82	111
PIK3CD|ENSG00000171608.18|chr1	10	11	6	0	1	2
CLSTN1|ENSG00000171603.18|chr1	272	164	202	192	146	173
CTNNBIP1|ENSG00000178585.15|chr1	75	35	74	46	30	49
LZIC|ENSG00000162441.12|chr1	334	241	244	91	273	186
NMNAT1|ENSG00000173614.14|chr1	90	81	68	64	119	79
RBP7|ENSG00000162444.12|chr1	7	18	22	0	9	0
UBE4B|ENSG00000130939.20|chr1	112	60	118	143	80	84
KIF1B|ENSG00000054523.20|chr1	71	25	53	78	67	46
PGD|ENSG00000142657.21|chr1	375	182	325	310	214	212
CENPS-CORT|ENSG00000251503.8|chr1	7	9	12	45	13	10
CENPS|ENSG00000175279.22|chr1	324	332	338	196	317	209
CORT|ENSG00000241563.4|chr1	7	9	12	45	13	10
DFFA|ENSG00000160049.12|chr1	914	789	815	425	713	645
PEX14|ENSG00000142655.13|chr1	168	92	119	233	218	127
CASZ1|ENSG00000130940.15|chr1	20	12	25	3	19	22
TARDBP|ENSG00000120948.19|chr1	644	402	729	284	540	444
MASP2|ENSG00000009724.18|chr1	0	0	0	0	0	0
SRM|ENSG00000116649.10|chr1	1103	298	966	910	493	497
EXOSC10|ENSG00000171824.14|chr1	99	100	133	104	108	135
MTOR|ENSG00000198793.14|chr1	88	79	56	1	73	79
ANGPTL7|ENSG00000171819.5|chr1	0	0	0	0	0	0
UBIAD1|ENSG00000120942.14|chr1	590	469	604	425	589	556
DISP3|ENSG00000204624.8|chr1	8	0	0	0	0	0
FBXO2|ENSG00000116661.11|chr1	0	0	0	1	0	0
FBXO44|ENSG00000132879.14|chr1	64	36	57	51	35	28
MAD2L2|ENSG00000116670.16|chr1	212	46	210	145	94	77
FBXO6|ENSG00000116663.11|chr1	12	2	17	3	31	7
DRAXIN|ENSG00000162490.7|chr1	16	0	5	0	0	0
AGTRAP|ENSG00000177674.16|chr1	176	73	106	48	61	78
C1orf167|ENSG00000215910.8|chr1	0	0	0	0	0	0
MTHFR|ENSG00000177000.13|chr1	108	138	161	136	92	168
CLCN6|ENSG00000011021.23|chr1	27	29	20	14	43	73
NPPA|ENSG00000175206.11|chr1	0	0	0	0	0	0
NPPB|ENSG00000120937.9|chr1	2	9	10	0	1	0
KIAA2013|ENSG00000116685.16|chr1	716	467	718	265	304	292
PLOD1|ENSG00000083444.17|chr1	88	40	119	40	93	77
MFN2|ENSG00000116688.18|chr1	448	386	424	388	384	401
MIIP|ENSG00000116691.11|chr1	34	44	50	50	40	41
TNFRSF8|ENSG00000120949.15|chr1	0	0	6	0	0	0
TNFRSF1B|ENSG00000028137.19|chr1	0	2	0	0	0	0
VPS13D|ENSG00000048707.15|chr1	31	62	45	57	45	46
DHRS3|ENSG00000162496.9|chr1	169	71	175	74	59	58
AADACL4|ENSG00000204518.3|chr1	0	0	0	0	0	0
AADACL3|ENSG00000188984.12|chr1	0	0	0	0	0	0
CFAP107|ENSG00000157330.10|chr1	0	0	0	0	0	0
PRAMEF12|ENSG00000116726.5|chr1	0	0	0	0	0	0
PRAMEF1|ENSG00000116721.9|chr1	0	0	0	0	0	0
PRAMEF11|ENSG00000239810.3|chr1	0	0	0	0	0	0
HNRNPCL1|ENSG00000179172.10|chr1	0	0	0	0	0	0
PRAMEF2|ENSG00000120952.4|chr1	0	0	0	0	0	0
PRAMEF4|ENSG00000243073.4|chr1	0	0	0	0	0	0
PRAMEF10|ENSG00000187545.5|chr1	0	0	0	0	0	0
PRAMEF7|ENSG00000204510.6|chr1	0	0	0	0	0	0
PRAMEF6|ENSG00000232423.6|chr1	0	0	0	0	0	0
PRAMEF27|ENSG00000274764.6|chr1	0	0	0	0	0	0
HNRNPCL3|ENSG00000277058.3|chr1	0	0	0	0	0	0
PRAMEF25|ENSG00000229571.7|chr1	0	0	0	0	0	0
HNRNPCL2|ENSG00000275774.3|chr1	0	0	0	0	0	0
PRAMEF26|ENSG00000280267.6|chr1	0	0	0	0	0	0
HNRNPCL4|ENSG00000179412.11|chr1	0	0	0	0	0	0
PRAMEF9|ENSG00000204505.5|chr1	0	0	0	0	0	0
PRAMEF13|ENSG00000279169.3|chr1	0	0	0	0	0	0
PRAMEF18|ENSG00000279804.3|chr1	0	0	0	0	0	0
PRAMEF5|ENSG00000270601.5|chr1	0	0	0	0	0	0
PRAMEF8|ENSG00000182330.11|chr1	0	0	0	0	0	0
PRAMEF33|ENSG00000237700.2|chr1	0	0	0	0	0	0
PRAMEF15|ENSG00000204501.7|chr1	0	0	0	0	0	0
PRAMEF14|ENSG00000204481.8|chr1	0	0	0	0	0	0
PRAMEF19|ENSG00000204480.9|chr1	0	0	0	0	0	0
PRAMEF17|ENSG00000204479.4|chr1	0	0	0	0	0	0
PRAMEF20|ENSG00000204478.11|chr1	0	0	0	0	0	0
LRRC38|ENSG00000162494.6|chr1	0	0	0	0	0	0
PDPN|ENSG00000162493.17|chr1	177	129	136	156	150	66
KAZN|ENSG00000189337.17|chr1	0	0	1	0	0	0
TMEM51|ENSG00000171729.14|chr1	163	157	259	246	309	290
FHAD1|ENSG00000142621.21|chr1	0	0	0	0	8	0
EFHD2|ENSG00000142634.13|chr1	66	86	50	46	61	27
CTRC|ENSG00000162438.12|chr1	0	0	0	0	0	0
CELA2A|ENSG00000142615.8|chr1	0	0	0	0	0	2
CELA2B|ENSG00000215704.10|chr1	0	0	0	0	0	0
CASP9|ENSG00000132906.18|chr1	83	54	80	92	97	102
DNAJC16|ENSG00000116138.13|chr1	149	133	117	156	176	198
AGMAT|ENSG00000116771.6|chr1	0	0	0	0	0	0
RSC1A1|ENSG00000215695.2|chr1	23	12	39	62	62	35
PLEKHM2|ENSG00000116786.13|chr1	145	75	108	104	23	59
SLC25A34|ENSG00000162461.8|chr1	0	0	0	0	9	0
TMEM82|ENSG00000162460.7|chr1	0	0	0	0	0	0
FBLIM1|ENSG00000162458.13|chr1	129	111	150	79	115	75
SPEN|ENSG00000065526.12|chr1	1319	509	1237	1254	1316	1303
ZBTB17|ENSG00000116809.12|chr1	42	42	49	33	76	46
SRARP|ENSG00000183888.4|chr1	0	0	0	0	0	0
HSPB7|ENSG00000173641.18|chr1	0	0	0	0	0	0
CLCNKA|ENSG00000186510.12|chr1	0	0	0	0	0	0
CLCNKB|ENSG00000184908.20|chr1	0	0	0	0	0	4
FAM131C|ENSG00000185519.9|chr1	1	0	3	5	0	2
EPHA2|ENSG00000142627.13|chr1	317	140	271	230	434	353
ARHGEF19|ENSG00000142632.17|chr1	32	15	20	27	35	17
CPLANE2|ENSG00000132881.12|chr1	11	4	30	37	7	37
FBXO42|ENSG00000037637.11|chr1	147	71	154	147	147	170
SZRD1|ENSG00000055070.17|chr1	473	343	592	321	338	283
SPATA21|ENSG00000187144.11|chr1	0	0	0	0	0	0
NECAP2|ENSG00000157191.20|chr1	378	212	321	212	330	276
NBPF1|ENSG00000219481.11|chr1	0	0	3	0	0	0
CROCC|ENSG00000058453.17|chr1	74	74	64	2	18	31
MFAP2|ENSG00000117122.14|chr1	0	0	0	0	0	0
ATP13A2|ENSG00000159363.19|chr1	4	6	27	26	20	6
SDHB|ENSG00000117118.10|chr1	392	427	465	279	537	479
PADI2|ENSG00000117115.13|chr1	0	0	0	0	2	2
PADI1|ENSG00000142623.11|chr1	0	0	0	0	0	0
PADI3|ENSG00000142619.4|chr1	0	0	0	0	0	0
PADI4|ENSG00000159339.13|chr1	0	0	0	0	0	0
PADI6|ENSG00000276747.1|chr1	0	0	0	0	0	0
RCC2|ENSG00000179051.14|chr1	14	8	7	2	5	5
ARHGEF10L|ENSG00000074964.17|chr1	13	42	16	1	47	36
ACTL8|ENSG00000117148.8|chr1	20	15	25	24	3	7
IGSF21|ENSG00000117154.12|chr1	0	0	11	0	0	0
KLHDC7A|ENSG00000179023.9|chr1	2	8	0	0	0	0
PAX7|ENSG00000009709.12|chr1	8	3	1	0	0	0
ALDH4A1|ENSG00000159423.17|chr1	43	7	26	49	52	75
IFFO2|ENSG00000169991.11|chr1	75	52	74	35	38	64
UBR4|ENSG00000127481.15|chr1	118	28	79	65	66	41
EMC1|ENSG00000127463.16|chr1	103	88	105	73	132	114
MRTO4|ENSG00000053372.5|chr1	1903	1711	1960	1713	2231	1841
AKR7L|ENSG00000211454.16|chr1	0	2	0	0	0	0
AKR7A3|ENSG00000162482.5|chr1	0	0	4	0	0	1
AKR7A2|ENSG00000053371.13|chr1	304	144	244	196	178	238
SLC66A1|ENSG00000040487.13|chr1	142	135	94	150	133	90
CAPZB|ENSG00000077549.19|chr1	816	449	663	312	592	460
MICOS10|ENSG00000173436.15|chr1	508	421	529	374	395	384
NBL1|ENSG00000158747.15|chr1	117	44	92	67	32	29
HTR6|ENSG00000158748.4|chr1	5	0	5	0	0	3
TMCO4|ENSG00000162542.14|chr1	6	4	1	5	12	20
RNF186|ENSG00000178828.7|chr1	0	0	0	0	0	0
OTUD3|ENSG00000169914.6|chr1	106	63	105	51	83	60
PLA2G2E|ENSG00000188784.4|chr1	0	0	0	0	0	0
PLA2G2A|ENSG00000188257.12|chr1	0	0	0	0	0	0
PLA2G5|ENSG00000127472.11|chr1	0	0	0	0	0	0
PLA2G2D|ENSG00000117215.15|chr1	0	0	0	0	0	0
PLA2G2F|ENSG00000158786.5|chr1	0	0	0	0	0	0
PLA2G2C|ENSG00000187980.7|chr1	0	0	0	0	0	0
UBXN10|ENSG00000162543.6|chr1	0	0	0	0	0	0
VWA5B1|ENSG00000158816.16|chr1	0	0	0	0	0	0
CAMK2N1|ENSG00000162545.6|chr1	203	132	234	113	137	74
MUL1|ENSG00000090432.7|chr1	338	180	265	217	185	241
FAM43B|ENSG00000183114.8|chr1	12	3	7	0	2	0
CDA|ENSG00000158825.6|chr1	3	0	1	1	5	0
PINK1|ENSG00000158828.8|chr1	271	292	207	102	196	272
DDOST|ENSG00000244038.11|chr1	315	202	268	307	466	403
KIF17|ENSG00000117245.13|chr1	0	0	0	3	0	0
SH2D5|ENSG00000189410.12|chr1	39	13	14	16	27	19
HP1BP3|ENSG00000127483.19|chr1	283	234	281	190	364	225
EIF4G3|ENSG00000075151.24|chr1	408	335	498	148	421	380
ECE1|ENSG00000117298.16|chr1	254	133	204	33	129	126
NBPF3|ENSG00000142794.19|chr1	8	10	26	25	18	16
ALPL|ENSG00000162551.14|chr1	0	0	0	0	0	0
USP48|ENSG00000090686.16|chr1	122	71	116	59	116	90
LDLRAD2|ENSG00000187942.12|chr1	0	0	0	0	0	0
HSPG2|ENSG00000142798.20|chr1	14	0	14	0	5	0
CELA3B|ENSG00000219073.8|chr1	0	0	0	0	0	0
CELA3A|ENSG00000142789.20|chr1	0	0	0	0	0	0
ENSG00000289694|ENSG00000289694.1|chr1	83	57	62	50	54	65
CDC42|ENSG00000070831.18|chr1	916	742	864	819	911	876
WNT4|ENSG00000162552.15|chr1	0	0	0	0	0	0
ZBTB40|ENSG00000184677.18|chr1	68	48	120	43	93	103
EPHA8|ENSG00000070886.12|chr1	0	0	0	0	0	0
C1QA|ENSG00000173372.18|chr1	0	0	0	0	0	0
C1QC|ENSG00000159189.13|chr1	0	0	0	0	0	0
C1QB|ENSG00000173369.18|chr1	0	0	0	0	0	0
EPHB2|ENSG00000133216.17|chr1	26	23	48	7	50	21
TEX46|ENSG00000227868.7|chr1	0	4	4	0	0	0
KDM1A|ENSG00000004487.18|chr1	148	126	175	72	179	129
LUZP1|ENSG00000169641.14|chr1	151	73	82	77	134	69
HTR1D|ENSG00000179546.5|chr1	6	7	15	0	0	0
HNRNPR|ENSG00000125944.21|chr1	1	10	0	0	5	5
ZNF436|ENSG00000125945.15|chr1	0	0	0	0	0	0
TCEA3|ENSG00000204219.11|chr1	0	0	0	0	0	0
ASAP3|ENSG00000088280.20|chr1	0	0	0	0	0	0
E2F2|ENSG00000007968.7|chr1	0	0	0	0	0	0
RPL11|ENSG00000142676.14|chr1	524	598	551	335	440	359
ELOA|ENSG00000011007.13|chr1	585	444	692	561	513	463
PITHD1|ENSG00000057757.10|chr1	835	725	874	590	761	668
LYPLA2|ENSG00000011009.11|chr1	84	31	88	63	18	27
GALE|ENSG00000117308.15|chr1	78	25	44	13	49	9
HMGCL|ENSG00000117305.15|chr1	46	17	27	43	115	54
FUCA1|ENSG00000179163.12|chr1	74	101	117	68	96	54
CNR2|ENSG00000188822.8|chr1	0	0	0	0	0	0
PNRC2|ENSG00000189266.13|chr1	699	509	672	644	1069	720
SRSF10|ENSG00000188529.15|chr1	949	829	1010	940	1753	1038
MYOM3|ENSG00000142661.19|chr1	0	0	0	0	0	0
IL22RA1|ENSG00000142677.4|chr1	0	0	0	6	0	0
IFNLR1|ENSG00000185436.12|chr1	60	36	59	43	66	48
GRHL3|ENSG00000158055.17|chr1	1	0	10	6	1	0
STPG1|ENSG00000001460.18|chr1	21	15	11	11	12	44
NIPAL3|ENSG00000001461.17|chr1	218	140	179	82	206	164
RCAN3|ENSG00000117602.13|chr1	129	96	125	59	76	38
NCMAP|ENSG00000184454.7|chr1	0	0	0	0	0	0
SRRM1|ENSG00000133226.18|chr1	290	191	292	104	316	180
CLIC4|ENSG00000169504.15|chr1	266	190	250	319	553	482
RUNX3|ENSG00000020633.19|chr1	229	156	226	103	181	194
SYF2|ENSG00000117614.10|chr1	432	379	436	342	426	425
RSRP1|ENSG00000117616.18|chr1	473	253	337	185	390	229
RHD|ENSG00000187010.21|chr1	0	0	0	0	0	0
TMEM50A|ENSG00000183726.11|chr1	898	693	879	443	669	635
RHCE|ENSG00000188672.19|chr1	3	3	0	0	0	0
MACO1|ENSG00000204178.11|chr1	151	91	149	90	162	177
LDLRAP1|ENSG00000157978.12|chr1	128	67	103	55	43	29
MAN1C1|ENSG00000117643.15|chr1	37	21	37	1	14	16
SELENON|ENSG00000162430.18|chr1	46	10	64	102	22	27
MTFR1L|ENSG00000117640.18|chr1	134	86	195	59	79	107
AUNIP|ENSG00000127423.11|chr1	263	171	242	261	348	275
PAQR7|ENSG00000182749.6|chr1	0	5	0	0	8	1
STMN1|ENSG00000117632.23|chr1	1664	1188	1653	1158	1572	1207
PAFAH2|ENSG00000158006.14|chr1	164	83	116	51	95	64
EXTL1|ENSG00000158008.10|chr1	0	0	0	0	0	0
SLC30A2|ENSG00000158014.15|chr1	0	0	0	0	0	0
TRIM63|ENSG00000158022.7|chr1	0	0	0	0	0	0
PDIK1L|ENSG00000175087.10|chr1	206	151	178	92	328	164
FAM110D|ENSG00000197245.6|chr1	0	0	7	0	0	0
C1orf232|ENSG00000282872.2|chr1	0	0	0	0	0	0
ZNF593|ENSG00000142684.9|chr1	614	367	471	537	423	466
CNKSR1|ENSG00000142675.18|chr1	3	4	0	0	4	5
CATSPER4|ENSG00000188782.9|chr1	0	0	0	0	0	0
CEP85|ENSG00000130695.16|chr1	167	88	125	105	104	68
SH3BGRL3|ENSG00000142669.15|chr1	108	37	100	91	49	49
UBXN11|ENSG00000158062.21|chr1	0	0	0	0	0	0
CD52|ENSG00000169442.9|chr1	0	0	0	0	0	0
CRYBG2|ENSG00000176092.17|chr1	30	12	21	21	27	19
ZNF683|ENSG00000176083.18|chr1	0	0	0	0	0	0
LIN28A|ENSG00000131914.11|chr1	0	0	0	0	0	0
DHDDS|ENSG00000117682.18|chr1	116	71	100	83	174	114
HMGN2|ENSG00000198830.11|chr1	295	161	238	136	175	125
RPS6KA1|ENSG00000117676.14|chr1	0	0	0	0	0	0
ARID1A|ENSG00000117713.21|chr1	923	664	854	626	867	633
PIGV|ENSG00000060642.12|chr1	20	57	26	34	37	48
ZDHHC18|ENSG00000204160.12|chr1	124	114	168	38	67	38
SFN|ENSG00000175793.12|chr1	6	5	6	0	7	12
GPN2|ENSG00000142751.15|chr1	338	251	388	282	278	231
GPATCH3|ENSG00000198746.13|chr1	82	50	88	64	54	53
NUDC|ENSG00000090273.14|chr1	634	284	650	316	357	281
NR0B2|ENSG00000131910.5|chr1	0	0	0	0	0	0
KDF1|ENSG00000175707.10|chr1	0	0	6	9	0	0
TENT5B|ENSG00000158246.8|chr1	3	6	7	0	3	3
SLC9A1|ENSG00000090020.11|chr1	125	72	83	91	76	76
WDTC1|ENSG00000142784.16|chr1	80	51	70	90	43	42
TMEM222|ENSG00000186501.15|chr1	61	36	69	48	27	45
SYTL1|ENSG00000142765.18|chr1	0	0	3	0	0	0
MAP3K6|ENSG00000142733.18|chr1	0	8	12	20	3	5
FCN3|ENSG00000142748.14|chr1	0	0	0	0	0	0
CD164L2|ENSG00000174950.11|chr1	0	0	0	0	0	0
GPR3|ENSG00000181773.7|chr1	9	11	11	21	20	0
WASF2|ENSG00000158195.11|chr1	885	515	1074	548	405	531
FGR|ENSG00000000938.13|chr1	0	0	0	0	0	0
IFI6|ENSG00000126709.16|chr1	33	1	9	13	23	17
FAM76A|ENSG00000009780.16|chr1	201	125	125	157	122	142
STX12|ENSG00000117758.14|chr1	147	124	213	70	187	147
PPP1R8|ENSG00000117751.18|chr1	759	508	591	657	790	557
THEMIS2|ENSG00000130775.16|chr1	1	6	21	0	1	8
RPA2|ENSG00000117748.10|chr1	1000	722	867	819	1056	863
SMPDL3B|ENSG00000130768.15|chr1	30	2	21	0	13	8
XKR8|ENSG00000158156.9|chr1	92	126	88	62	27	46
EYA3|ENSG00000158161.16|chr1	165	105	170	155	241	146
PTAFR|ENSG00000169403.12|chr1	3	4	2	0	8	0
DNAJC8|ENSG00000126698.11|chr1	595	277	462	336	377	421
ATP5IF1|ENSG00000130770.18|chr1	0	0	3	0	3	3
SESN2|ENSG00000130766.5|chr1	2	5	14	15	13	20
MED18|ENSG00000130772.14|chr1	1	0	0	0	0	0
PHACTR4|ENSG00000204138.13|chr1	630	541	668	510	797	498
RCC1|ENSG00000180198.17|chr1	811	682	766	488	1055	653
TRNAU1AP|ENSG00000180098.9|chr1	225	149	172	180	195	159
TAF12|ENSG00000120656.14|chr1	154	63	80	52	49	59
RAB42|ENSG00000188060.8|chr1	0	0	0	0	0	0
GMEB1|ENSG00000162419.13|chr1	207	191	305	115	312	281
YTHDF2|ENSG00000198492.16|chr1	1392	1484	1445	1038	1780	1407
OPRD1|ENSG00000116329.12|chr1	42	19	20	0	19	35
TMEM200B|ENSG00000253304.2|chr1	0	0	1	8	7	3
SRSF4|ENSG00000116350.18|chr1	1251	774	1256	735	1341	1096
MECR|ENSG00000116353.16|chr1	102	82	102	48	98	65
PTPRU|ENSG00000060656.20|chr1	17	16	12	25	19	19
MATN1|ENSG00000162510.6|chr1	0	0	0	0	2	7
LAPTM5|ENSG00000162511.8|chr1	0	0	0	0	0	0
SDC3|ENSG00000162512.16|chr1	21	3	21	3	10	2
PUM1|ENSG00000134644.16|chr1	1039	816	1053	895	1318	957
NKAIN1|ENSG00000084628.10|chr1	11	13	8	0	12	0
SNRNP40|ENSG00000060688.13|chr1	125	101	133	159	148	88
ZCCHC17|ENSG00000121766.16|chr1	193	187	246	87	167	161
FABP3|ENSG00000121769.8|chr1	1	0	0	0	0	0
SERINC2|ENSG00000168528.12|chr1	11	25	23	29	1	0
TINAGL1|ENSG00000142910.16|chr1	13	3	2	0	0	0
HCRTR1|ENSG00000121764.12|chr1	0	0	0	0	0	0
PEF1|ENSG00000162517.13|chr1	638	199	500	432	327	317
COL16A1|ENSG00000084636.18|chr1	0	0	0	0	0	0
ADGRB2|ENSG00000121753.13|chr1	14	0	7	0	0	0
SPOCD1|ENSG00000134668.13|chr1	0	6	0	0	0	6
PTP4A2|ENSG00000184007.22|chr1	3062	2238	3098	1592	1983	1726
KHDRBS1|ENSG00000121774.18|chr1	1282	882	1077	948	1374	999
TMEM39B|ENSG00000121775.18|chr1	185	145	194	57	249	156
KPNA6|ENSG00000025800.14|chr1	1235	959	1327	802	1287	1259
TXLNA|ENSG00000084652.16|chr1	763	505	770	502	601	562
CCDC28B|ENSG00000160050.16|chr1	36	10	14	0	4	9
IQCC|ENSG00000160051.12|chr1	44	63	39	150	104	72
DCDC2B|ENSG00000222046.3|chr1	0	0	0	0	0	0
TMEM234|ENSG00000160055.20|chr1	34	29	46	38	36	18
EIF3I|ENSG00000084623.12|chr1	1865	1493	1797	1352	2011	1848
FAM167B|ENSG00000183615.6|chr1	0	0	0	0	0	0
