baseMean	log2FoldChange	lfcSE	pvalue	padj
FNDC10|ENSG00000228594.4|chr1	5.66827688538843	-0.020213262199069	0.226334777115695	0.369278496893851	NA
MIB2|ENSG00000197530.13|chr1	1.28836262147864	0.00594486630420207	0.226691618897462	0.43947096736968	NA
MMP23B|ENSG00000189409.14|chr1	0	NA	NA	NA	NA
CDK11B|ENSG00000248333.9|chr1	0.463535060120506	0.00401079107407362	0.226724754640327	0.735014782128764	NA
SLC35E2B|ENSG00000189339.12|chr1	86.8247599916856	0.0712484188718448	0.204276308612745	0.491970760920558	0.842864378235644
CDK11A|ENSG00000008128.23|chr1	0	NA	NA	NA	NA
NADK|ENSG00000008130.15|chr1	70.5603104385557	0.338292166089617	0.434257850721795	0.0337398873118815	0.282331093810735
CALML6|ENSG00000169885.10|chr1	0	NA	NA	NA	NA
TMEM52|ENSG00000178821.13|chr1	2.20039952641307	0.00350396251584528	0.22624493723538	0.866156081223901	NA
CFAP74|ENSG00000142609.20|chr1	0	NA	NA	NA	NA
GABRD|ENSG00000187730.9|chr1	3.06608478073122	0.00262467961691977	0.226399675085774	0.833561092260275	NA
PRKCZ|ENSG00000067606.17|chr1	93.1087271377849	0.70211267317162	0.481477068567343	0.00558203229451544	0.0886841453470107
FAAP20|ENSG00000162585.17|chr1	12.8824527596291	0.0688845992575634	0.237241368049413	0.119592288752751	NA
SKI|ENSG00000157933.10|chr1	963.645760937841	-0.181899923724444	0.115637658719321	0.0687352048591637	0.412037990590469
MORN1|ENSG00000116151.14|chr1	1.18985681742129	-0.00267154633450834	0.226490085665009	0.857646674453349	NA
RER1|ENSG00000157916.20|chr1	341.41437423337	0.0314854598751619	0.144465617648057	0.778519939933595	0.956421268696116
PEX10|ENSG00000157911.11|chr1	163.332947670703	0.309151711576864	0.261187781806119	0.0460900114889714	0.339087938565256
PLCH2|ENSG00000149527.18|chr1	0	NA	NA	NA	NA
PANK4|ENSG00000157881.16|chr1	0.309023373413671	0.00378079873588378	0.226714204861893	0.765893962947458	NA
HES5|ENSG00000197921.6|chr1	0	NA	NA	NA	NA
TNFRSF14|ENSG00000157873.18|chr1	0	NA	NA	NA	NA
PRXL2B|ENSG00000157870.17|chr1	0	NA	NA	NA	NA
MMEL1|ENSG00000142606.16|chr1	0	NA	NA	NA	NA
TTC34|ENSG00000215912.13|chr1	0	NA	NA	NA	NA
ACTRT2|ENSG00000169717.7|chr1	0	NA	NA	NA	NA
PRDM16|ENSG00000142611.17|chr1	109.674567665678	-0.214105864954502	0.286226691920849	0.0906127019814824	0.472581738650961
ARHGEF16|ENSG00000130762.15|chr1	4.63081818905237	-0.0264314214843649	0.227256167517911	0.312686454463068	NA
MEGF6|ENSG00000162591.17|chr1	0.471932266574052	-0.00141611191377596	0.226570542275394	0.911371101349688	NA
TPRG1L|ENSG00000158109.15|chr1	205.777019231858	-0.207537820628778	0.207815916876844	0.120320761924653	0.524578910831326
WRAP73|ENSG00000116213.16|chr1	336.25040690864	0.00603673328725309	0.150153151750022	0.961259152766083	0.991829231829316
TP73|ENSG00000078900.15|chr1	136.31569222395	0.0218400664446878	0.194618822825259	0.825375945071559	0.963667766466422
CCDC27|ENSG00000162592.10|chr1	0	NA	NA	NA	NA
SMIM1|ENSG00000235169.11|chr1	1.70382715700196	0.00571468078792387	0.226691338566652	0.734034920864725	NA
LRRC47|ENSG00000130764.10|chr1	618.878003989429	-0.136410840147203	0.127925170047646	0.199639022438909	0.641727562531707
CEP104|ENSG00000116198.14|chr1	36.8319495705614	-0.0512724653980914	0.217257175873942	0.517642941602413	NA
DFFB|ENSG00000169598.17|chr1	122.044620400056	-0.998140013527158	0.326798525156593	0.000121156336344347	0.0043289107855018
C1orf174|ENSG00000198912.12|chr1	214.798010471774	-0.172515366967763	0.192338533683539	0.176316721640138	0.609159526254053
NPHP4|ENSG00000131697.18|chr1	72.2266623217218	0.0850831375765264	0.218195569716882	0.376691376871645	0.784467624818066
KCNAB2|ENSG00000069424.16|chr1	2.02730627470446	0.00739939177676988	0.226646170955401	0.430768547541173	NA
RPL22|ENSG00000116251.11|chr1	493.245928430533	-0.161862855546449	0.138550954801802	0.14867291849189	0.570730120488991
RNF207|ENSG00000158286.13|chr1	6.22640479532819	-0.00533394498073708	0.223590521241753	0.877499297370922	NA
ICMT|ENSG00000116237.16|chr1	690.529526377995	-0.464653005037001	0.138859285142636	0.000135381736585356	0.00477671893918663
HES3|ENSG00000173673.8|chr1	0	NA	NA	NA	NA
GPR153|ENSG00000158292.7|chr1	33.8368757307379	-0.210345419317081	0.347030564143375	0.041930511498315	NA
ACOT7|ENSG00000097021.20|chr1	121.409327601868	0.116303000876071	0.21758436356554	0.293179194513679	0.721595060968523
HES2|ENSG00000069812.11|chr1	1.14635737748774	-0.00766029251543075	0.22673164147315	0.553257804930715	NA
ESPN|ENSG00000187017.18|chr1	0	NA	NA	NA	NA
TNFRSF25|ENSG00000215788.11|chr1	3.77575361886627	-0.0193794512259077	0.227155134111329	0.163429193787075	NA
PLEKHG5|ENSG00000171680.23|chr1	2.13014384937682	0.00925869061751282	0.226548215707463	0.598945171054768	NA
NOL9|ENSG00000162408.11|chr1	746.622187305151	-0.0864090471680608	0.123758479317496	0.40392053503807	0.800655217861044
TAS1R1|ENSG00000173662.21|chr1	0.793551449668042	-0.00412888095451939	0.2267432208083	0.677738730123657	NA
ZBTB48|ENSG00000204859.13|chr1	39.9559541448136	0.0659832690927941	0.222916654072069	0.400101435058791	0.797574421279406
KLHL21|ENSG00000162413.17|chr1	772.879122649804	-0.0399325307402435	0.118227868981277	0.691844028209648	0.924934517031781
PHF13|ENSG00000116273.6|chr1	296.064447818302	-0.0317812922394749	0.154679207595975	0.76971960132529	0.952643318331271
THAP3|ENSG00000041988.16|chr1	182.989998288335	0.213387373740687	0.250231358614971	0.108633821518552	0.511914969737952
DNAJC11|ENSG00000007923.17|chr1	155.778773791199	-0.12220783594606	0.21166773411325	0.285172693323452	0.715296909675057
CAMTA1|ENSG00000171735.20|chr1	159.189786704955	0.00268819674080933	0.176125003090197	0.983178849545474	0.994617317253732
VAMP3|ENSG00000049245.13|chr1	246.92436693373	0.0902493833873435	0.168105484966007	0.442674106473773	0.817280640223544
PER3|ENSG00000049246.15|chr1	11.1735693863008	-0.0462821130392649	0.228262175809848	0.323010434994202	NA
UTS2|ENSG00000049247.14|chr1	0	NA	NA	NA	NA
TNFRSF9|ENSG00000049249.10|chr1	0	NA	NA	NA	NA
PARK7|ENSG00000116288.13|chr1	969.60262391599	-0.140999659252727	0.108704733363725	0.139557763762462	0.557700310974308
ERRFI1|ENSG00000116285.13|chr1	196.854043173114	0.116084958636715	0.18098861140212	0.336202480381618	0.756768368918537
SLC45A1|ENSG00000162426.16|chr1	0.357004531046467	-0.00389806381082842	0.226733310629886	0.731158911333409	NA
RERE|ENSG00000142599.19|chr1	458.870443933021	-0.418964270450302	0.17804278245258	0.00320489047607179	0.0599095199809622
ENO1|ENSG00000074800.16|chr1	3828.81166673249	0.0193895752540353	0.0758685581356471	0.787339462478852	0.956467805384391
CA6|ENSG00000131686.15|chr1	0	NA	NA	NA	NA
SLC2A7|ENSG00000197241.4|chr1	0.790793867050157	0.00344517161556587	0.226728870738631	0.709498558035506	NA
SLC2A5|ENSG00000142583.18|chr1	0	NA	NA	NA	NA
GPR157|ENSG00000180758.12|chr1	113.590394266891	-0.707646837790711	0.380757138907908	0.0033427401374739	0.0618041997470065
H6PD|ENSG00000049239.13|chr1	78.6940198617748	0.0283530858808237	0.200783751275859	0.762694839620641	0.949008627121934
SPSB1|ENSG00000171621.14|chr1	53.4470786203313	0.0123634957777209	0.202884314558145	0.894349461914813	0.977020504496867
SLC25A33|ENSG00000171612.7|chr1	434.096073463519	-0.108681417606084	0.144130844362901	0.333296074583383	0.754833935467403
TMEM201|ENSG00000188807.13|chr1	79.0736788588355	-0.136714515800904	0.240439680983026	0.199696451222341	0.641727562531707
PIK3CD|ENSG00000171608.18|chr1	7.61553472491204	0.0367724064691988	0.227212281767902	0.372736307118959	NA
CLSTN1|ENSG00000171603.18|chr1	219.103338917817	-0.0599183957411774	0.176360665839157	0.594494625175968	0.891259685498746
CTNNBIP1|ENSG00000178585.15|chr1	56.5177460396546	-0.0433712269053894	0.209869023606424	0.615548397192802	0.900574153960218
LZIC|ENSG00000162441.12|chr1	207.802628115713	-0.219501758918475	0.206695992496101	0.10446095560863	0.503157981704824
NMNAT1|ENSG00000173614.14|chr1	60.0105395917853	0.0230351739244857	0.206213886034715	0.790802414632843	0.956467805384391
RBP7|ENSG00000162444.12|chr1	6.56603847455566	-0.0685122924376059	0.240899337773413	0.0149685413667577	NA
UBE4B|ENSG00000130939.20|chr1	116.918771862107	-0.640044616108896	0.433638952883862	0.00638813283933555	0.0971509872870713
KIF1B|ENSG00000054523.20|chr1	90.8429262758846	0.0333208837814834	0.192299979974985	0.750876178028815	0.945075832658888
PGD|ENSG00000142657.21|chr1	225.619423871706	0.117082050565497	0.181729494199612	0.331694210408307	0.753673293051609
CENPS-CORT|ENSG00000251503.8|chr1	10.8978632853595	-0.0027886670318358	0.220962316562814	0.951227876310536	NA
CENPS|ENSG00000175279.22|chr1	189.31154419934	-0.0726262256476541	0.174800795504622	0.529678515853643	0.86173250187294
CORT|ENSG00000241563.4|chr1	10.8978632853595	-0.0027886670318358	0.220962316562814	0.951227876310536	NA
DFFA|ENSG00000160049.12|chr1	775.585111388953	-0.374079710828892	0.129581780452747	0.000915721905469709	0.023713556867026
PEX14|ENSG00000142655.13|chr1	148.631950571442	0.15278028688563	0.212480228221174	0.217992790355535	0.654722225632796
CASZ1|ENSG00000130940.15|chr1	40.0244960268601	-0.0752449690828796	0.225076992426985	0.356814129843658	0.771578664840679
TARDBP|ENSG00000120948.19|chr1	459.313935803189	-0.200240833169044	0.158894764290108	0.098947611561146	0.48942077961436
MASP2|ENSG00000009724.18|chr1	0	NA	NA	NA	NA
SRM|ENSG00000116649.10|chr1	561.455225635831	0.172081042572704	0.142103548221072	0.130514850161074	0.546317227466127
EXOSC10|ENSG00000171824.14|chr1	136.809176732959	0.0582735433593405	0.184400415786373	0.602874601606944	0.896425307534258
MTOR|ENSG00000198793.14|chr1	130.47422718834	-0.133542602048871	0.206075333805288	0.269354824097376	0.705328850684568
ANGPTL7|ENSG00000171819.5|chr1	0	NA	NA	NA	NA
UBIAD1|ENSG00000120942.14|chr1	433.319905255566	0.0810630652245387	0.135934020390403	0.459832068877591	0.826077127307039
DISP3|ENSG00000204624.8|chr1	0.634841159734434	-0.00415439141374462	0.226742389389915	0.684853703840386	NA
FBXO2|ENSG00000116661.11|chr1	0	NA	NA	NA	NA
FBXO44|ENSG00000132879.14|chr1	44.2439142844508	0.00425200178856478	0.207396724197568	0.960945305125918	0.991829231829316
MAD2L2|ENSG00000116670.16|chr1	104.931605869685	0.0783682495884547	0.199017199483478	0.473695899495305	0.832038348252695
FBXO6|ENSG00000116663.11|chr1	7.07695511212466	0.028581282406086	0.226492842249619	0.439802737200928	NA
DRAXIN|ENSG00000162490.7|chr1	4.56367144833166	0.00892982701223096	0.225510211093651	0.764864864042071	NA
AGTRAP|ENSG00000177674.16|chr1	75.5687634144592	-0.0555762573039024	0.209408125502732	0.541522174288412	0.868928033654146
C1orf167|ENSG00000215910.8|chr1	0	NA	NA	NA	NA
MTHFR|ENSG00000177000.13|chr1	146.080150417133	-0.231422875348453	0.245046015752538	0.0967858580273064	0.484960145429131
CLCN6|ENSG00000011021.23|chr1	29.0158425618384	-0.0333600137864883	0.215611565087657	0.651447692150623	NA
NPPA|ENSG00000175206.11|chr1	0	NA	NA	NA	NA
NPPB|ENSG00000120937.9|chr1	3.56516367879842	0.00185420945475225	0.225888817206426	0.91321473262662	NA
KIAA2013|ENSG00000116685.16|chr1	329.389499306528	-0.511455635583315	0.220882969312098	0.00229341957434921	0.0471375654261871
PLOD1|ENSG00000083444.17|chr1	90.2248432833188	-0.0694444759730235	0.19992878931455	0.512903926481526	0.852624744688961
MFN2|ENSG00000116688.18|chr1	447.994450725717	0.0863153139750635	0.1372293921955	0.433696777041053	0.811870478107085
MIIP|ENSG00000116691.11|chr1	40.1877667308408	0.0156810900404595	0.208280477297783	0.849029463624875	0.969076896883062
TNFRSF8|ENSG00000120949.15|chr1	0	NA	NA	NA	NA
TNFRSF1B|ENSG00000028137.19|chr1	0.793551449668042	-0.00412888095451939	0.2267432208083	0.677738730123657	NA
VPS13D|ENSG00000048707.15|chr1	62.9150329927743	-0.152024511978893	0.256585335596151	0.154190936567384	0.581262985429054
DHRS3|ENSG00000162496.9|chr1	62.471470857751	0.0481704213239305	0.204146898499903	0.620076234320548	0.903189922732167
AADACL4|ENSG00000204518.3|chr1	0	NA	NA	NA	NA
AADACL3|ENSG00000188984.12|chr1	0	NA	NA	NA	NA
CFAP107|ENSG00000157330.10|chr1	0	NA	NA	NA	NA
PRAMEF12|ENSG00000116726.5|chr1	0	NA	NA	NA	NA
PRAMEF1|ENSG00000116721.9|chr1	0	NA	NA	NA	NA
PRAMEF11|ENSG00000239810.3|chr1	0	NA	NA	NA	NA
HNRNPCL1|ENSG00000179172.10|chr1	0	NA	NA	NA	NA
PRAMEF2|ENSG00000120952.4|chr1	0	NA	NA	NA	NA
PRAMEF4|ENSG00000243073.4|chr1	0	NA	NA	NA	NA
PRAMEF10|ENSG00000187545.5|chr1	0	NA	NA	NA	NA
PRAMEF7|ENSG00000204510.6|chr1	0	NA	NA	NA	NA
PRAMEF6|ENSG00000232423.6|chr1	0	NA	NA	NA	NA
PRAMEF27|ENSG00000274764.6|chr1	0	NA	NA	NA	NA
HNRNPCL3|ENSG00000277058.3|chr1	0	NA	NA	NA	NA
PRAMEF25|ENSG00000229571.7|chr1	0	NA	NA	NA	NA
HNRNPCL2|ENSG00000275774.3|chr1	0	NA	NA	NA	NA
PRAMEF26|ENSG00000280267.6|chr1	0	NA	NA	NA	NA
HNRNPCL4|ENSG00000179412.11|chr1	0	NA	NA	NA	NA
PRAMEF9|ENSG00000204505.5|chr1	0	NA	NA	NA	NA
PRAMEF13|ENSG00000279169.3|chr1	0	NA	NA	NA	NA
PRAMEF18|ENSG00000279804.3|chr1	0	NA	NA	NA	NA
PRAMEF5|ENSG00000270601.5|chr1	0	NA	NA	NA	NA
PRAMEF8|ENSG00000182330.11|chr1	0	NA	NA	NA	NA
PRAMEF33|ENSG00000237700.2|chr1	0	NA	NA	NA	NA
PRAMEF15|ENSG00000204501.7|chr1	0	NA	NA	NA	NA
PRAMEF14|ENSG00000204481.8|chr1	0.474476320230094	0.00330271574232592	0.226720048988705	0.727524253250672	NA
PRAMEF19|ENSG00000204480.9|chr1	0	NA	NA	NA	NA
PRAMEF17|ENSG00000204479.4|chr1	0	NA	NA	NA	NA
PRAMEF20|ENSG00000204478.11|chr1	0	NA	NA	NA	NA
LRRC38|ENSG00000162494.6|chr1	0	NA	NA	NA	NA
PDPN|ENSG00000162493.17|chr1	90.4232881960312	-0.0754122960934573	0.201346647336212	0.480970706341299	0.835972894355116
KAZN|ENSG00000189337.17|chr1	1.84117203064215	0.0125618182909247	0.226998229904948	0.432246818412221	NA
TMEM51|ENSG00000171729.14|chr1	183.27745920034	0.0306521919046309	0.167799106304548	0.794466224589947	0.958066076591807
FHAD1|ENSG00000142621.21|chr1	0	NA	NA	NA	NA
EFHD2|ENSG00000142634.13|chr1	37.9110627891845	0.0281785263898106	0.211700237652594	0.726254730385803	NA
CTRC|ENSG00000162438.12|chr1	0	NA	NA	NA	NA
CELA2A|ENSG00000142615.8|chr1	0.618046746827341	0.00414774594734008	0.226730987318605	0.72493964808184	NA
CELA2B|ENSG00000215704.10|chr1	0	NA	NA	NA	NA
CASP9|ENSG00000132906.18|chr1	60.8732222637178	0.072558924790712	0.215685810137177	0.435578880841411	0.812440961005522
DNAJC16|ENSG00000116138.13|chr1	230.522619600162	0.0951252514878999	0.171623725540743	0.420055929310763	0.806652467407091
AGMAT|ENSG00000116771.6|chr1	0.158710289933608	-0.00353391614500365	0.226708640637458	0.810923111553366	NA
RSC1A1|ENSG00000215695.2|chr1	42.4899791310668	-0.00241654618647883	0.208368622503616	0.97329451389055	0.993768506252698
PLEKHM2|ENSG00000116786.13|chr1	77.7951856265814	-0.00343383007335931	0.199889169015989	0.968922855448636	0.993289812586899
SLC25A34|ENSG00000162461.8|chr1	1.75864033848196	0.0186765444717365	0.227655945722946	0.184366368762518	NA
TMEM82|ENSG00000162460.7|chr1	0	NA	NA	NA	NA
FBLIM1|ENSG00000162458.13|chr1	82.285790116636	-0.0966267604020662	0.217020573101118	0.347482255224618	0.766212239003403
SPEN|ENSG00000065526.12|chr1	1760.38999684053	0.486702690126518	0.101190213169672	2.24450204889193e-07	1.57078044215015e-05
ZBTB17|ENSG00000116809.12|chr1	66.9609319158211	0.0817937634903126	0.216384475481397	0.400482574312711	0.797574421279406
SRARP|ENSG00000183888.4|chr1	0.790793867050157	0.00344517161556587	0.226728870738631	0.709498558035506	NA
HSPB7|ENSG00000173641.18|chr1	0	NA	NA	NA	NA
CLCNKA|ENSG00000186510.12|chr1	0	NA	NA	NA	NA
CLCNKB|ENSG00000184908.20|chr1	0	NA	NA	NA	NA
FAM131C|ENSG00000185519.9|chr1	2.21414244961615	-0.00788481587426527	0.226767175691254	0.236241625367895	NA
EPHA2|ENSG00000142627.13|chr1	402.981189237119	0.611950503515032	0.187911748460435	0.000113162729255027	0.00413043961780849
ARHGEF19|ENSG00000142632.17|chr1	19.5523139420482	0.101145860057401	0.249681622564855	0.117416729320924	NA
CPLANE2|ENSG00000132881.12|chr1	5.50159909561456	0.026885156012707	0.226824299649136	0.423199124967836	NA
FBXO42|ENSG00000037637.11|chr1	123.965538465814	0.0140112653495548	0.181043604762071	0.899946866349148	0.979150810752116
SZRD1|ENSG00000055070.17|chr1	341.683959816602	0.00736700498925211	0.14552679734669	0.9498580487537	0.991399218519386
SPATA21|ENSG00000187144.11|chr1	0	NA	NA	NA	NA
NECAP2|ENSG00000157191.20|chr1	234.409049954254	0.0303198152129203	0.160078613577058	0.79061511472695	0.956467805384391
NBPF1|ENSG00000219481.11|chr1	0	NA	NA	NA	NA
CROCC|ENSG00000058453.17|chr1	61.8024241272668	-0.0273428567686928	0.201872803975626	0.770571623342654	0.95327984024333
MFAP2|ENSG00000117122.14|chr1	0	NA	NA	NA	NA
ATP13A2|ENSG00000159363.19|chr1	9.98745106057215	0.0272829806709973	0.226219705920322	0.370836925716727	NA
SDHB|ENSG00000117118.10|chr1	307.085387349908	-0.12171259752178	0.16503898687758	0.304221176685254	0.730794658913723
PADI2|ENSG00000117115.13|chr1	3.24872235241614	-0.0122337101336414	0.226783760868261	0.209149937707886	NA
PADI1|ENSG00000142623.11|chr1	0	NA	NA	NA	NA
PADI3|ENSG00000142619.4|chr1	0	NA	NA	NA	NA
PADI4|ENSG00000159339.13|chr1	0	NA	NA	NA	NA
PADI6|ENSG00000276747.1|chr1	0	NA	NA	NA	NA
RCC2|ENSG00000179051.14|chr1	9.72690279929821	0.0430087369090634	0.22757793997684	0.359891919499567	NA
ARHGEF10L|ENSG00000074964.17|chr1	28.4994523081468	0.109528555884592	0.250939163924718	0.132572897015157	NA
ACTL8|ENSG00000117148.8|chr1	8.64143925017785	-0.0131210590558373	0.223640807450321	0.716828544264995	NA
IGSF21|ENSG00000117154.12|chr1	0	NA	NA	NA	NA
KLHDC7A|ENSG00000179023.9|chr1	1.822197439111	0.00698308414302102	0.226728261167127	0.306823813433369	NA
PAX7|ENSG00000009709.12|chr1	1.61869978577818	0.00028289673389234	0.226631854081183	0.949778322016887	NA
ALDH4A1|ENSG00000159423.17|chr1	43.5902892281395	-0.0995893423996868	0.236240646721106	0.237978966232327	0.677667864521824
IFFO2|ENSG00000169991.11|chr1	56.3039548652165	-0.00724914003947794	0.202284632706528	0.934460854565365	0.986491582362843
UBR4|ENSG00000127481.15|chr1	149.658586251394	0.193584481399404	0.226849356131144	0.14208158701844	0.561169253205295
EMC1|ENSG00000127463.16|chr1	117.326242599065	0.252720591548379	0.279852091700348	0.0781743104474043	0.437528130118056
MRTO4|ENSG00000053372.5|chr1	1074.34101908816	0.0587821881722715	0.102516385913072	0.514823591673939	0.853804577809424
AKR7L|ENSG00000211454.16|chr1	4.00075218686174	0.00754058250177516	0.22618071716229	0.581576534002079	NA
AKR7A3|ENSG00000162482.5|chr1	7.38301292780973	-0.00486577457184837	0.224258628635528	0.875488217702312	NA
AKR7A2|ENSG00000053371.13|chr1	150.082742253203	0.0580616423388924	0.178803986484861	0.610579925293114	0.899773429894068
SLC66A1|ENSG00000040487.13|chr1	54.8846252998599	-0.016991157113534	0.204326941679148	0.84629399611177	0.968778709835185
CAPZB|ENSG00000077549.19|chr1	489.195032252523	-0.281781812870041	0.162917397223756	0.0267842804511219	0.24870467997422
MICOS10|ENSG00000173436.15|chr1	202.794347775184	-0.116778218603129	0.192643217505632	0.324053582644049	0.747911075996132
NBL1|ENSG00000158747.15|chr1	32.1665451010026	-0.0295227851646306	0.216855786912293	0.661662354715823	NA
HTR6|ENSG00000158748.4|chr1	0.355217064772197	-0.00669940060807772	0.226779167937217	0.661335237065865	NA
TMCO4|ENSG00000162542.14|chr1	4.39720483543247	0.0331584506929091	0.228649771763393	0.237979465419648	NA
RNF186|ENSG00000178828.7|chr1	0	NA	NA	NA	NA
OTUD3|ENSG00000169914.6|chr1	125.127043406096	-0.094364012868812	0.194489883262906	0.410978663494382	0.802625890573409
PLA2G2E|ENSG00000188784.4|chr1	0	NA	NA	NA	NA
PLA2G2A|ENSG00000188257.12|chr1	0	NA	NA	NA	NA
PLA2G5|ENSG00000127472.11|chr1	0	NA	NA	NA	NA
PLA2G2D|ENSG00000117215.15|chr1	0.357004531046467	-0.00389806381082842	0.226733310629886	0.731158911333409	NA
PLA2G2F|ENSG00000158786.5|chr1	0	NA	NA	NA	NA
PLA2G2C|ENSG00000187980.7|chr1	0	NA	NA	NA	NA
UBXN10|ENSG00000162543.6|chr1	0	NA	NA	NA	NA
VWA5B1|ENSG00000158816.16|chr1	0	NA	NA	NA	NA
CAMK2N1|ENSG00000162545.6|chr1	178.344916477883	-0.0796560227533304	0.182315625359277	0.4862085320702	0.839899875115986
MUL1|ENSG00000090432.7|chr1	240.298174753089	0.111195142757909	0.176428358275905	0.352589743353808	0.768725526961906
FAM43B|ENSG00000183114.8|chr1	3.17011482367079	-0.028458392575011	0.228714754403349	0.0816492081257727	NA
CDA|ENSG00000158825.6|chr1	1.44143328757659	0.00243442282533368	0.22646715757221	0.836122545822342	NA
PINK1|ENSG00000158828.8|chr1	124.322026006832	-0.184361755425854	0.241756596168619	0.146708212726485	0.568502881642055
DDOST|ENSG00000244038.11|chr1	159.873997931177	0.120679564850371	0.193784556906958	0.31649472187045	0.742635178016897
KIF17|ENSG00000117245.13|chr1	6.25122975445593	0.0116040583696647	0.225284450287213	0.632510513260784	NA
SH2D5|ENSG00000189410.12|chr1	26.0258381678483	-0.0255970826520314	0.216782859520621	0.701981671582711	NA
HP1BP3|ENSG00000127483.19|chr1	478.915487294841	-0.0200807198418441	0.139444948853705	0.853483625118473	0.969373610333798
EIF4G3|ENSG00000075151.24|chr1	380.472619519892	-0.0654906990999803	0.146874052186496	0.557498708978493	0.8778491631582
ECE1|ENSG00000117298.16|chr1	117.86942111109	-0.0195249009372383	0.184438072733406	0.853743478989852	0.969373610333798
NBPF3|ENSG00000142794.19|chr1	33.4920081872201	0.0341295095183566	0.216202860611089	0.638531574860088	NA
ALPL|ENSG00000162551.14|chr1	1.924003918334	0.0111383257114438	0.226801132300057	0.457301657804445	NA
