baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACAP3|ENSG00000131584.19|chr1	4.85225899926507	-2.85858711748003	2.52177591108468	-1.13356111655872	0.256978691138548	0.759267421235463
PUSL1|ENSG00000169972.12|chr1	82.0189015215619	0.68223019377354	0.49251059544579	1.3852091712992	0.165988517154269	0.641593165143373
INTS11|ENSG00000127054.22|chr1	29.2204587651467	-0.030664175731563	1.1080447027734	-0.0276741323295094	0.977922055210268	0.993599911865392
CPTP|ENSG00000224051.7|chr1	96.4880008583447	0.25172495673954	0.472305323265954	0.532970822769648	0.594053777841555	0.966751698403629
TAS1R3|ENSG00000169962.5|chr1	0.245631904492999	2.04165941308799	6.2107494542053	0.328729958943293	0.742359807729672	0.973449248026075
DVL1|ENSG00000107404.21|chr1	150.808137782328	-0.583097677266373	0.440664854595335	-1.32322256060523	0.185761375517018	0.670482464756735
MXRA8|ENSG00000162576.17|chr1	3.61989423015084	2.05206787678512	3.41013199771959	0.60175614262362	0.547336472634173	0.948168969139397
AURKAIP1|ENSG00000175756.14|chr1	287.774759510893	0.199881210684922	0.283830969636333	0.704226219362268	0.481291905202195	0.917045172832513
CCNL2|ENSG00000221978.13|chr1	280.831833837071	-0.050445816650878	0.344009634259989	-0.146640708942335	0.883415619907745	0.978704099826965
MRPL20|ENSG00000242485.6|chr1	1202.43781280636	-0.127813489350978	0.161605767413125	-0.790896831201816	0.429004197692334	0.888715522469977
ANKRD65|ENSG00000235098.9|chr1	1.19006825490358	-13.379854503715	5.81096666987869	-2.30251785353886	0.0213059857707357	0.267725286012407
TMEM88B|ENSG00000205116.4|chr1	0	NA	NA	NA	NA	NA
VWA1|ENSG00000179403.12|chr1	8.54651074841241	-3.46092181763061	2.07258466691995	-1.66985787016067	0.0949474874658859	0.516788860492236
ATAD3C|ENSG00000215915.10|chr1	0.143395281549474	0.317814125404671	6.2170735030149	0.0511195702046228	0.95923024161152	0.990587547344355
ATAD3B|ENSG00000160072.20|chr1	46.8244343556518	-0.567801769529362	1.00523806211736	-0.564843086356464	0.572180497787877	0.959102694934195
ATAD3A|ENSG00000197785.14|chr1	79.0216228220048	-0.448518767976496	0.547591463906522	-0.819075529002514	0.412743322596701	0.877853947954989
TMEM240|ENSG00000205090.9|chr1	0.791901810449038	-3.65279200725768	6.10794610845026	-0.598039331454496	0.549813689552085	0.948621957437241
SSU72|ENSG00000160075.12|chr1	199.891374147156	-0.042075698844342	0.28944319559798	-0.14536772494311	0.884420545715587	0.978787463869893
FNDC10|ENSG00000228594.4|chr1	10.1013416218489	-2.10376639708289	1.90319227346214	-1.10538826077508	0.268991388273851	0.769386292461715
MIB2|ENSG00000197530.13|chr1	1.11313500194726	-5.98859307117541	4.93261103381885	-1.21408175712955	0.224716505556718	0.722267846261214
MMP23B|ENSG00000189409.14|chr1	0	NA	NA	NA	NA	NA
CDK11B|ENSG00000248333.9|chr1	0.209547406185263	-1.41974925233264	6.21135922470513	-0.228573038681407	0.819200781844028	0.973449248026075
SLC35E2B|ENSG00000189339.12|chr1	57.1100146778011	0.965888463750812	0.896604801257	1.07727335655205	0.281358161596073	0.782258340349424
CDK11A|ENSG00000008128.23|chr1	0	NA	NA	NA	NA	NA
NADK|ENSG00000008130.15|chr1	60.9084398226186	-0.0598086996920413	0.581699442279178	-0.102817185895353	0.918108065181258	0.984286936564193
CALML6|ENSG00000169885.10|chr1	0	NA	NA	NA	NA	NA
TMEM52|ENSG00000178821.13|chr1	2.18323381690857	-2.06443905151508	3.77124416182805	-0.547415909160964	0.584093027856056	0.963033771495991
CFAP74|ENSG00000142609.20|chr1	0	NA	NA	NA	NA	NA
GABRD|ENSG00000187730.9|chr1	4.43480531606487	-0.15456271051493	5.91250062536098	-0.0261416818887005	0.979144331071989	0.993599911865392
PRKCZ|ENSG00000067606.17|chr1	88.8653663072563	-1.10489979270846	0.524466917811861	-2.10671017595969	0.0351427095997128	0.338727007874459
FAAP20|ENSG00000162585.17|chr1	11.0215111727767	-3.0809433201606	1.53947647388217	-2.00129288912824	0.0453608356109734	0.383037688068126
SKI|ENSG00000157933.10|chr1	803.184605615422	-0.497740735319263	0.226213240852479	-2.20031653957806	0.0277844446200635	0.306867257477185
MORN1|ENSG00000116151.14|chr1	0.545149754644086	0.506146077535103	6.16542652866637	0.0820942517410205	0.934571764142552	0.987424904010641
RER1|ENSG00000157916.20|chr1	357.180402597433	-0.386441914082868	0.218447613526617	-1.76903701461486	0.0768876977372121	0.477606501240409
PEX10|ENSG00000157911.11|chr1	139.380720354409	-1.24795850454658	0.455972539093982	-2.73691592705622	0.00620181404958507	0.139479412016163
PLCH2|ENSG00000149527.18|chr1	0	NA	NA	NA	NA	NA
PANK4|ENSG00000157881.16|chr1	0.139698270790175	-1.12354170482134	6.21777659076748	-0.180698307251767	0.856604387532922	0.97395246596503
HES5|ENSG00000197921.6|chr1	0	NA	NA	NA	NA	NA
TNFRSF14|ENSG00000157873.18|chr1	0	NA	NA	NA	NA	NA
PRXL2B|ENSG00000157870.17|chr1	0.259710341180449	-1.4899471353498	6.20959309913476	-0.239942796824708	0.810374602711154	0.973449248026075
MMEL1|ENSG00000142606.16|chr1	0	NA	NA	NA	NA	NA
TTC34|ENSG00000215912.13|chr1	0	NA	NA	NA	NA	NA
ACTRT2|ENSG00000169717.7|chr1	0	NA	NA	NA	NA	NA
PRDM16|ENSG00000142611.17|chr1	78.4087213154315	-0.259388932478748	0.616671185680021	-0.420627618903115	0.674027022634572	0.973449248026075
ARHGEF16|ENSG00000130762.15|chr1	5.71301446654841	-0.0723027504802795	2.1871854280112	-0.0330574397370708	0.973628782354392	0.993009554344684
MEGF6|ENSG00000162591.17|chr1	0.216941427703861	0.796527582940563	6.20203245887262	0.128430089365471	0.897808620453069	0.982874435384578
TPRG1L|ENSG00000158109.15|chr1	199.451276549474	-0.298461779018588	0.2872481014189	-1.03903830014645	0.298786924095926	0.798772776737676
WRAP73|ENSG00000116213.16|chr1	330.933284965508	-0.213175780649468	0.257533275129231	-0.827760143004805	0.407806350913224	0.8756881607998
TP73|ENSG00000078900.15|chr1	110.639106722866	-0.221909434542308	0.511954385187996	-0.433455481509003	0.664683901455162	0.973449248026075
CCDC27|ENSG00000162592.10|chr1	0	NA	NA	NA	NA	NA
SMIM1|ENSG00000235169.11|chr1	0.858607613832079	-1.60372588183342	6.12366068882551	-0.261890062713617	0.793406201120439	0.973449248026075
LRRC47|ENSG00000130764.10|chr1	623.143965380257	0.0841597693792572	0.201829937144365	0.416983578204553	0.676690419364768	0.973449248026075
CEP104|ENSG00000116198.14|chr1	30.2514965699288	-1.5677787427031	1.10486239177522	-1.41898100104946	0.155904555126627	0.625494071046611
DFFB|ENSG00000169598.17|chr1	99.2310775664131	0.712208720221686	0.456359670501856	1.56063027970564	0.118611010108868	0.571784797751413
C1orf174|ENSG00000198912.12|chr1	253.663436103031	-0.0778156461864959	0.330200428284436	-0.2356618572265	0.813695069829597	0.973449248026075
NPHP4|ENSG00000131697.18|chr1	42.4471856289055	0.139113664721413	1.10610318855621	0.125769156224021	0.899914657629902	0.983240088891929
KCNAB2|ENSG00000069424.16|chr1	5.20936352365455	-2.76206942745833	2.8641982134243	-0.964342975466119	0.334874001577009	0.833385051133306
RPL22|ENSG00000116251.11|chr1	601.29503023228	0.235932758058872	0.163183038541525	1.44581667413207	0.148228628050876	0.615922971464361
RNF207|ENSG00000158286.13|chr1	3.92907268894887	-3.35169956930339	2.85363330226452	-1.17453758569597	0.240179766350361	0.741801902013508
ICMT|ENSG00000116237.16|chr1	606.395735894721	0.246597004904444	0.227320544730609	1.08479858341304	0.278010873083439	0.779792177249267
HES3|ENSG00000173673.8|chr1	0	NA	NA	NA	NA	NA
GPR153|ENSG00000158292.7|chr1	23.5312824885752	-2.41638764893324	1.39108419791622	-1.73705348141606	0.0823777312857456	0.489485691301484
ACOT7|ENSG00000097021.20|chr1	156.241984262522	-0.487103537224007	0.394054302727585	-1.23613302494694	0.216409120932044	0.714417843695963
HES2|ENSG00000069812.11|chr1	0.529974896608069	2.45841657503873	6.15476804138084	0.399432855716067	0.689574288752595	0.973449248026075
ESPN|ENSG00000187017.18|chr1	0.334999126339182	2.11506358345472	6.21100241114833	0.340534980256701	0.733453684690522	0.973449248026075
TNFRSF25|ENSG00000215788.11|chr1	3.07294263152598	-3.76262829780728	3.38228143414759	-1.11245275446913	0.265943533078835	0.767611367323732
PLEKHG5|ENSG00000171680.23|chr1	3.24495118006499	-3.66464855155179	3.08605790861621	-1.187485348645	0.235036232359103	0.736639450440937
NOL9|ENSG00000162408.11|chr1	530.651922603407	0.0795509361223093	0.255935279011838	0.310824425727685	0.755934099755476	0.973449248026075
TAS1R1|ENSG00000173662.21|chr1	0.367730730771933	2.55086069181866	6.19294343319771	0.411897947936129	0.680414224942608	0.973449248026075
ZBTB48|ENSG00000204859.13|chr1	40.0855507503911	0.71473386120571	0.860970280867803	0.830149282836226	0.40645438601706	0.875682394408237
KLHL21|ENSG00000162413.17|chr1	560.99071743774	-0.122812115311921	0.229575224303104	-0.534953698443411	0.59268187483222	0.966287426536593
PHF13|ENSG00000116273.6|chr1	243.479984389355	-0.626929992462192	0.272208866951274	-2.30312112711014	0.021272028917792	0.267725286012407
THAP3|ENSG00000041988.16|chr1	210.368531290201	0.186213503281146	0.385727971421703	0.482758620264968	0.629267135155662	0.973449248026075
DNAJC11|ENSG00000007923.17|chr1	143.918403347412	0.220235182895368	0.531232693330771	0.414573849953619	0.678453894656884	0.973449248026075
CAMTA1|ENSG00000171735.20|chr1	103.315818220894	0.186944978399219	0.563262649805702	0.331896635545968	0.739967310980543	0.973449248026075
VAMP3|ENSG00000049245.13|chr1	205.014066974531	-1.18916672584233	0.320521062738465	-3.7101047765234	0.000207173487639091	0.0188235870873171
PER3|ENSG00000049246.15|chr1	5.77495540044678	-1.9392677771206	2.49198745576195	-0.778201259655881	0.436450374335571	0.893743954480892
UTS2|ENSG00000049247.14|chr1	0	NA	NA	NA	NA	NA
TNFRSF9|ENSG00000049249.10|chr1	0.0865701137268165	-0.636296686049397	6.23277661019478	-0.102088800199998	0.918686190712287	NA
PARK7|ENSG00000116288.13|chr1	1234.2399564862	-0.174161460542166	0.144021642291022	-1.20927284102372	0.226558041318832	0.723270785896242
ERRFI1|ENSG00000116285.13|chr1	174.469105072896	-0.245177880453837	0.332440926886203	-0.737508112344313	0.460813411725786	0.908160094477263
SLC45A1|ENSG00000162426.16|chr1	0.165941176595435	1.80445708978486	6.21880993237645	0.290161157746674	0.771692950111212	0.973449248026075
RERE|ENSG00000142599.19|chr1	386.995249499175	0.0767814017775438	0.315177208664737	0.243613432909162	0.807530223735756	0.973449248026075
ENO1|ENSG00000074800.16|chr1	4148.80058357496	0.0150016426695269	0.108467070590046	0.138305963163936	0.889998612881253	0.981137201300219
CA6|ENSG00000131686.15|chr1	0	NA	NA	NA	NA	NA
SLC2A7|ENSG00000197241.4|chr1	0.360213245531026	-1.97743842014998	6.18803498836039	-0.319558377395977	0.749303131094726	0.973449248026075
SLC2A5|ENSG00000142583.18|chr1	0	NA	NA	NA	NA	NA
GPR157|ENSG00000180758.12|chr1	71.573634672408	-1.61624278428365	0.62961148726336	-2.56704780166692	0.0102568471843004	0.181449181523552
H6PD|ENSG00000049239.13|chr1	59.3758800124651	1.15886780768012	0.763519295600229	1.5177976697617	0.12906541273199	0.588123311905001
SPSB1|ENSG00000171621.14|chr1	40.0558319859722	-1.59407847522903	1.01075182943706	-1.57712153349932	0.114767563305789	0.562309747348129
SLC25A33|ENSG00000171612.7|chr1	362.041014013952	-0.470840469642408	0.232508258454722	-2.02504836934254	0.0428623977382337	0.372330745185942
TMEM201|ENSG00000188807.13|chr1	72.7047461772191	-0.048662643974648	0.645312824344358	-0.0754093861749759	0.939888991387862	0.987724538351935
PIK3CD|ENSG00000171608.18|chr1	6.25216993114225	-1.7710381272393	2.09429207669296	-0.845650015558433	0.397748015083779	0.870400891335523
CLSTN1|ENSG00000171603.18|chr1	197.40634718018	-0.442063906981766	0.401583627258255	-1.10080161883064	0.270983007059339	0.771136418369066
CTNNBIP1|ENSG00000178585.15|chr1	57.1670795714757	0.551007579308132	0.797260626632601	0.691126039467708	0.489486337610452	0.919874370576158
LZIC|ENSG00000162441.12|chr1	164.658395469627	-0.0753708216214375	0.334044280449407	-0.22563122924912	0.821488249688322	0.973449248026075
NMNAT1|ENSG00000173614.14|chr1	51.0687065724288	0.712704805098196	0.787985974963683	0.904463820096599	0.365749510542213	0.854439506201546
RBP7|ENSG00000162444.12|chr1	11.0095189086691	1.4444061885406	1.78779420505022	0.807926429373351	0.419132935691206	0.881999823750372
UBE4B|ENSG00000130939.20|chr1	84.7784679101929	1.47418426362908	0.585325488533709	2.51857179041023	0.0117831860016061	0.19875376487115
KIF1B|ENSG00000054523.20|chr1	55.3149034246423	-1.78512630454925	0.786734703705971	-2.26903210973189	0.0232663732905357	0.279092425559156
PGD|ENSG00000142657.21|chr1	257.176346353228	-0.160096145343909	0.267526770074201	-0.598430375021928	0.549552803128774	0.948621957437241
CENPS-CORT|ENSG00000251503.8|chr1	8.1286361648465	-5.39844835309058	2.2156389204353	-2.43651991454905	0.0148293528770315	0.221836275089622
CENPS|ENSG00000175279.22|chr1	223.612340627443	0.271666400821645	0.304692445490285	0.891608587093463	0.372602765867085	0.85820018769236
CORT|ENSG00000241563.4|chr1	8.1286361648465	-5.39844835309058	2.2156389204353	-2.43651991454905	0.0148293528770315	0.221836275089622
DFFA|ENSG00000160049.12|chr1	633.830031437651	0.117204086798269	0.207319767130324	0.565330013729916	0.571849317727149	0.959102694934195
PEX14|ENSG00000142655.13|chr1	154.452926656265	0.00406167179232454	0.370041557140435	0.0109762585146162	0.991242388646443	0.997866799021805
CASZ1|ENSG00000130940.15|chr1	26.8094970794178	2.03973192397968	0.910717493613519	2.23969775290742	0.0251105515573136	0.290026870486973
TARDBP|ENSG00000120948.19|chr1	378.048362515756	-0.0537735151004857	0.248630352283581	-0.216278964360526	0.828770305044832	0.97395246596503
MASP2|ENSG00000009724.18|chr1	0	NA	NA	NA	NA	NA
SRM|ENSG00000116649.10|chr1	722.291084996848	-0.684135832249757	0.193342253573396	-3.5384703529901	0.000402452471923105	0.028792732020083
EXOSC10|ENSG00000171824.14|chr1	111.031466896846	-0.754061106444983	0.61191866141237	-1.23228976986015	0.217840859902947	0.715356765132738
MTOR|ENSG00000198793.14|chr1	74.4331404191639	0.423977980322936	0.547549654010218	0.774318780438905	0.438742300333953	0.895152516654407
ANGPTL7|ENSG00000171819.5|chr1	0	NA	NA	NA	NA	NA
UBIAD1|ENSG00000120942.14|chr1	413.555565541446	-0.302603444192909	0.254630057180251	-1.18840425809863	0.234674179643537	0.736104578679348
DISP3|ENSG00000204624.8|chr1	0.294184584617547	2.30243371689724	6.20368958200939	0.371139414127726	0.710533695877273	0.973449248026075
FBXO2|ENSG00000116661.11|chr1	0	NA	NA	NA	NA	NA
FBXO44|ENSG00000132879.14|chr1	34.8229883251422	-1.36517663834223	0.807133153043238	-1.69138962164412	0.0907624131488102	0.507675975014725
MAD2L2|ENSG00000116670.16|chr1	138.953677681948	-0.98989718390961	0.507124657170979	-1.9519799913335	0.050940580192611	0.401543763704508
FBXO6|ENSG00000116663.11|chr1	8.42462444543715	-3.17167170548022	1.90425471389687	-1.66557114567395	0.0957988621926584	0.518729715067041
DRAXIN|ENSG00000162490.7|chr1	3.08461706562944	-2.03643175534497	3.12454702383984	-0.651752634800273	0.514560761606117	0.93235649895384
AGTRAP|ENSG00000177674.16|chr1	89.7027955446868	0.0578275276938081	0.574788526864504	0.10060661441741	0.919862745805629	0.984286936564193
C1orf167|ENSG00000215910.8|chr1	0	NA	NA	NA	NA	NA
MTHFR|ENSG00000177000.13|chr1	119.681861697984	-0.689630000314714	0.428309738693335	-1.61011982220764	0.107371700489242	0.545625990293766
CLCN6|ENSG00000011021.23|chr1	16.6051000626001	2.60898281060639	1.48174247828858	1.76075320025904	0.0782801840414163	0.479231462864856
NPPA|ENSG00000175206.11|chr1	0	NA	NA	NA	NA	NA
NPPB|ENSG00000120937.9|chr1	1.84306316290738	-2.49035593397565	4.1416262140884	-0.601299056275119	0.54764081803239	0.948385858826358
KIAA2013|ENSG00000116685.16|chr1	344.676645273495	-0.0220355109457186	0.297966718396387	-0.0739529269050936	0.941047841527471	0.987724538351935
PLOD1|ENSG00000083444.17|chr1	75.9511599902505	-0.142670132793678	0.601448733578064	-0.237210795914263	0.812493261380156	0.973449248026075
MFN2|ENSG00000116688.18|chr1	326.10992450681	-0.510743775655701	0.257008062551077	-1.98726752221712	0.0468927587373939	0.390391814079912
MIIP|ENSG00000116691.11|chr1	38.9908799076212	-0.288494652935103	0.778551731966946	-0.370552965319652	0.710970519964343	0.973449248026075
TNFRSF8|ENSG00000120949.15|chr1	0	NA	NA	NA	NA	NA
TNFRSF1B|ENSG00000028137.19|chr1	0.367730730771933	2.55086069181866	6.19294343319771	0.411897947936129	0.680414224942608	0.973449248026075
VPS13D|ENSG00000048707.15|chr1	45.0477797837369	0.683449048164575	1.11304327999336	0.614036363589248	0.53919129806027	0.94467646243263
DHRS3|ENSG00000162496.9|chr1	73.5707436527163	0.00629124844347242	0.594325815789363	0.0105855210666166	0.991554133904321	0.997924331042829
AADACL4|ENSG00000204518.3|chr1	0	NA	NA	NA	NA	NA
AADACL3|ENSG00000188984.12|chr1	0	NA	NA	NA	NA	NA
CFAP107|ENSG00000157330.10|chr1	0	NA	NA	NA	NA	NA
PRAMEF12|ENSG00000116726.5|chr1	0	NA	NA	NA	NA	NA
PRAMEF1|ENSG00000116721.9|chr1	0	NA	NA	NA	NA	NA
PRAMEF11|ENSG00000239810.3|chr1	0	NA	NA	NA	NA	NA
HNRNPCL1|ENSG00000179172.10|chr1	0	NA	NA	NA	NA	NA
PRAMEF2|ENSG00000120952.4|chr1	0	NA	NA	NA	NA	NA
PRAMEF4|ENSG00000243073.4|chr1	0	NA	NA	NA	NA	NA
PRAMEF10|ENSG00000187545.5|chr1	0	NA	NA	NA	NA	NA
PRAMEF7|ENSG00000204510.6|chr1	0	NA	NA	NA	NA	NA
PRAMEF6|ENSG00000232423.6|chr1	0	NA	NA	NA	NA	NA
PRAMEF27|ENSG00000274764.6|chr1	0	NA	NA	NA	NA	NA
HNRNPCL3|ENSG00000277058.3|chr1	0	NA	NA	NA	NA	NA
PRAMEF25|ENSG00000229571.7|chr1	0	NA	NA	NA	NA	NA
HNRNPCL2|ENSG00000275774.3|chr1	0	NA	NA	NA	NA	NA
PRAMEF26|ENSG00000280267.6|chr1	0	NA	NA	NA	NA	NA
HNRNPCL4|ENSG00000179412.11|chr1	0	NA	NA	NA	NA	NA
PRAMEF9|ENSG00000204505.5|chr1	0	NA	NA	NA	NA	NA
PRAMEF13|ENSG00000279169.3|chr1	0	NA	NA	NA	NA	NA
PRAMEF18|ENSG00000279804.3|chr1	0	NA	NA	NA	NA	NA
PRAMEF5|ENSG00000270601.5|chr1	0	NA	NA	NA	NA	NA
PRAMEF8|ENSG00000182330.11|chr1	0	NA	NA	NA	NA	NA
PRAMEF33|ENSG00000237700.2|chr1	0	NA	NA	NA	NA	NA
PRAMEF15|ENSG00000204501.7|chr1	0	NA	NA	NA	NA	NA
PRAMEF14|ENSG00000204481.8|chr1	0.216127947318616	-1.42758012967744	6.21152441659453	-0.229827661284491	0.818225689404119	0.973449248026075
PRAMEF19|ENSG00000204480.9|chr1	0	NA	NA	NA	NA	NA
PRAMEF17|ENSG00000204479.4|chr1	0	NA	NA	NA	NA	NA
PRAMEF20|ENSG00000204478.11|chr1	0	NA	NA	NA	NA	NA
LRRC38|ENSG00000162494.6|chr1	0	NA	NA	NA	NA	NA
PDPN|ENSG00000162493.17|chr1	84.4579500211513	-0.991833287260624	0.578536291792514	-1.71438387069473	0.0864582487960271	0.498030208301375
KAZN|ENSG00000189337.17|chr1	0.918685751785501	-1.13397412682074	5.68581726321613	-0.199439073456842	0.841919298160249	0.97395246596503
TMEM51|ENSG00000171729.14|chr1	207.912708081896	0.537739596548134	0.301766091942264	1.78197488354993	0.0747533276564972	0.471628603485108
FHAD1|ENSG00000142621.21|chr1	0	NA	NA	NA	NA	NA
EFHD2|ENSG00000142634.13|chr1	39.0408035019057	-1.70450857458203	0.883370752328503	-1.92955061064572	0.0536625434263054	0.411111188508778
CTRC|ENSG00000162438.12|chr1	0	NA	NA	NA	NA	NA
CELA2A|ENSG00000142615.8|chr1	0.27939654158035	-1.66474929188142	6.20419593418636	-0.268326356798037	0.788448120060008	0.973449248026075
CELA2B|ENSG00000215704.10|chr1	0	NA	NA	NA	NA	NA
CASP9|ENSG00000132906.18|chr1	72.9424327244057	0.204118947766778	0.612476277045936	0.333268332858987	0.738931741072606	0.973449248026075
DNAJC16|ENSG00000116138.13|chr1	154.800528397432	-0.820479322417431	0.47049302932369	-1.74387136743945	0.0811815223823304	0.485699283822994
AGMAT|ENSG00000116771.6|chr1	0.0735461461543867	1.27996277848709	6.23212516502956	0.205381430024765	0.837274127721141	NA
RSC1A1|ENSG00000215695.2|chr1	30.4626513206895	-0.000644653116329383	1.15572971777663	-0.000557788820702431	0.999554948934851	0.999718733760421
PLEKHM2|ENSG00000116786.13|chr1	65.7136682450138	-0.966447698052601	0.927728943891647	-1.04173498565059	0.297534563913677	0.797306050251574
SLC25A34|ENSG00000162461.8|chr1	0.800114830991913	-3.75485789912849	6.13909630340199	-0.611630395347883	0.540782323181712	0.945883249825918
TMEM82|ENSG00000162460.7|chr1	0	NA	NA	NA	NA	NA
FBLIM1|ENSG00000162458.13|chr1	84.2658264683543	0.529082622174351	0.537514060718176	0.984314013046358	0.32496114161169	0.826113357447134
SPEN|ENSG00000065526.12|chr1	1302.98973497228	0.254699511897595	0.149928658055096	1.69880471953533	0.0893559840928051	0.50490942381966
ZBTB17|ENSG00000116809.12|chr1	75.0906114608484	-0.520773357518663	0.576710522955884	-0.903006511567503	0.36652243904129	0.85491563548759
SRARP|ENSG00000183888.4|chr1	0.780963165758288	-2.86993898449167	6.13456610310193	-0.467830802742593	0.63990559102904	0.973449248026075
HSPB7|ENSG00000173641.18|chr1	0	NA	NA	NA	NA	NA
CLCNKA|ENSG00000186510.12|chr1	0	NA	NA	NA	NA	NA
CLCNKB|ENSG00000184908.20|chr1	0	NA	NA	NA	NA	NA
FAM131C|ENSG00000185519.9|chr1	2.98605567551396	-0.998486473370682	3.60844755877302	-0.276708046080126	0.782004293150932	0.973449248026075
EPHA2|ENSG00000142627.13|chr1	354.594943352311	-0.232070795612383	0.359160657926511	-0.646147595764422	0.518183773825087	0.934304045102323
ARHGEF19|ENSG00000142632.17|chr1	21.0324804427517	-1.68585820682585	0.992114551771824	-1.69925761477348	0.0892706549500393	0.50490942381966
CPLANE2|ENSG00000132881.12|chr1	7.66896255104284	-0.465357522821842	2.45464865842548	-0.189582130715336	0.849636590881902	0.97395246596503
FBXO42|ENSG00000037637.11|chr1	89.6323530535882	-0.316754548228299	0.753460329747256	-0.420399768537983	0.674193437170929	0.973449248026075
SZRD1|ENSG00000055070.17|chr1	308.271745559955	0.184576882426873	0.25172743298345	0.7332410307422	0.463411434142718	0.90974501721458
SPATA21|ENSG00000187144.11|chr1	0	NA	NA	NA	NA	NA
NECAP2|ENSG00000157191.20|chr1	231.87095031103	0.340373550672094	0.264678466512082	1.28598882696246	0.198446961073839	0.689957559304938
NBPF1|ENSG00000219481.11|chr1	0.0814121685089258	1.26146752032473	6.23040444800759	0.202469603835772	0.839549618921278	NA
CROCC|ENSG00000058453.17|chr1	45.6118451840705	-1.39787042542376	0.954273411566585	-1.46485316312958	0.142960983668477	0.607740251533897
MFAP2|ENSG00000117122.14|chr1	0	NA	NA	NA	NA	NA
ATP13A2|ENSG00000159363.19|chr1	11.4618515065025	-3.88029615904316	1.89370410904227	-2.04905092644363	0.0404571353804875	0.361258760090145
SDHB|ENSG00000117118.10|chr1	333.551525944717	-0.239219987428288	0.269812127882448	-0.886616881552898	0.375285201890875	0.858968168801743
PADI2|ENSG00000117115.13|chr1	1.49299953210946	1.71416218313307	4.84148659615316	0.354056992431843	0.723296172127083	0.973449248026075
PADI1|ENSG00000142623.11|chr1	0	NA	NA	NA	NA	NA
PADI3|ENSG00000142619.4|chr1	0	NA	NA	NA	NA	NA
PADI4|ENSG00000159339.13|chr1	0	NA	NA	NA	NA	NA
PADI6|ENSG00000276747.1|chr1	0	NA	NA	NA	NA	NA
RCC2|ENSG00000179051.14|chr1	12.4864536116831	-2.2707697737438	1.41889960420567	-1.60037381574648	0.109515680286677	0.55034887546401
ARHGEF10L|ENSG00000074964.17|chr1	20.6351509004386	-4.29658246400434	1.31041864867195	-3.27878611034628	0.00104254621799294	0.0507459371608062
ACTL8|ENSG00000117148.8|chr1	13.963410074287	0.978984503201005	1.57185081187386	0.622822786873727	0.533400982374552	0.942061820283905
IGSF21|ENSG00000117154.12|chr1	0.350624933522718	-1.77587043360139	6.20078253884415	-0.2863945675367	0.77457593501083	0.973449248026075
KLHDC7A|ENSG00000179023.9|chr1	1.75821892922508	-6.49765901287857	4.27026404719733	-1.52160591032846	0.128107855739678	0.58741969034281
PAX7|ENSG00000009709.12|chr1	0.961757937762988	4.53145296345258	5.71854278690155	0.792413929966909	0.428119359695775	0.888508536358254
ALDH4A1|ENSG00000159423.17|chr1	40.1612932047385	1.82757170668924	0.919631059041082	1.98728793326629	0.0468904980958448	0.390391814079912
