baseMean	log2FoldChange	lfcSE	pvalue	padj
ABCA1	1.4804356112578	-0.0090451718117064	0.232701145993702	0.356189635445891	NA
ABCA10	1.08746984767978	0.000473682700760823	0.232417106118959	0.944545689889788	NA
ABCA12	1.57104165865626	0.00879275205760726	0.232627611119187	0.449608987753378	NA
ABCA13	0.932758179048943	0.00738203866551128	0.232600034097141	0.498578798719613	NA
ABCA2	5.17466765941352	-0.0438367639617039	0.236760417556488	0.117061434921078	NA
ABCA3	56.9635207550993	-0.0211056260818484	0.205060376410343	0.821024011526746	0.932206497772684
ABCA4	0	NA	NA	NA	NA
ABCA5	50.4179753485879	0.0999347253960935	0.222895839158189	0.34876066888396	0.65189410274416
ABCA6	0	NA	NA	NA	NA
ABCA7	4.41219539320703	0.0617367775453545	0.243994037318804	0.0138762502969871	NA
ABCA8	0	NA	NA	NA	NA
ABCA9	0	NA	NA	NA	NA
ABCB1	34.9476687208666	-0.153308622492989	0.264486559188679	0.154114984977846	0.445545288727541
ABCB10	154.991817709813	-0.106885708248257	0.18267950834626	0.37850759318712	0.678847411745867
ABCB11	0	NA	NA	NA	NA
ABCB4	7.60826729837413	0.0869897111292244	0.253642654201242	0.033813545860767	NA
ABCB5	0.934643473222399	0.00603079169849609	0.23236769526762	0.697988827866361	NA
ABCB6	20.1154676210669	0.0436860976014093	0.224283554307125	0.552733402050645	NA
ABCB7	244.301679280575	0.326205570027294	0.184270550357051	0.0197271016979114	0.134998239303078
ABCB8	32.0655875990944	-0.062832275174839	0.219111372438551	0.499122918193018	0.765196006470587
ABCB9	60.0402554269635	-0.00761720540954511	0.196486661234457	0.939781321693673	0.980132070398567
ABCC1	3.2923526752898	0.00651733725073106	0.2317561677018	0.787012311608655	NA
ABCC10	25.2008006981715	0.0215874079918498	0.219030771725191	0.774529535149321	NA
ABCC11	1.29983345504865	0.000611271780074167	0.232423833718407	0.963749316164485	NA
ABCC12	0.832801474773491	0.00367698657079324	0.232490557802433	0.720788923328094	NA
ABCC2	13.7508885696218	-0.102974702507618	0.261753611900448	0.0194354468405639	NA
ABCC3	1.10863770740747	0.0101716244044865	0.232730956151773	0.386513491732472	NA
ABCC4	445.226990120972	-0.0860460926853985	0.120687502782791	0.406807340177763	0.702287857091914
ABCC5	272.106629631145	-0.020360986705746	0.141958974326305	0.853921733831705	0.94515779823635
ABCC6	0	NA	NA	NA	NA
ABCC8	13.3967938587573	-0.0435699730461487	0.233527860638645	0.27172619457804	NA
ABCC9	0.724919277423246	-0.00696966481652862	0.232579337529776	0.550189787018934	NA
ABCD1	5.71409482586929	0.0196211116973065	0.231516984511467	0.464913337232177	NA
ABCD2	1.44848635372883	-0.0141252743175454	0.233013739687056	0.258841793829661	NA
ABCD3	281.924826211163	0.0635574761257644	0.158252736088207	0.585577657103017	0.818867492940844
ABCD4	124.272521663797	0.148403054200466	0.208640658479843	0.239679946983111	0.553039149415313
ABCE1	613.983542313186	0.0995799303669439	0.107965133432988	0.297789608710654	0.606974379691441
ABCF1	0	NA	NA	NA	NA
ABCF2	419.490193753301	-0.0350221786042025	0.119827043990323	0.730594829146749	0.891838028485297
ABCF2-H2BE1	3.59377097181247	-0.0211586205177668	0.233677225312128	0.169684810914345	NA
ABCF3	32.2701614069186	0.114239022481752	0.256044972337888	0.130869405612182	0.40793073841494
ABCG1	6.80830017741458	-0.0338211606210774	0.232908483068112	0.320844829653567	NA
ABCG2	8.76251200115228	0.0512663618508316	0.236381888593411	0.223726932194979	NA
ABCG4	1.70364164841272	-0.0103637944266319	0.232759687569614	0.333066210731606	NA
ABCG5	0	NA	NA	NA	NA
ABCG8	0.151148938545401	-0.00367355170039057	0.232464899460479	0.808409194734354	NA
ABHD1	2.27913364408262	0.00544855226801461	0.232380220510108	0.495207579136968	NA
ABHD10	380.590442504758	0.245019383701383	0.140095613282241	0.034269008856242	0.191600804381938
ABHD11	48.3532871572557	0.032590754604141	0.207665742891448	0.735090662320626	0.894781188463732
ABHD12	113.35839421335	0.0130308077547378	0.173262361185508	0.911864755896355	0.968903157402499
ABHD12B	0	NA	NA	NA	NA
ABHD13	196.659545651326	0.222887372422657	0.185607137239931	0.0940772724878189	0.342815610740953
ABHD14A	5.58625336325045	0.0117129986386455	0.229937352544466	0.734523270306245	NA
ABHD14A-ACY1	27.2582872666974	0.0375605484039412	0.219619829388577	0.635457334462708	NA
ABHD14B	9.05379398530845	-0.0143074479404003	0.227337778234833	0.765469009351881	NA
ABHD15	64.020815684004	-0.301345622135479	0.354472940146186	0.0492269731603345	0.237141754629469
ABHD16A	1.97051624880383	0.00327032010814823	0.232085878530101	0.75690868393861	NA
ABHD16B	0	NA	NA	NA	NA
ABHD17A	10.2084939250218	0.0253304732927602	0.230805987667059	0.457658579310826	NA
ABHD17B	254.040828075205	-0.0711186009830496	0.151262073285934	0.535743007655556	0.789433487119138
ABHD17C	166.867218323969	-0.0309446396264571	0.169837786951571	0.787482614478828	0.919967774594388
ABHD18	191.996814012989	-0.0957859392869532	0.172538300665083	0.423918140585334	0.7152655172058
ABHD2	210.089312686196	-0.231456496434947	0.190353489861112	0.0860060755579325	0.327360625092381
ABHD3	175.043447927527	-0.156643470810908	0.179351403263362	0.215091847783941	0.521746319344467
ABHD4	54.2169667646218	0.250992054152301	0.346008563081741	0.0584966022074868	0.262086696972313
ABHD5	322.476634040865	0.0428981512610394	0.134344452561472	0.69528455074635	0.877230695645789
ABHD6	44.3618219333547	-0.070784389021858	0.222055024972206	0.431096325924825	0.719158123576699
ABHD8	22.9468035826857	0.0386737316629642	0.22200319545129	0.611995930272272	NA
ABI1	228.8913288377	-0.245166056808894	0.183937193605935	0.0675525023152446	0.286436719999888
ABI2	514.494842074517	-0.156444315455115	0.116286488011163	0.120922435113691	0.391451231809903
ABI3	0	NA	NA	NA	NA
ABI3BP	7.42335054843645	-0.0179470843890334	0.230466545071993	0.567686300805151	NA
ABITRAM	108.686745586006	0.119325610552783	0.199508057152202	0.329174427846127	0.63633956024764
ABL1	203.243535155201	0.00431486823005988	0.161584396334837	0.971408886513853	0.991784720152903
ABL2	475.04221339303	-0.155476646042412	0.129065256980324	0.150893983265445	0.43981782020296
ABLIM1	298.658261163333	-0.0121561344652687	0.138825165028953	0.912022200785131	0.968903157402499
ABLIM2	2.65750858478624	0.00764115270342294	0.231780545270266	0.770796568569988	NA
ABLIM3	2.73074214428048	-0.00265890091411587	0.232075670861331	0.796218912060466	NA
ABO	0	NA	NA	NA	NA
ABR	1.93411078578645	-0.0125072260732742	0.232917250488898	0.244431572860763	NA
ABRA	0	NA	NA	NA	NA
ABRACL	179.992969693883	0.0486159659156474	0.162376278904963	0.678659695682492	0.870849920574642
ABRAXAS1	39.6208595538507	0.151815241103098	0.262725580216287	0.156616033309336	0.449821064946089
ABRAXAS2	312.838674211738	0.0602418949082863	0.207350603386368	0.560232789690073	0.804162706653325
ABT1	319.697134857868	-0.0419279075927363	0.140915671186651	0.710358385930733	0.88396390919313
ABTB1	1.40134377132192	-0.00443756149293249	0.232515959096259	0.663223478263332	NA
ABTB2	94.8255913129341	0.103367568893723	0.201588338107363	0.382987553565346	0.684002876035395
ACAA1	43.5732346033083	0.0245532453800451	0.204290517221031	0.803685640071649	0.926584415781919
ACAA2	87.5659701705649	0.0608344519652391	0.201755906233254	0.570252267091615	0.810581778342917
ACACA	25.0917330671395	-0.0685118938455615	0.226972607273714	0.416320625682371	NA
ACACB	18.8117393361417	-0.0150861800701403	0.218979397605084	0.837876047757156	NA
ACAD10	52.9438318392712	-0.108171375107789	0.224448405205985	0.318728710316807	0.628042408382853
ACAD11	118.92863342354	-0.0557766091862753	0.176874471498854	0.633092493501032	0.847537883937378
ACAD8	73.7333126782711	0.0854780389645347	0.215173189252787	0.413338101851635	0.707883325448113
ACAD9	137.046632497051	0.178380004890606	0.21454297366097	0.174693318088387	0.475080014360381
ACADL	7.64605777726164	0.0574507742663773	0.238735594044423	0.183883697668953	NA
ACADM	514.019224615153	0.0418269817158582	0.112368598098367	0.675690278783805	0.869376336545698
ACADS	11.9707854784062	0.0140336925249047	0.22898280275657	0.698668520719303	NA
ACADSB	87.9308485306432	-0.272311945977471	0.306587481328156	0.0644506125849129	0.278248457699331
ACADVL	11.208336266502	-0.00728928690009387	0.225869535717338	0.883542446895334	NA
ACAN	0	NA	NA	NA	NA
ACAP1	0	NA	NA	NA	NA
ACAP2	246.694348191115	-0.0468346339323602	0.144157026805487	0.678398242459396	0.870849920574642
ACAP3	20.2589774170278	-0.0256179293961675	0.226110130577127	0.628801627402415	NA
ACAT1	141.890067526575	0.0512379299340169	0.173084389575409	0.663341494549597	0.863034553566274
ACAT2	389.708914345909	0.124247915597552	0.139975442125347	0.271438508234522	0.585931950429149
ACBD3	748.001958065645	0.153466508610291	0.104567100713872	0.0996671477113356	0.353610984234333
ACBD4	26.8502854080656	-0.0863746491871156	0.23238133163229	0.331981321136192	NA
ACBD5	467.507698904897	-0.039062391104881	0.116107635275689	0.698357306145727	0.878931793800804
ACBD6	289.365228662943	-0.0675230383767558	0.14141287725729	0.546782644466574	0.795356368890536
ACBD7	102.223038033759	-0.0266638945894417	0.184541580156967	0.809618357170212	0.928326814811314
ACCS	4.96314091590679	0.00670453816092874	0.231603956175532	0.672027733811369	NA
ACCSL	0	NA	NA	NA	NA
ACD	67.1433263290633	0.0245790752915119	0.19303245375955	0.82275943904859	0.932206497772684
ACE	7.98612528338774	-0.0147168396643494	0.22967577882502	0.666315065200675	NA
ACE2	0	NA	NA	NA	NA
ACER1	0	NA	NA	NA	NA
ACER2	2.54779739366297	0.000788452426661321	0.2323529622986	0.898540756462614	NA
ACER3	230.347051902859	0.190742798894025	0.166478991036338	0.1290591398879	0.406195329926264
ACHE	3.74908637711345	-0.0159463426881958	0.231967373398495	0.498493597636974	NA
ACIN1	677.676244834334	-0.186522609331511	0.105448525458724	0.0470706785822304	0.23036498850088
ACKR1	0	NA	NA	NA	NA
ACKR2	1.11536306133427	-0.00795901576864083	0.232624125296398	0.468232733471519	NA
ACKR3	0	NA	NA	NA	NA
ACKR4	0.464597724481755	0.00421293655498585	0.232485104435143	0.743934353092615	NA
ACLY	584.114639106479	-0.146140878039717	0.110337480072779	0.132592646217371	0.410283501029552
ACMSD	0	NA	NA	NA	NA
ACO1	29.0777213596048	-0.00897418263264413	0.214135812915213	0.909911162630148	NA
ACO2	237.673648653525	0.0875124657903026	0.151728530987796	0.453406552923926	0.736332241948456
ACOD1	0	NA	NA	NA	NA
ACOT1	0	NA	NA	NA	NA
ACOT11	4.01816417192035	-0.00440418603571769	0.230913945423218	0.843401337259605	NA
ACOT12	0.30973181632117	0.00397604424825141	0.232474013403556	0.767814339252908	NA
ACOT13	74.2769414054154	-0.0110644360597955	0.188962709335148	0.917411936686415	0.971371008546343
ACOT2	240.604558040682	0.105308529809946	0.162979006850656	0.379433331424602	0.68000705929765
ACOT4	0	NA	NA	NA	NA
ACOT6	0	NA	NA	NA	NA
ACOT7	128.321864510805	0.114050059232429	0.207951732633568	0.331182387082269	0.637881237345252
ACOT8	64.4500404987571	0.377450695088486	0.408198320780613	0.0310671716348942	0.181160095996654
ACOT9	145.906034986576	0.718526912463747	0.258738419872079	0.000414306174818121	0.0077784188197067
ACOX1	251.841215032254	-0.0865007638089661	0.152061055344291	0.456947295530101	0.739494178316776
ACOX2	0.771156049136301	-0.00105209865210374	0.23241372552328	0.896372295159465	NA
ACOX3	13.9083002913964	0.126220639428107	0.277942010108549	0.0214323780849904	NA
ACOXL	24.216009733273	-0.217932735990008	0.361721581930058	0.0354147182480727	NA
ACP1	437.571051620893	-0.0531827690008122	0.125149979591067	0.612909937800374	0.83538878639346
ACP2	95.1146903912393	0.215239820904225	0.239126893687726	0.122055234834954	0.3939420737155
ACP3	2.54802085133404	0.0177623652820524	0.233392228094077	0.141359437800339	NA
ACP4	0	NA	NA	NA	NA
ACP5	0	NA	NA	NA	NA
ACP6	168.087185110574	0.0801855018154687	0.166328283708287	0.501505621893135	0.76632381358018
ACP7	0	NA	NA	NA	NA
ACR	0	NA	NA	NA	NA
ACRBP	0.166560294954698	0.00297634594572476	0.232450004993995	0.848437166433961	NA
ACRV1	0	NA	NA	NA	NA
ACSBG1	1.10050605069879	0.0100387806277037	0.232725626294638	0.392494170256703	NA
ACSBG2	0	NA	NA	NA	NA
ACSF2	3.9052249066888	0.0210646614542879	0.232425704071137	0.344786124872811	NA
ACSF3	72.4062491513432	0.12289510155247	0.216003914552183	0.302890905787579	0.612567665154434
ACSL1	73.8630847646907	-0.326231365977124	0.33051344603844	0.0452328416764454	0.22547614554701
ACSL3	581.855612642264	-0.0996800577884887	0.107364568949519	0.294268199694055	0.603786648842727
ACSL4	115.276539451488	-0.172402219278193	0.209053041247071	0.187735487218854	0.488030612595929
ACSL5	0	NA	NA	NA	NA
ACSL6	7.26341375409897	0.0624090429530078	0.240973873754927	0.130649416808382	NA
ACSM1	0.191256779625948	-0.00381450265842125	0.232474889271759	0.804285467725308	NA
ACSM2A	0.366424751041189	-0.00708420591408891	0.232546563392761	0.657216384176344	NA
ACSM2B	0.499680884864095	0.00351548253202543	0.232481034952889	0.737737292031743	NA
ACSM3	1.01657712264927	0.000909501345299642	0.232317950930929	0.949066659041472	NA
ACSM4	0	NA	NA	NA	NA
ACSM5	0	NA	NA	NA	NA
ACSM6	0	NA	NA	NA	NA
ACSS1	61.5715186726156	-0.0379229428402846	0.198708121548556	0.718738089571558	0.887890761015347
ACSS2	41.4682822134924	0.00847685464524064	0.206623092175047	0.930123611099249	0.975683546835083
ACSS3	17.4087398412271	0.0105135934088487	0.231643225280749	0.55591038826539	NA
ACTA1	5.02481631621294	-0.0698933533669266	0.247856257442884	0.00208976264395518	NA
ACTA2	29.664944045594	-0.059002477677038	0.221623336824518	0.49503801001312	NA
ACTB	613.475979728525	-0.201389430812435	0.10996240080913	0.0381342729404386	0.204502121921648
ACTBL2	9.90125813861872	0.0250080896853212	0.22997604657753	0.520687675954188	NA
ACTC1	0.154865908160585	0.00347326033905936	0.23245151199692	0.847017577768321	NA
ACTG1	11741.2052975646	-0.196577826126341	0.0627508552548112	0.00106597030967341	0.0161788390926133
ACTG2	0.573770338877845	-0.00429702973491348	0.232505549329801	0.705019559856647	NA
ACTL10	0.875839857076201	-0.00440019970297894	0.232511841877592	0.675191199151812	NA
ACTL6A	210.768953146654	0.0201138314252943	0.151218634576481	0.86340811142892	0.948761255518474
ACTL6B	0	NA	NA	NA	NA
ACTL7A	0	NA	NA	NA	NA
ACTL7B	0.464597724481755	0.00421293655498585	0.232485104435143	0.743934353092615	NA
ACTL8	8.51046646115037	-0.0177950302032358	0.22872231689132	0.679008984967235	NA
ACTL9	0	NA	NA	NA	NA
ACTN1	276.032995912095	0.237363767941274	0.16709939563262	0.0639459080394326	0.277792656235502
ACTN2	37.658247009616	0.144056087971844	0.270186200321977	0.114827506928084	0.383863603151246
ACTN3	0	NA	NA	NA	NA
ACTN4	0.522478235896918	-0.00400981538175409	0.232327569574758	0.807419239755973	NA
ACTR10	205.352032653352	0.115109533737649	0.160753477860392	0.339142849631579	0.644178201638509
ACTR1A	229.914144671594	-0.190946428790696	0.173806856700036	0.133853832383732	0.412352748260221
ACTR1B	101.196830059089	0.123764329712157	0.199741438194411	0.318907086967097	0.628042408382853
ACTR2	431.49208603565	-0.033962522955188	0.121482584745483	0.741851260836881	0.898744086235804
ACTR3	374.889573383686	-0.055181308025828	0.135321498265081	0.614936684721155	0.836124313764464
ACTR3B	38.5006919088111	0.115881253245176	0.250694221009183	0.175761234729156	0.476295286442287
ACTR3C	0	NA	NA	NA	NA
ACTR5	76.2288009140803	0.122024773322448	0.213293691830704	0.309479954921677	0.618914619483394
ACTR6	293.673914346603	0.510139136526439	0.194130092447413	0.00108334134900018	0.0164169177366372
ACTR8	61.7065353250062	-0.0746401124203862	0.211068568982147	0.474133732539313	0.749471720528051
ACTRT1	0	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA
ACTRT3	5.54474612853245	0.000572561962270017	0.229166515728726	0.993012887179445	NA
ACVR1	100.846194624836	0.053779241210463	0.182735616219207	0.643969874420306	0.853099553982852
ACVR1B	344.353446679346	-0.1169204102168	0.14237756208879	0.301487845800969	0.611383469195555
ACVR1C	14.9637321035969	-0.0252410549068988	0.227311343755229	0.612829078665265	NA
ACVR2A	88.5182678614141	0.0174731184349107	0.184453226040327	0.878088335932164	0.954787769282256
ACVR2B	345.36395790549	-0.154771816732593	0.151506705306177	0.188616798365915	0.488523355640867
ACVRL1	4.43044336540696	-0.0375699949562498	0.235790448791194	0.0724451844561849	NA
ACY1	24.1522806676659	0.0218692397062052	0.217429679911092	0.783166969764622	NA
ACY3	0	NA	NA	NA	NA
ACYP1	172.379183657132	-0.0359064919238744	0.15942109218459	0.755781394602443	0.905294439200874
ACYP2	104.867455012597	0.056748484393544	0.182114401547668	0.629385583330686	0.845660938220382
ADA	18.5579587486215	-0.302736479542642	0.587424665344528	0.0117230243734956	NA
ADA2	2.17569550738341	-0.00190126244444383	0.232078732764114	0.897145462537793	NA
ADAD1	0	NA	NA	NA	NA
ADAD2	0	NA	NA	NA	NA
ADAL	160.134059631535	-0.0225223735032445	0.163317980048698	0.838972729655828	0.93867841058289
ADAM10	287.975186530452	0.167638406899416	0.150817777251961	0.158507473939122	0.451475248776032
ADAM11	6.16281349543006	-0.0101345151785431	0.231652783833461	0.548951510937347	NA
ADAM12	5.78525987454887	0.00293798200340013	0.229379490879636	0.932851717069523	NA
ADAM15	4.16351879166275	-0.00987106213938481	0.232224462914261	0.413396939640102	NA
ADAM17	325.908016727445	0.266075950834118	0.160521535026806	0.0355175106642253	0.195969775714729
ADAM18	0	NA	NA	NA	NA
ADAM19	13.3197473183817	-0.152747956611877	0.301722121383718	0.0203600688032979	NA
ADAM2	0	NA	NA	NA	NA
ADAM20	0	NA	NA	NA	NA
ADAM21	1.25042319166897	-0.0118679613111609	0.23285409377255	0.317245707639548	NA
ADAM22	72.3512340165375	-0.112187375580558	0.217870143855382	0.323421485118821	0.632180331193138
ADAM23	25.3301826932023	-0.0500233011862793	0.221751606305619	0.539755973068984	NA
ADAM28	0	NA	NA	NA	NA
ADAM29	0	NA	NA	NA	NA
ADAM30	0	NA	NA	NA	NA
ADAM32	0	NA	NA	NA	NA
ADAM33	0	NA	NA	NA	NA
ADAM7	0	NA	NA	NA	NA
ADAM8	14.7032923436874	-0.0181022986846378	0.222500748273987	0.78958395760936	NA
ADAM9	59.3662306752135	0.228728437538577	0.299982638822064	0.0879132206727525	0.330871541998957
ADAMDEC1	0	NA	NA	NA	NA
ADAMTS1	1778.74514422845	0.847111087014057	0.0861940529229472	7.02983717950219e-24	1.29242893352961e-21
ADAMTS10	3.07214067887291	-0.0361626919533845	0.236364722542426	0.0326137503081347	NA
ADAMTS12	0	NA	NA	NA	NA
ADAMTS13	0.154865908160585	0.00347326033905936	0.23245151199692	0.847017577768321	NA
ADAMTS14	0	NA	NA	NA	NA
ADAMTS15	43.3758073907948	-0.428368833332289	0.575313928676252	0.0207413663241973	0.138918104559662
ADAMTS16	0.154865908160585	0.00347326033905936	0.23245151199692	0.847017577768321	NA
ADAMTS17	174.052674842427	0.557741906145115	0.269360415187151	0.00360117021803715	0.0406602579427045
ADAMTS18	25.3944755041467	0.0188629989849375	0.21723699613708	0.80995846706515	NA
ADAMTS19	135.822081191667	0.0863738813027656	0.179094014794804	0.472403526970741	0.749115960240967
ADAMTS2	26.8816998718444	0.053454154902412	0.227941554688073	0.431689523977946	NA
ADAMTS20	31.2913538575751	0.027611332292898	0.222606176280774	0.668523760594728	0.86612093115743
ADAMTS3	29.2521077484785	-0.0195776433041605	0.21371692591647	0.816532328801629	NA
ADAMTS4	2.03927136556526	0.000489028953575719	0.232065173033133	0.939886468186769	NA
ADAMTS5	0	NA	NA	NA	NA
ADAMTS6	32.5899630100866	-0.0268442344008861	0.211021124131904	0.767464772820926	0.91054722675559
ADAMTS7	0.499680884864095	0.00351548253202543	0.232481034952889	0.737737292031743	NA
ADAMTS8	14.6504607581447	-0.0892746246334344	0.247362793564659	0.158939305639542	NA
ADAMTS9	16.9494865718977	0.126837438762636	0.270314582013326	0.082754117935292	NA
ADAMTSL1	3.78968041121574	-0.00292122772857708	0.232472546122062	0.430017703147488	NA
ADAMTSL2	0	NA	NA	NA	NA
ADAMTSL3	0.17516797141524	-0.00372453957167261	0.232469577336612	0.807110358801714	NA
ADAMTSL4	0	NA	NA	NA	NA
ADAMTSL5	3.65197720095444	-0.00644760788747709	0.230982860410006	0.784996075057447	NA
ADAP1	5.63121847942047	-0.00382871188649606	0.229648049841496	0.908208363454346	NA
ADAP2	66.3195747067476	0.0240792278473748	0.193246134362616	0.826101852790779	0.933171395037486
ADAR	669.561197648374	-0.100659252734157	0.103103402828195	0.274400430996621	0.587380887440921
ADARB1	110.370139351183	0.0191165538941361	0.18355273795984	0.873354713614656	0.952857275720659
ADARB2	0	NA	NA	NA	NA
ADAT1	287.047234158842	0.00893902036926638	0.138360473695834	0.937120072100059	0.97888490461335
ADAT2	156.5458426227	0.0742170041688458	0.167068628809076	0.533642218307883	0.788321197581178
ADAT3	37.939498031633	-0.0633531001844524	0.22093522683648	0.474344250285168	0.749474683764987
ADCK1	45.8367279496256	0.287769140174225	0.370639223364282	0.0524084649638244	0.245668733768341
ADCK2	118.506256671635	-0.165220885269471	0.21003500493138	0.201360353790416	0.505836409888554
ADCK5	0	NA	NA	NA	NA
ADCY1	96.7493685544986	-0.179477767911868	0.239676564938229	0.161362771736735	0.456175507510021
ADCY10	7.01983527886993	-0.0235945989841341	0.230659407541317	0.522089491547221	NA
ADCY2	0	NA	NA	NA	NA
ADCY3	64.3333142384092	-0.0241898146372124	0.200134096187681	0.810938378802467	0.928747480377438
ADCY4	0	NA	NA	NA	NA
ADCY5	8.14629477871347	0.0185265851332619	0.228937747946299	0.663742198442521	NA
ADCY6	16.693746628373	-0.029150219264774	0.222526926719223	0.679308739127899	NA
ADCY7	15.618153007246	-0.0296241797718992	0.223664859240022	0.66141736903871	NA
ADCY8	0	NA	NA	NA	NA
ADCY9	181.207848874501	-0.504621035524322	0.218059547790013	0.00258848625963562	0.0317522195019318
ADCYAP1	0	NA	NA	NA	NA
ADCYAP1R1	5.06331862119153	-0.00399154537814672	0.231390510382418	0.805416977405907	NA
ADD1	312.779452514904	-0.330207508822902	0.166708346107999	0.012639757320092	0.100458234361319
ADD2	111.010792292655	-0.713435576489231	0.326174792261559	0.00179918167825814	0.0241810017557894
ADD3	481.707882016056	-0.0758824328201507	0.121462875710362	0.462854750686304	0.744593606600855
ADGB	0	NA	NA	NA	NA
ADGRA1	0.52550391424572	-0.00421844168808804	0.232501409050238	0.692738423506008	NA
ADGRA2	10.8244534579187	-0.0964643602626757	0.258479496124894	0.0214073166480071	NA
ADGRA3	170.382566048182	-0.0839809016945944	0.169655203805698	0.477947186047511	0.751632889097312
ADGRB1	1.50296578784136	0.000703242228137302	0.232420795859316	0.998632633229826	NA
ADGRB2	6.51911310563796	0.0237351068360066	0.231327563915343	0.463313427003263	NA
ADGRB3	0	NA	NA	NA	NA
ADGRD1	0.832801474773491	0.00367698657079324	0.232490557802433	0.720788923328094	NA
ADGRD2	0	NA	NA	NA	NA
ADGRE1	0	NA	NA	NA	NA
ADGRE2	2.66695731622911	-0.0052937034956643	0.23135010397391	0.824405449331663	NA
ADGRE3	19.9295686297946	-0.00716318626603852	0.222182171756646	0.907541148073888	NA
ADGRE5	90.7237988687204	-0.253598263255142	0.276106858952216	0.0808259224200388	0.315896295541761
ADGRF1	0	NA	NA	NA	NA
ADGRF3	0	NA	NA	NA	NA
ADGRF4	3.9207964117068	-0.0175347402555226	0.232328053865504	0.37844929178649	NA
ADGRF5	0.154865908160585	0.00347326033905936	0.23245151199692	0.847017577768321	NA
ADGRG1	0	NA	NA	NA	NA
ADGRG2	4.64164331708336	0.0292543954394276	0.234349191910626	0.204791570136374	NA
ADGRG3	2.93305017782569	0.00579820315726939	0.231783416785966	0.713420846564761	NA
ADGRG4	0	NA	NA	NA	NA
ADGRG5	0	NA	NA	NA	NA
ADGRG6	52.3333719505995	-1.30878406436139	0.467189561744224	0.000189790746582288	0.00405552858486362
ADGRG7	0	NA	NA	NA	NA
ADGRL1	0	NA	NA	NA	NA
ADGRL2	313.781841329916	-0.152429409884348	0.143621796369652	0.186439439536471	0.48690371818307
ADGRL3	28.860214213809	-0.15019506221189	0.271902823599086	0.128450515222123	NA
ADGRL4	0	NA	NA	NA	NA
ADGRV1	287.37516002981	-0.0733846877748714	0.13861794068902	0.511084755719639	0.773286764916544
ADH1A	0	NA	NA	NA	NA
ADH1B	0	NA	NA	NA	NA
ADH1C	0	NA	NA	NA	NA
ADH4	0	NA	NA	NA	NA
ADH5	252.507505132044	-0.0387488486710217	0.162069547490531	0.735971122304048	0.895251919404336
ADH6	0	NA	NA	NA	NA
ADH7	0	NA	NA	NA	NA
ADHFE1	8.1669026626901	0.0207386179306928	0.231150668568992	0.472025147102496	NA
ADI1	1.7396951060459	-0.00049763014492291	0.232424412769318	0.937519836699598	NA
ADIG	0	NA	NA	NA	NA
ADIPOQ	0	NA	NA	NA	NA
ADIPOR1	153.020621984373	-0.0113624237683733	0.161927513511435	0.918567590665789	0.971371008546343
ADIPOR2	1.75179162818324	0.00427049574769819	0.232415289029175	0.754223253619429	NA
ADIRF	0.993664368812909	-0.00034000611808052	0.232415630391705	0.997051809353765	NA
