baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCF2	402.682211499351	0.171554688246106	0.240076146282607	0.71458448039298	0.474865837347904	0.942719441105381
ABCF2-H2BE1	1.61191575730166	4.00397306191653	5.33991864437088	0.749819113094044	0.453363655780145	0.932616645668843
ABCF3	34.230417554208	-0.365297850322962	0.996434338730727	-0.366605039714192	0.713913648441313	0.978805695656258
ABCG1	6.59938614433984	-0.463844031370889	2.15591637765118	-0.215149361162252	0.829650870263053	0.985581992147205
ABCG2	5.83514457121127	-1.53522014709218	2.36986775959906	-0.64780836013901	0.517108907514539	0.955646156887528
ABCG4	0.861828287853155	2.89934038185218	6.11863241299063	0.47385431680722	0.635603797939447	0.978805695656258
ABCG5	0	NA	NA	NA	NA	NA
ABCG8	0.0634997022038017	1.34398056835652	6.23117193582385	0.215686644855649	0.829232012068009	NA
ABHD1	0.955407362735387	-1.26427142398529	6.09442658380255	-0.207447149719615	0.835660663215666	0.985581992147205
ABHD10	306.024933532635	-0.326128627563042	0.267271316230165	-1.22021559276563	0.222383157376255	0.764940631003688
ABHD11	56.431987787486	0.232249300338637	0.744663933040794	0.311884717432547	0.755128137338027	0.978805695656258
ABHD12	87.3066038946352	-0.797313797019942	1.2452668842581	-0.640275435811468	0.521993547593008	0.95735734593042
ABHD12B	0	NA	NA	NA	NA	NA
ABHD13	149.026627625566	-0.633366741171443	0.497057229440084	-1.27423303325637	0.202580841468658	0.744413620798327
ABHD14A	5.61987771475883	-1.91284139039885	2.07306242345481	-0.92271287577103	0.356156854090059	0.884244114745259
ABHD14A-ACY1	31.187298681333	0.319840879362301	0.951172843205389	0.336259473393352	0.736675207890687	0.978805695656258
ABHD14B	10.9820201173267	-0.941328950555371	1.73253743702459	-0.5433238730887	0.586906830046608	0.97821389646206
ABHD15	61.3430340261958	0.527144052979663	0.636494963890604	0.828198309311783	0.407558201166848	0.912628381660197
ABHD16A	0.824926273196338	-0.471710984235836	6.07235487259951	-0.0776817221872775	0.938081233746258	0.994233154022168
ABHD16B	0	NA	NA	NA	NA	NA
ABHD17A	6.15536275931529	-3.59967747834894	2.11357220262857	-1.70312491518963	0.0885446942048597	0.561092986155701
ABHD17B	238.338595861942	-0.0798144774372069	0.279788612998115	-0.285267068526998	0.775439540593908	0.979161321243861
ABHD17C	162.127896532736	-0.400429422209286	0.529777677114029	-0.755844271111291	0.449742570001665	0.931674376364336
ABHD18	113.738693181799	-0.081532259172145	0.508525977548123	-0.160330568686492	0.872620680014322	0.98647014691426
ABHD2	185.996181815823	-0.423879445493136	0.942365622778302	-0.449803595597478	0.652852064998672	0.978805695656258
ABHD3	97.5836528827448	-0.834370609215457	1.37535387815914	-0.606658855197493	0.544077332822755	0.96372503811109
ABHD4	38.5598393335668	-1.32832804897183	0.757701830387341	-1.75310128034504	0.079584623819847	0.541385341014796
ABHD5	236.063467023936	-0.343168720154912	0.400886524666731	-0.856024583116628	0.391984181890105	0.90585571090342
ABHD6	33.3175998839339	-0.255213241817031	1.08385970623344	-0.235467044626957	0.81384625439972	0.985581992147205
ABHD8	31.0405159132378	-2.00480033319482	1.24068328683073	-1.61588404911619	0.106119384928126	0.595722203091893
ABI1	178.345572150082	0.224623883252947	0.482856052010596	0.465198442305158	0.641789354125666	0.978805695656258
ABI2	342.410360537644	0.138884637907928	0.272504494039197	0.509659990737441	0.610289687411215	0.978805695656258
ABI3	0	NA	NA	NA	NA	NA
ABI3BP	7.59007996002744	1.76355922449536	2.01046419139313	0.877190069858105	0.38038340879932	0.898049456027936
ABITRAM	88.3057200301675	-0.783826347424347	0.543769791788474	-1.44146725187937	0.14945272264515	0.674154096974123
ABL1	176.22847582326	0.114349241782814	0.374202693929328	0.305581022365408	0.759923671668519	0.978805695656258
ABL2	319.895619647529	-0.0535489676190345	0.294842910008718	-0.181618637590611	0.855882021423805	0.98594152623954
ABLIM1	196.099646404716	-0.460316858706001	0.473964776745667	-0.971204784175366	0.331446311974514	0.865938103478638
ABLIM2	2.07863902785091	-2.82108861533278	3.46283937998859	-0.814674983666749	0.415258376559955	0.917005720583891
ABLIM3	1.62714755839515	-2.56807759305367	5.03477204793826	-0.51006829477122	0.610003616420899	0.978805695656258
ABO	0	NA	NA	NA	NA	NA
ABR	0.813377494888041	4.49575344216515	6.1392203110387	0.73230039229599	0.46398523994485	0.93759000699562
ABRA	0	NA	NA	NA	NA	NA
ABRACL	226.195797333142	0.409105571578495	0.321401977509697	1.27287820301651	0.203061265051929	0.744413620798327
ABRAXAS1	37.8231788145847	0.331247245055376	0.891889901603538	0.371399255064804	0.710340180331557	0.978805695656258
ABRAXAS2	241.766310844821	-0.0698325474685082	0.322561845010046	-0.216493514495905	0.828603079982182	0.985581992147205
ABT1	421.12512286773	0.393073413903819	0.227249010229553	1.72970352437074	0.0836832587044645	0.55017535487373
ABTB1	0.687188364404835	1.83171365970414	6.16966646683516	0.296890224058376	0.766550319933118	0.978805695656258
ABTB2	84.7221067477702	-0.0320887723737375	0.525157918647055	-0.0611030915356025	0.951277107064258	0.994233154022168
ACAA1	38.3778490525699	-0.789462437436168	0.764533968348059	-1.03260609746611	0.301788273539117	0.836294253547184
ACAA2	129.588973949924	0.860121726141883	0.471315952943884	1.82493658610425	0.0680105993762049	0.50954816251391
ACACA	12.3908796965082	-2.39222548298973	1.60431082920944	-1.49112344031771	0.135929089222118	0.651383502226596
ACACB	10.9352453543079	2.07833632121575	1.9701157923886	1.05493104986278	0.29145686031544	0.830700332534981
ACAD10	26.6841082932651	0.0902700087035694	1.23297990338474	0.0732128791846187	0.941636717785943	0.994233154022168
ACAD11	88.4188019556965	1.5062684884115	0.48118108942991	3.13035678562532	0.00174594108138306	0.0763492292835055
ACAD8	57.5758660478744	0.0716777749299509	0.725786593229503	0.0987587475417659	0.921329823004904	0.992760541098534
ACAD9	85.8956871132909	0.378642281218475	1.24483605058847	0.304170401427145	0.760998073382478	0.978805695656258
ACADL	4.8971210293737	2.52672582915017	2.85394868220593	0.885343820266999	0.375971222577035	0.894750921585189
ACADM	434.728970839285	0.0722111190064626	0.217551179919832	0.331927039113613	0.739944352534877	0.978805695656258
ACADS	10.614502230233	1.07860546659824	1.88993633385536	0.570709947883769	0.568196274371616	0.972920296016628
ACADSB	63.7835325475139	0.533359206261865	0.738194081251516	0.722518941573768	0.469975484071939	0.940016315124421
ACADVL	10.1608397258433	0.620081539567582	1.57018154297577	0.394910730126414	0.692908770801576	0.978805695656258
ACAN	0	NA	NA	NA	NA	NA
ACAP1	0	NA	NA	NA	NA	NA
ACAP2	145.519681478526	0.467987402913045	0.36409583094565	1.28534128418214	0.198673049503085	0.740348531977807
ACAP3	12.2764547533328	-0.224228966243601	1.45334585947231	-0.154284656182951	0.877385295050702	0.987727928416368
ACAT1	125.759227166454	-0.363655876782169	0.389071718180882	-0.934675690339186	0.349955458609611	0.879477367034679
ACAT2	483.050693936195	0.552629966987745	0.218476500318446	2.52947097826194	0.0114234620945625	0.216987489347049
ACBD3	594.618666762727	0.0258109925834668	0.205092483368557	0.125850504901654	0.899850262425237	0.991442183129073
ACBD4	13.6472307678621	-4.35218778003529	1.83464386701736	-2.37222485424966	0.0176813267668556	0.274968524909425
ACBD5	379.816188728813	0.171032153102291	0.20487309638778	0.834819974500533	0.403819077634049	0.912124218919091
ACBD6	204.098846818259	-0.0478139984101096	0.35125910329946	-0.136121734528675	0.891725045779001	0.990241654584241
ACBD7	78.4658106170564	-0.00152442054122987	0.559743153076179	-0.00272342865268135	0.997827021011765	0.999676690947113
ACCS	2.07951436895567	-0.867448599266143	4.47557362498584	-0.193818417917075	0.846318065058722	0.98594152623954
ACCSL	0	NA	NA	NA	NA	NA
ACD	82.4605343008326	0.294714238442435	0.458686043272034	0.642518434483188	0.520536623870943	0.957225241846555
ACE	4.98656663251064	0.0190606692784786	2.42246677254665	0.00786828925560073	0.993722078260756	0.999137860781467
ACE2	0	NA	NA	NA	NA	NA
ACER1	0	NA	NA	NA	NA	NA
ACER2	1.34383998136754	-3.90818278498184	5.33010159320117	-0.733228572972593	0.463419031014106	0.93759000699562
ACER3	123.25256932286	-1.60044317480487	1.10900500827007	-1.44313430766323	0.148982640550654	0.673982975674995
ACHE	1.57288369429715	1.7197802299927	4.4530566006226	0.386202194185506	0.699346928848441	0.978805695656258
ACIN1	514.71965126669	0.568818791290444	0.179872816829196	3.16233881982614	0.00156507348912284	0.0714716893366098
ACKR1	0	NA	NA	NA	NA	NA
ACKR2	0.470020239979249	3.63628910877725	6.15372015647254	0.590909078787499	0.554581342590443	0.966037509471943
ACKR3	0	NA	NA	NA	NA	NA
ACKR4	0.26577683086837	-2.54128291619832	6.19900744991883	-0.409949969689356	0.68184264832206	0.978805695656258
ACLY	529.225657003794	0.3947942379733	0.198673492128069	1.98715104740197	0.046905660750434	0.438141512918827
ACMSD	0	NA	NA	NA	NA	NA
ACO1	20.3803543677295	-1.96214070616839	1.04592286077636	-1.87598988391166	0.060656668997048	0.484478724887582
ACO2	225.259650701221	0.423252655411281	0.2854865059585	1.48256623895494	0.138189692570139	0.656058986013678
ACOD1	0	NA	NA	NA	NA	NA
ACOT1	0	NA	NA	NA	NA	NA
ACOT11	4.69293196641216	1.92681021786879	2.33452989287826	0.825352557594886	0.40917146118614	0.914301210872546
ACOT12	0.201313807881518	-2.15415604756097	6.2136097032096	-0.346683514165406	0.728829096785701	0.978805695656258
ACOT13	75.7153082449981	-0.228716916211346	0.522101040999464	-0.438070216779324	0.66133538365033	0.978805695656258
ACOT2	300.045705542658	0.197151715546593	0.272052831963897	0.72468172495538	0.468647309060475	0.938795646962114
ACOT4	0	NA	NA	NA	NA	NA
ACOT6	0	NA	NA	NA	NA	NA
ACOT7	162.457676196868	-0.360991357628991	0.408173417654589	-0.884406828115582	0.376476638336005	0.894847396309224
ACOT8	58.1105986690599	-0.475512300010614	0.616461486606561	-0.771357676581175	0.440494954245789	0.928618402247841
ACOT9	120.25908299295	-0.285742034177079	0.465839993800068	-0.613390945346174	0.539617871676381	0.96372503811109
ACOX1	170.192366240649	0.351245021642851	0.408372798960852	0.860108759781824	0.389729092946568	0.904234355167157
ACOX2	0.323704140516567	1.61086340288905	6.18347308313118	0.260511104557658	0.794469550752192	0.983043914957331
ACOX3	11.0130769482164	-1.07037087380832	1.95377903280864	-0.547846432904755	0.583797352770191	0.976138740057124
ACOXL	20.7107312757497	2.2372519568276	1.01177177123621	2.21122195778803	0.0270204705563362	0.345808391553584
ACP1	362.469727086216	-0.605157831268708	0.285732254319355	-2.11791921325179	0.0341819101299456	0.379403377484002
ACP2	99.3306111060716	0.437207904510548	0.522850211511916	0.836201066546924	0.403041798515666	0.911641020606186
ACP3	1.8655743013966	-1.11745983031174	4.93249826363608	-0.226550476165396	0.820773305241678	0.985581992147205
ACP4	0	NA	NA	NA	NA	NA
ACP5	0	NA	NA	NA	NA	NA
ACP6	126.352421179151	0.445989068863081	0.471055160903451	0.946787352903013	0.343747147579954	0.875214822933159
ACP7	0	NA	NA	NA	NA	NA
ACR	0	NA	NA	NA	NA	NA
ACRBP	0.06970533170136	-0.547921708714899	6.23150170288936	-0.087927715475203	0.929934128147922	NA
ACRV1	0	NA	NA	NA	NA	NA
ACSBG1	0.45971187266498	-3.18209497846556	6.14634247711538	-0.517721716665386	0.60465244407446	0.978805695656258
ACSBG2	0.67994503342435	-2.34806733717262	6.17097614772139	-0.380501768434096	0.703572984072812	0.978805695656258
ACSF2	3.67551651704234	-0.828250791959417	2.76807521961654	-0.299215420914088	0.764775683804098	0.978805695656258
ACSF3	40.5814459969155	-1.01206551054593	0.823458197130944	-1.22904297276064	0.219055694601777	0.760559934123227
ACSL1	51.357721238706	-0.448974099039898	0.805474548591622	-0.55740321010134	0.577251972724371	0.974151469007703
ACSL3	476.112020673127	-0.0921250218927948	0.19900226882938	-0.46293453051925	0.643411295520544	0.978805695656258
ACSL4	78.5535628850731	0.274072965650143	0.540828748641084	0.506764787076859	0.612319866336721	0.978805695656258
ACSL5	0	NA	NA	NA	NA	NA
ACSL6	3.75828558000976	-4.67961468941109	2.98136276145921	-1.56962270740937	0.116502912532759	0.612233150983483
ACSM1	0.0806267250179417	1.36154033065066	6.23277661019478	0.218448440527072	0.827079726657434	NA
ACSM2A	0.348653404521497	0.719310946394297	6.18796578769314	0.116243523489559	0.90745954377854	0.992012370130392
ACSM2B	0.281503757011892	-2.51553391693375	6.19632389284657	-0.405971986041246	0.684763184108212	0.978805695656258
ACSM3	1.81551294277105	3.32609359297651	4.75212506296465	0.699917100014515	0.483979077641359	0.944430180991424
ACSM4	0	NA	NA	NA	NA	NA
ACSM5	0	NA	NA	NA	NA	NA
ACSM6	0	NA	NA	NA	NA	NA
ACSS1	60.779825067891	0.239037925669843	0.697622039351207	0.342646751659609	0.73186422610484	0.978805695656258
ACSS2	26.9442946738599	-0.875592726631617	1.19392937884693	-0.733370618182828	0.463332414552321	0.93759000699562
ACSS3	13.8563405164216	0.135299530780912	1.60170130754959	0.0844723857957664	0.932680857295362	0.994034488174732
ACTA1	2.11542749924377	6.0959018015814	4.60681212630617	1.32323646687741	0.185756752347796	0.723407392815146
ACTA2	45.7410481531014	0.190975106215159	1.09017798086181	0.175177915503474	0.86093983687233	0.98594152623954
ACTB	672.174517103848	0.238527839118371	0.183993589703582	1.29639211617451	0.194840426838649	0.735251715654239
ACTBL2	5.76814795390556	-0.13761806309875	2.32000590138532	-0.0593179797588339	0.952698840553377	0.994233154022168
ACTC1	0.0644630229868529	-0.561919942605307	6.23277661019478	-0.0901556365242082	0.928163537628446	NA
ACTG1	13050.5704279795	0.410440213894234	0.0880474466528822	4.66157997190256	3.13791091361137e-06	0.00086805477869807
ACTG2	0.459043460777261	0.520273071432887	6.16947967039925	0.0843301379092182	0.932793951153349	0.994034488174732
ACTL10	0.368783349768705	2.55849205096149	6.19705805457633	0.41285591137429	0.679712184605918	0.978805695656258
ACTL6A	165.451620895716	0.0963873943959907	0.91186525955783	0.105703549275174	0.915817564216522	0.992760541098534
ACTL6B	0	NA	NA	NA	NA	NA
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0.193389068960559	-1.35850347858493	6.21163435322324	-0.218703066106909	0.826881360398095	0.985581992147205
ACTL8	14.567170198738	1.07958969206392	1.55077308318329	0.696162258534842	0.486327220441161	0.944430180991424
ACTL9	0	NA	NA	NA	NA	NA
ACTN1	266.708533089552	-0.539573845541878	0.340566776496957	-1.58434081883116	0.113116181592026	0.605972243128329
ACTN2	22.0875627238692	0.0499771498305922	1.39943324520651	0.0357124214404505	0.971511665993663	0.997366706171466
ACTN3	0	NA	NA	NA	NA	NA
ACTN4	0.597457741201812	1.5942806865456	5.41704190779919	0.294308353836109	0.768522289754959	0.978805695656258
ACTR10	138.624326714652	0.356073384488844	0.383002606518031	0.929689193830803	0.352532031089608	0.880908665581513
ACTR1A	251.603184756301	0.954741516900715	0.260900279113283	3.65941163476551	0.000252794993462884	0.0244057448386818
ACTR1B	77.263587304051	-0.0591634892213685	0.579651333827818	-0.102067373554846	0.91870319786371	0.992760541098534
ACTR2	315.68295381121	-0.312752830696727	0.32325966349649	-0.967497235237712	0.333295522707714	0.867617823769538
ACTR3	323.055114905329	-0.0945162326477456	0.254595478539723	-0.371240813819083	0.710458176623246	0.978805695656258
ACTR3B	27.9745410777664	-3.30298929918068	1.08390409949529	-3.04730769144492	0.00230901220453501	0.0907543907987124
ACTR3C	0	NA	NA	NA	NA	NA
ACTR5	80.9467836338575	0.983843550152162	0.49314312726901	1.99504666241749	0.046037790826994	0.436000268763021
ACTR6	207.334817201773	0.4164470981079	0.389896929189459	1.06809535272216	0.28547750196959	0.82495527865094
ACTR8	58.6004509872397	-0.415400473708475	0.754865463246403	-0.550297362820108	0.582115432753633	0.975979859994519
ACTRT1	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	8.60968570634421	1.15415327605631	2.00150151186987	0.576643719333523	0.564180158983218	0.970781290307846
ACVR1	81.399769745863	0.321865647923102	0.474417807657231	0.678443436835853	0.497490576016473	0.947298731829847
ACVR1B	269.261745299449	0.365030504611629	0.304538006332017	1.19863694193119	0.230669147193918	0.769348346406069
ACVR1C	7.92541692436639	-4.09160062738246	2.17229524661036	-1.88353799225357	0.0596274961573677	0.482270225840635
ACVR2A	69.8437908417288	0.290866928443878	0.873969867330523	0.332811163538521	0.739276830892012	0.978805695656258
ACVR2B	254.330041094988	-0.0657298260759425	0.382793465854838	-0.171710940596014	0.86366478421986	0.98594152623954
ACVRL1	2.92056246117467	-1.74108094868109	3.52815281185611	-0.493482295559962	0.6216718464471	0.978805695656258
ACY1	29.8872605924817	0.377208353073728	0.952715735745441	0.395929592554263	0.692156969489812	0.978805695656258
ACY3	0	NA	NA	NA	NA	NA
ACYP1	134.67533611352	-0.459842827249286	0.492314853092775	-0.934042156884978	0.350282147447921	0.879477367034679
ACYP2	61.4340103556532	-1.0697934008631	0.671361761518446	-1.59346787705559	0.111055269065759	0.60150834820348
ADA	17.413983545051	-0.220450334014654	1.29343018868398	-0.170438525359421	0.864665276496236	0.98594152623954
ADA2	0.912117697377265	0.0729523609456916	6.13867372837039	0.0118840590286687	0.990518115970985	0.998657240567564
ADAD1	0	NA	NA	NA	NA	NA
ADAD2	0	NA	NA	NA	NA	NA
ADAL	117.829940240191	0.223760180142276	0.390336785856756	0.573249020460989	0.56647609755012	0.972124534731375
ADAM10	191.227608299199	-0.474629444458259	0.423609876126333	-1.12043998784559	0.262526312611877	0.799773536756352
ADAM11	3.84037632165194	-0.54929182269894	2.92412083174378	-0.187848537836028	0.850995385303175	0.98594152623954
ADAM12	4.2980345994714	2.29679985555735	2.87922019391624	0.797715944202692	0.425035349128371	0.92002732654711
ADAM15	3.97094986869909	-5.2994299868252	3.04415616314162	-1.74085352485863	0.0817092569533431	0.544917784549764
ADAM17	216.405864009458	-0.351517439157852	0.384289464163749	-0.914720469692782	0.360338395431411	0.887884175793224
ADAM18	0	NA	NA	NA	NA	NA
ADAM19	13.058073505986	1.57329100983693	1.91216416767909	0.822780301205275	0.41063294072471	0.915254044096192
ADAM2	0	NA	NA	NA	NA	NA
ADAM20	0	NA	NA	NA	NA	NA
ADAM21	1.70810324732777	19.8106635583627	4.51388493185154	4.38882777418002	1.13963273312539e-05	0.00241082600970717
ADAM22	36.0463140401523	-1.65912390023062	0.997781694342339	-1.66281252666616	0.0963499683472452	0.577260817971397
ADAM23	21.7340149193772	-0.713579472587658	1.03575349958043	-0.688947199190463	0.490856495564418	0.945497376057051
ADAM28	0	NA	NA	NA	NA	NA
ADAM29	0	NA	NA	NA	NA	NA
ADAM30	0	NA	NA	NA	NA	NA
ADAM32	0	NA	NA	NA	NA	NA
ADAM33	0	NA	NA	NA	NA	NA
ADAM7	0	NA	NA	NA	NA	NA
ADAM8	6.26358239835545	-0.420735845811253	2.45916609651239	-0.171088828203977	0.864153920157794	0.98594152623954
ADAM9	47.5056567172864	0.10897194371564	0.777164667075876	0.140217316010586	0.888488290864879	0.989980395631757
ADAMDEC1	0	NA	NA	NA	NA	NA
ADAMTS1	1612.65042689707	0.341371308665895	0.128355077655261	2.65958554115605	0.00782368600894225	0.178075511453535
ADAMTS10	1.94352308342052	2.63446201898293	4.5449007835353	0.579652261833026	0.562149142113204	0.97007142625941
ADAMTS12	0	NA	NA	NA	NA	NA
ADAMTS13	0.0644630229868529	-0.561919942605307	6.23277661019478	-0.0901556365242082	0.928163537628446	NA
ADAMTS14	0.293845698425507	-0.308633470772235	6.20588964717377	-0.0497323491584789	0.960335677445693	0.995377866491348
ADAMTS15	33.1148704795234	0.785113659397876	0.77216199923709	1.01677324210928	0.309261314033251	0.843040364291892
ADAMTS16	0.136850784894665	-1.5236582530245	6.23277661019478	-0.244458986470378	0.806875362539921	0.985581992147205
ADAMTS17	135.16288214971	-0.269212708224977	0.460181998538197	-0.585013557853526	0.558538600517414	0.967610399468441
ADAMTS18	11.2020675817711	-3.25287658743232	1.94105015651894	-1.67583335057451	0.093770839600792	0.572756070273228
ADAMTS19	75.6283827679172	-0.480467994294391	1.75873882747026	-0.273188939022566	0.784707982089846	0.982165172049285
ADAMTS2	19.2403631545998	-1.94663678392742	1.31731833602586	-1.4777269325804	0.13948088254085	0.658816110532142
ADAMTS20	18.1478566237977	-2.47229641244196	1.48581826594365	-1.66392920931807	0.0961265770191368	0.577120538572739
ADAMTS3	16.0298824797852	-4.61444149686847	1.6841888453674	-2.73985990915517	0.00614653769689077	0.157634383386372
ADAMTS4	1.53448077489367	-3.24166018035641	4.25218524097113	-0.762351590218131	0.445850190664869	0.929816771910508
ADAMTS5	0	NA	NA	NA	NA	NA
ADAMTS6	15.1769186750002	-4.05046831343316	1.93480565586381	-2.09347553908447	0.0363067254077584	0.388578328382558
ADAMTS7	0.281503757011892	-2.51553391693375	6.19632389284657	-0.405971986041246	0.684763184108212	0.978805695656258
ADAMTS8	13.0609543492593	-1.59725777796411	1.71452729734167	-0.9316024191861	0.351542032436247	0.880558590468753
ADAMTS9	11.9641014518355	-1.71720131164001	1.94221495010678	-0.884145862200064	0.376617478565864	0.895034268820411
ADAMTSL1	3.09012770195744	-1.71607920483823	3.67864928494889	-0.466497094968942	0.640859726490112	0.978805695656258
ADAMTSL2	0	NA	NA	NA	NA	NA
