gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
LAPTM4A	2580	2606	2814	2049	2936	2244
LAPTM4B	2792	2369	3388	1933	2414	2012
LAPTM5	0	0	0	0	7	0
LARGE1	374	233	343	167	291	272
LARGE2	74	25	70	30	32	60
LARP1	7319	5554	7064	5257	7026	5696
LARP1B	418	345	341	431	764	540
LARP4	896	929	1120	836	1339	1003
LARP4B	1046	802	1164	1061	1542	1134
LARP6	1910	1211	1837	1171	1187	1324
LARP7	2657	2589	2436	2171	3957	3247
LARS1	1137	826	1286	1019	1577	1188
LARS2	438	370	450	277	460	391
LAS1L	1744	1033	1759	1198	1632	1254
LASP1	1716	853	1753	1110	1126	1018
LAT	9	8	10	24	4	11
LAT2	4	0	3	0	11	0
LATS1	611	346	560	446	763	750
LATS2	319	244	211	100	211	176
LAX1	0	0	0	0	0	0
LAYN	95	37	90	32	84	86
LBH	76	57	93	513	780	630
LBHD1	968	639	927	536	801	701
LBHD2	0	0	0	0	0	0
LBP	0	5	8	0	4	5
LBR	4159	3804	4492	2600	4827	3690
LBX1	1	0	0	0	0	3
LBX2	0	0	4	0	0	0
LCA5	47	45	69	49	94	64
LCA5L	20	38	56	53	55	56
LCAT	21	3	5	13	7	5
LCE1A	0	0	0	0	0	0
LCE1B	0	0	7	9	0	2
LCE1C	4	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1E	10	0	0	0	0	0
LCE1F	0	0	0	0	0	0
LCE2A	0	0	0	0	0	4
LCE2B	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
LCE5A	9	0	0	10	0	0
LCE6A	0	0	0	0	0	0
LCK	0	0	4	0	0	3
LCLAT1	342	274	432	342	524	456
LCMT1	1553	854	1323	960	1020	980
LCMT2	331	262	333	220	334	229
LCN1	0	0	0	0	0	0
LCN10	0	0	0	0	0	0
LCN12	0	0	0	8	0	5
LCN15	11	0	12	1	0	0
LCN2	0	0	0	0	0	0
LCN6	0	0	0	0	0	0
LCN8	0	0	0	0	0	0
LCN9	0	0	0	0	4	0
LCNL1	0	0	0	0	0	0
LCOR	1372	1215	1348	1201	1609	1578
LCORL	418	246	286	166	324	317
LCP1	915	515	826	870	829	662
LCP2	0	0	0	0	0	0
LCT	0	0	0	0	0	0
LCTL	0	1	0	0	0	0
LDAF1	0	0	0	0	0	0
LDAH	375	360	339	279	511	437
LDB1	188	84	127	159	189	123
LDB2	1	0	5	0	0	0
LDB3	15	3	35	0	13	28
LDHA	16	42	22	0	0	9
LDHAL6A	0	0	0	0	0	0
LDHAL6B	0	0	0	0	0	0
LDHB	24668	21640	23547	16966	24176	21463
LDHC	152	48	145	122	105	109
LDHD	0	0	1	0	0	0
LDLR	162	141	87	127	143	108
LDLRAD1	0	0	0	0	0	0
LDLRAD2	0	0	0	0	0	0
LDLRAD3	374	275	368	186	277	203
LDLRAD4	52	59	56	17	73	47
LDLRAP1	548	246	419	278	246	199
LDOC1	434	352	496	300	477	507
LEAP2	7	17	13	1	42	12
LECT2	0	0	0	0	0	0
LEF1	656	412	471	381	757	498
LEFTY1	0	6	0	0	0	0
LEFTY2	0	0	0	0	0	0
LEKR1	7	7	23	17	9	3
LELP1	0	0	0	0	0	0
LEMD1	0	0	0	0	0	0
LEMD2	492	272	443	461	547	434
LEMD3	301	113	366	140	260	191
LENEP	0	0	0	0	1	0
LENG1	0	0	0	0	0	0
LENG8	0	0	0	0	0	0
LENG9	0	0	0	0	0	0
LEO1	120	75	112	104	256	117
LEP	0	0	0	0	0	0
LEPR	117	94	98	87	243	110
LEPROT	929	637	777	367	655	475
LEPROTL1	1023	911	1071	822	1131	921
LETM1	936	623	940	716	605	583
LETM2	78	58	50	26	85	50
LETMD1	519	490	407	322	615	540
LEUTX	0	0	0	0	0	0
LEXM	0	0	0	0	0	0
LFNG	8	3	11	5	22	5
LGALS1	94	48	95	10	59	31
LGALS12	0	0	0	0	0	0
LGALS13	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
LGALS2	0	0	0	0	0	0
LGALS3	638	549	590	392	662	491
LGALS3BP	2058	782	1719	1377	753	794
LGALS4	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0
LGALS8	418	453	401	328	471	514
LGALS9	15	5	0	0	0	1
LGALS9B	0	0	0	0	4	0
LGALS9C	0	0	0	0	0	0
LGALSL	218	208	252	140	354	170
LGI1	13	16	2	19	40	11
LGI2	146	108	105	28	88	127
LGI3	2	1	0	0	1	0
LGI4	0	6	2	0	0	3
LGMN	1046	540	878	715	1358	875
LGR4	312	202	318	164	210	211
LGR5	59	37	47	81	86	56
LGR6	0	0	0	0	8	0
LGSN	0	2	0	0	0	0
LHB	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0
LHFPL2	261	169	240	202	226	112
LHFPL3	1058	1041	1073	980	1683	1150
LHFPL4	239	217	225	251	178	213
LHFPL5	0	0	0	0	2	0
LHFPL6	660	482	662	586	723	779
LHPP	226	152	246	84	207	98
LHX1	12	5	1	1	0	4
LHX2	360	207	234	258	264	127
LHX3	0	0	0	0	0	0
LHX4	104	48	69	64	110	76
LHX5	0	8	0	0	6	1
LHX6	29	32	41	38	48	21
LHX8	20	0	0	0	4	8
LHX9	62	53	80	7	61	15
LIAS	153	114	203	181	327	339
LIF	18	2	5	22	7	6
LIFR	283	240	428	301	398	331
LIG1	170	167	132	171	274	244
LIG3	759	559	671	679	1000	806
LIG4	179	87	132	62	175	127
LILRA1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA6	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0
LILRB3	0	0	0	0	0	0
LILRB4	0	0	0	0	0	0
LILRB5	0	0	0	0	0	0
LIM2	0	0	0	0	0	0
LIMA1	746	656	771	1262	1834	1544
LIMCH1	82	73	71	271	225	198
LIMD1	330	190	352	115	357	150
LIMD2	305	136	277	176	123	197
LIME1	10	3	9	3	7	23
LIMK1	123	84	146	11	60	61
LIMK2	147	99	188	131	223	159
LIMS1	1246	931	1249	689	1147	746
LIMS2	11	15	12	0	10	3
LIMS3	0	0	0	0	0	0
LIMS4	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0
LIN28B	923	922	758	511	974	563
LIN37	263	126	265	363	358	369
LIN52	213	264	279	202	305	204
LIN54	180	115	183	117	203	222
LIN7A	81	92	72	47	69	86
LIN7B	220	105	208	234	208	114
LIN7C	488	316	541	237	633	487
LIN9	257	157	206	229	435	274
LINC00634	21	10	24	66	40	16
LINC00672	3	0	2	2	4	6
LINC02203	0	0	0	0	0	0
LINC02210-CRHR1	0	0	0	0	0	0
LINGO1	103	69	99	45	76	99
LINGO2	0	0	0	0	0	0
LINGO3	0	0	0	0	0	0
LINGO4	0	0	0	0	0	0
LINS1	183	165	166	163	398	283
LIPA	393	361	493	453	522	384
LIPC	0	0	0	0	0	0
LIPE	0	0	0	0	5	0
LIPF	0	0	0	0	0	0
LIPG	0	6	10	5	7	4
LIPH	36	29	36	43	37	17
LIPI	0	0	0	0	0	0
LIPJ	0	0	0	0	0	0
LIPK	0	0	0	0	0	0
LIPM	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
LIPT1	47	45	43	14	54	67
LIPT2	158	113	153	66	186	162
LITAF	1516	1458	1520	972	1238	1036
LITAFD	0	0	0	0	0	0
LIX1	6	0	0	0	11	0
LIX1L	710	435	820	401	599	438
LKAAEAR1	6	0	0	0	1	0
LLCFC1	0	0	0	0	0	0
LLGL1	0	3	9	0	0	1
LLGL2	142	138	113	111	124	110
LLPH	2076	1346	1740	1275	1758	1282
LMAN1	751	363	654	482	722	522
LMAN1L	0	0	0	0	0	0
LMAN2	2722	1781	2458	1935	2156	2055
LMAN2L	343	180	414	427	434	372
LMBR1	595	543	546	234	479	374
LMBR1L	100	88	95	50	157	79
LMBRD1	391	241	371	254	455	316
LMBRD2	85	117	98	117	124	81
LMCD1	247	171	169	268	441	273
LMF1	65	80	124	125	80	86
LMF2	458	209	460	318	218	180
LMLN	126	41	121	65	147	72
LMLN2	3	0	4	4	22	0
LMNA	723	375	768	441	544	532
LMNB1	1712	1490	1814	1269	2670	2002
LMNB2	1341	910	1246	657	1051	898
LMNTD1	3	3	29	0	15	26
LMNTD2	0	0	0	0	0	0
LMO1	14	25	6	0	3	5
LMO2	26	1	31	14	14	5
LMO3	0	0	0	6	0	0
LMO4	2292	1461	2272	1809	3091	2313
LMO7	24	20	25	17	25	13
LMOD1	24	12	3	2	13	3
LMOD2	0	0	0	0	0	0
LMOD3	0	1	0	0	0	0
LMTK2	135	24	108	105	132	68
LMTK3	29	28	26	14	30	26
LMX1A	0	0	0	0	0	0
LMX1B	116	26	55	53	51	50
LNP1	128	66	163	153	132	103
LNPEP	542	438	513	461	703	635
LNPK	416	416	477	280	501	412
LNX1	36	3	24	14	35	40
LNX2	182	76	150	98	148	104
LONP1	527	404	417	343	481	480
LONP2	960	714	962	546	908	826
LONRF1	0	12	9	0	5	1
LONRF2	302	261	431	300	472	409
LONRF3	54	63	32	13	89	76
LORICRIN	0	0	0	4	0	0
LOX	94	41	50	74	70	69
LOXHD1	0	0	0	0	0	0
LOXL1	187	104	224	74	71	118
LOXL2	67	18	32	2	23	24
LOXL3	76	23	45	64	68	65
LOXL4	5	0	0	15	9	1
LPA	0	0	0	0	0	0
LPAR1	61	85	84	79	49	63
LPAR2	18	26	61	0	12	18
LPAR3	240	281	289	329	383	255
LPAR4	0	0	0	0	0	0
LPAR5	0	0	4	0	4	0
LPAR6	0	0	0	0	0	0
LPCAT1	0	0	0	0	0	0
LPCAT2	219	188	208	193	211	269
LPCAT3	853	567	963	636	591	637
LPCAT4	51	2	63	25	46	16
LPGAT1	1314	909	1307	549	1147	794
LPIN1	161	131	213	187	265	323
LPIN2	99	56	52	66	113	100
LPIN3	33	35	38	41	25	55
LPL	48	71	83	87	77	62
LPO	0	0	0	0	0	0
LPP	701	347	596	311	610	491
LPXN	5	14	15	6	30	10
LRAT	0	0	0	0	0	5
LRATD1	0	0	8	0	0	0
LRATD2	9	10	13	13	19	8
LRBA	311	198	229	188	366	306
LRCH1	129	136	119	33	128	80
LRCH2	151	127	188	134	231	167
LRCH3	251	175	329	356	381	373
LRCH4	90	67	35	123	54	83
LRCOL1	0	0	0	0	0	0
LRFN1	465	252	327	251	259	166
LRFN2	0	0	0	0	0	0
LRFN3	109	68	112	41	55	41
LRFN4	210	83	285	68	93	65
LRFN5	0	0	0	0	0	0
LRG1	0	0	0	0	2	0
LRGUK	4	0	0	0	0	4
LRIF1	84	107	116	87	131	99
LRIG1	0	0	0	0	0	0
LRIG2	120	30	74	74	77	108
LRIG3	135	68	114	165	413	276
LRIT1	0	0	0	0	0	0
LRIT2	0	0	0	0	0	0
LRIT3	0	0	0	0	0	0
LRMDA	14	26	24	12	3	1
LRP1	45	15	38	29	40	14
LRP10	561	441	523	345	368	395
LRP11	556	404	494	282	602	348
LRP12	121	136	127	79	237	88
LRP1B	6	7	2	10	17	3
LRP2	141	100	103	85	152	173
LRP2BP	0	3	0	0	6	0
LRP3	445	232	466	124	217	169
LRP4	52	83	55	39	87	40
LRP5	144	47	112	27	33	34
LRP6	0	0	0	0	0	0
LRP8	695	485	743	547	733	632
LRPAP1	1740	1087	1557	1241	1475	1203
LRPPRC	1239	758	1231	1027	1435	1058
LRR1	1210	910	1216	616	1299	988
LRRC1	273	271	268	271	394	367
LRRC10	0	0	0	0	0	0
LRRC10B	0	4	7	36	2	2
LRRC14	268	144	188	271	250	252
LRRC14B	0	0	0	0	0	0
LRRC15	0	0	0	0	10	0
LRRC17	2	8	26	17	12	8
LRRC18	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0
LRRC2	0	0	0	0	1	0
LRRC20	108	110	71	48	105	58
LRRC23	48	38	96	11	25	36
LRRC24	7	0	5	0	6	0
LRRC25	0	0	0	0	0	0
LRRC26	27	14	9	6	4	7
LRRC27	41	36	15	35	41	19
LRRC28	287	226	237	141	261	178
LRRC3	44	70	54	13	36	18
LRRC31	0	0	0	0	0	0
LRRC32	0	1	0	5	0	0
LRRC34	42	38	71	17	51	59
LRRC36	25	3	0	30	3	15
LRRC37A	0	0	0	0	0	0
LRRC37A2	0	0	0	0	0	0
LRRC37A3	12	19	6	2	0	16
LRRC37B	61	29	39	30	95	90
LRRC38	0	0	0	0	0	0
LRRC39	0	3	0	18	10	0
LRRC3B	0	0	0	0	0	0
LRRC3C	0	0	0	0	0	0
LRRC4	188	174	166	114	147	106
LRRC40	464	321	326	241	647	366
LRRC41	2066	1063	1978	1973	1727	1544
LRRC42	463	468	476	406	846	595
LRRC43	0	0	0	0	0	0
LRRC45	95	35	55	32	44	38
LRRC46	33	24	26	10	13	20
LRRC47	2687	2145	2372	2458	2990	2777
LRRC49	265	163	239	195	327	269
LRRC4B	0	1	3	0	2	0
LRRC4C	0	0	0	0	0	0
LRRC51	87	40	102	71	105	64
LRRC52	0	0	0	0	0	0
LRRC53	0	0	0	0	0	0
LRRC55	0	0	0	0	0	0
LRRC56	0	0	0	0	0	0
LRRC57	294	191	289	175	309	216
LRRC58	1466	1180	1289	1220	1371	1056
LRRC59	4047	2471	3778	2847	3507	2957
LRRC61	183	63	233	188	143	98
LRRC63	18	7	22	31	39	30
LRRC66	0	0	0	0	0	0
LRRC69	251	184	297	196	140	110
LRRC7	3	0	2	0	11	13
LRRC70	0	0	7	0	5	0
LRRC71	0	0	0	0	0	0
LRRC72	0	5	0	0	1	0
LRRC73	3	23	24	58	0	26
LRRC74A	0	3	0	0	0	2
LRRC75A	35	38	15	55	27	10
LRRC75B	47	34	19	44	43	21
LRRC8A	633	376	766	364	438	368
LRRC8B	412	353	399	377	426	382
LRRC8C	238	197	328	183	366	208
LRRC8D	64	94	115	199	224	139
LRRC8E	118	74	121	100	127	114
LRRC9	3	1	0	1	15	0
LRRCC1	210	202	267	108	214	144
LRRD1	0	0	0	0	0	0
LRRFIP1	1692	1460	1779	1358	1870	1761
LRRFIP2	260	183	165	96	221	195
LRRIQ1	0	0	3	0	0	0
LRRIQ3	35	28	25	20	45	27
LRRIQ4	0	7	2	0	0	0
LRRK1	6	0	21	37	12	21
LRRK2	96	48	55	30	27	62
LRRN1	0	0	0	0	0	3
LRRN2	3	9	10	0	4	4
LRRN3	1	8	13	11	1	23
LRRN4	0	0	0	0	0	0
LRRN4CL	0	0	2	0	0	5
LRRTM1	0	0	0	0	0	0
LRRTM2	2	22	1	0	4	14
LRRTM3	0	0	0	0	0	0
LRRTM4	113	82	174	69	161	126
LRSAM1	91	41	90	29	93	84
LRTM1	0	0	0	0	0	0
LRTM2	0	0	0	0	0	0
LRTOMT	0	0	3	0	0	0
LRWD1	47	74	74	64	66	69
LSAMP	9	0	6	0	0	0
LSG1	1160	819	1025	988	1440	1164
LSM1	1487	1119	1347	1207	1441	1147
LSM10	1283	879	1164	866	1024	886
LSM11	362	201	322	327	396	315
LSM12	46	35	58	20	45	60
LSM14A	7	3	2	11	14	1
LSM14B	552	451	502	384	764	447
LSM2	0	0	0	0	0	0
LSM3	10518	8623	10155	4587	6419	5268
LSM4	12501	7332	12615	7308	6131	7311
LSM5	2741	2238	2813	1645	2448	1877
LSM6	747	416	788	561	684	600
LSM7	4879	2548	3877	2333	2444	2037
LSM8	1725	1150	1663	1227	2185	1503
LSMEM1	14	10	21	12	15	6
LSMEM2	0	0	0	0	0	0
LSP1	0	0	0	0	0	0
LSR	634	409	456	400	473	443
LSS	0	0	0	0	0	0
LST1	0	0	0	0	0	0
LTA	0	0	0	0	0	0
LTA4H	2292	1741	2336	2138	3347	2557
LTB	0	0	0	0	0	0
LTB4R	0	0	0	0	0	0
LTB4R2	0	0	0	0	0	0
LTBP1	194	102	132	50	102	115
LTBP2	3	1	8	0	1	3
LTBP3	176	64	97	32	60	107
LTBP4	165	50	110	63	72	73
LTBR	0	0	0	0	0	0
LTC4S	0	0	0	0	0	0
LTF	0	0	0	0	0	0
LTK	43	11	29	14	1	12
LTN1	801	782	1099	588	1340	1046
LTO1	436	316	512	447	613	456
LTV1	1261	597	1141	1278	1830	1333
LUC7L	1209	1184	1292	1353	2352	1746
LUC7L2	3216	2595	3155	2572	4524	3484
LUC7L3	9826	9402	10122	9043	16711	13245
LUM	0	0	0	0	0	0
LURAP1	20	4	27	65	9	30
LURAP1L	3	14	5	12	43	24
LUZP1	208	99	118	103	180	88
LUZP2	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0
LVRN	0	0	0	0	0	0
LXN	203	159	206	154	236	208
LY6D	0	0	0	0	0	0
LY6E	0	0	0	0	0	0
LY6G5B	0	0	0	0	0	0
LY6G5C	0	0	0	0	0	0
LY6G6C	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0
LY6G6F	0	0	0	0	0	0
LY6G6F-LY6G6D	0	0	0	0	0	0
LY6H	0	0	0	0	0	0
LY6K	54	29	73	72	56	26
LY6L	0	0	0	0	0	0
LY75	0	0	0	0	0	0
LY86	0	0	0	0	0	0
LY9	0	0	0	0	0	0
LY96	0	0	0	0	0	0
LYAR	1502	1128	1273	1205	2037	1523
LYG1	13	4	0	1	6	0
LYG2	0	2	8	0	14	13
LYL1	0	0	0	0	0	0
LYN	543	406	517	380	626	454
LYNX1	8	4	15	0	0	0
LYNX1-SLURP2	0	0	0	0	0	0
LYPD1	879	819	843	630	757	814
LYPD2	0	0	0	0	0	0
LYPD3	13	8	8	11	5	2
LYPD4	0	0	0	0	0	0
LYPD5	0	12	17	12	17	5
LYPD6	56	79	31	44	58	64
LYPD6B	59	49	79	24	86	30
LYPD8	0	0	0	0	0	0
LYPLA1	1720	1114	1894	916	1355	899
LYPLA2	484	210	437	412	102	182
LYPLAL1	523	456	428	331	606	427
LYRM1	585	514	522	242	492	382
LYRM2	4109	3832	3868	2938	4866	3533
LYRM4	1533	926	1640	720	899	872
LYRM7	2220	2211	2349	1795	2407	1812
LYRM9	66	60	69	25	51	90
LYSMD1	123	107	132	136	136	78
LYSMD2	204	136	219	66	129	115
LYSMD3	212	160	203	237	430	288
LYSMD4	205	127	161	170	115	110
LYST	13	6	12	7	32	49
LYVE1	0	0	0	0	0	0
LYZ	0	0	4	0	3	0
LYZL1	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0
LZIC	923	721	718	433	859	610
LZTFL1	228	240	304	198	365	220
LZTR1	338	239	309	257	220	291
LZTS1	26	5	5	0	5	22
LZTS2	381	220	193	242	259	207
LZTS3	202	50	186	198	98	87
M1AP	0	1	0	0	0	0
M6PR	992	680	1096	839	834	761
MAB21L1	40	27	43	15	38	29
MAB21L2	2	1	1	0	0	0
MAB21L3	0	8	0	0	4	0
MAB21L4	0	1	0	0	0	0
MACC1	0	0	0	0	0	0
MACF1	1024	697	1011	785	1423	1011
MACIR	453	277	355	478	529	339
MACO1	281	248	361	330	457	384
MACROD1	18	11	25	1	5	14
MACROD2	0	6	4	0	0	0
MACROH2A1	5662	4568	6191	3975	5551	4060
MACROH2A2	700	373	603	464	522	511
MAD1L1	132	39	89	128	70	68
MAD2L1	1722	1525	1939	1338	2525	1670
MAD2L1BP	702	375	655	422	624	496
MAD2L2	1436	497	1477	1293	632	607
MADCAM1	0	8	1	0	0	1
MADD	117	73	90	68	164	96
MAEA	874	718	1048	689	1359	814
MAEL	0	0	0	0	0	0
MAF	44	69	96	47	66	92
MAF1	1218	403	1196	827	500	570
MAFA	54	55	80	33	66	53
MAFB	133	145	201	115	253	159
MAFF	46	56	28	108	156	149
MAFG	957	702	1012	597	831	884
MAFK	276	97	236	116	175	99
MAG	0	0	0	0	0	0
MAGEA1	0	0	0	0	0	0
MAGEA10	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0
MAGEA8	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0
MAGEB10	0	0	0	0	4	0
MAGEB16	0	0	0	0	0	0
MAGEB17	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0
MAGEC1	1	0	0	0	0	0
MAGEC2	3	0	0	0	3	1
MAGEC3	0	0	0	0	0	0
MAGED1	952	583	876	587	696	631
MAGED2	577	399	482	430	560	477
MAGED4	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0
MAGEE1	23	8	15	0	11	3
MAGEE2	0	0	0	0	0	0
MAGEF1	990	1182	1182	949	1477	1217
MAGEH1	12	1	2	7	1	1
MAGEL2	0	0	0	0	0	0
MAGI1	355	280	294	303	444	324
MAGI2	106	112	151	60	145	89
MAGI3	276	206	225	170	406	313
MAGIX	25	6	14	83	11	26
MAGOH	1030	876	1108	767	1598	1234
MAGOHB	489	396	486	561	834	525
MAGT1	1940	1863	2179	1588	2871	2338
MAIP1	526	435	576	380	747	541
MAJIN	0	0	0	0	1	0
MAK	20	13	19	16	27	14
MAK16	318	311	447	319	683	473
MAL	0	0	0	10	0	0
MAL2	224	216	208	116	125	109
MALL	0	0	0	0	0	0
MALRD1	0	0	0	0	0	0
MALSU1	1239	1199	1389	795	1018	997
MALT1	181	149	238	104	315	221
MAMDC2	0	0	0	0	0	0
MAMDC4	0	0	0	0	0	5
MAML1	0	0	3	0	3	0
MAML2	58	18	37	0	13	13
MAML3	55	49	64	46	69	22
MAMLD1	33	14	11	7	9	7
MAMSTR	32	5	6	45	11	31
MAN1A1	255	133	187	122	184	146
MAN1A2	387	348	309	353	453	355
MAN1B1	274	98	266	173	207	178
MAN1C1	70	66	85	8	35	24
MAN2A1	362	258	423	256	445	358
MAN2A2	174	147	211	111	225	175
MAN2B1	549	272	342	317	189	265
MAN2B2	111	77	83	50	80	83
MAN2C1	155	85	156	106	65	114
MANBA	236	126	217	196	226	241
MANBAL	2142	1082	2520	1223	947	1302
MANEA	285	177	246	184	211	183
MANEAL	1078	605	1124	692	585	482
MANF	4425	2338	4622	7811	8350	7665
MANSC1	0	0	0	0	0	0
MANSC4	0	0	0	0	0	0
MAOA	137	96	81	172	180	121
MAOB	6	0	0	0	0	0
MAP10	0	0	0	0	0	0
MAP1A	74	32	97	25	34	54
MAP1B	3377	3137	3339	2425	4829	3701
MAP1LC3A	4	0	0	0	0	0
MAP1LC3B	1632	1293	1480	818	1533	1322
MAP1LC3B2	82	53	123	78	109	72
MAP1LC3C	0	0	0	0	0	0
MAP1S	257	79	208	152	188	101
MAP2	18	17	20	7	9	8
MAP2K1	1154	592	1005	747	1197	922
MAP2K2	661	374	633	288	274	206
MAP2K3	1251	670	1127	640	756	771
MAP2K4	719	648	660	433	808	559
MAP2K5	554	365	591	271	512	511
MAP2K6	274	184	240	80	180	194
MAP2K7	404	189	286	441	448	447
MAP3K1	311	296	323	343	553	330
MAP3K10	19	48	16	20	49	64
MAP3K11	109	52	83	79	52	50
MAP3K12	6	11	32	11	31	13
MAP3K13	1746	1171	2058	902	1101	1230
MAP3K14	43	8	27	28	30	13
MAP3K15	10	17	56	2	28	10
MAP3K19	0	0	0	0	0	0
MAP3K2	971	919	969	648	1171	827
MAP3K20	1032	988	933	626	989	802
MAP3K21	465	381	318	289	489	322
MAP3K3	737	455	841	529	483	371
MAP3K4	196	148	243	222	289	219
MAP3K5	158	92	101	19	122	181
MAP3K6	44	92	41	103	27	71
MAP3K7	645	580	765	487	957	657
MAP3K7CL	4	0	0	0	0	0
MAP3K8	124	91	101	179	347	275
MAP3K9	59	45	109	28	85	56
MAP4	818	683	987	702	1194	1002
MAP4K1	132	31	107	66	20	24
MAP4K2	11	23	49	70	4	30
MAP4K3	234	139	170	133	230	259
MAP4K4	894	583	661	708	952	789
MAP4K5	335	305	386	342	479	432
MAP6	2	15	10	0	8	10
MAP6D1	149	140	177	102	139	112
MAP7	269	168	181	239	249	167
MAP7D1	633	322	539	536	547	521
MAP7D2	249	79	225	125	178	193
MAP7D3	391	175	205	258	378	319
MAP9	565	474	560	489	1004	772
MAPK1	1434	900	1322	906	1496	935
MAPK10	32	4	7	4	3	12
MAPK11	81	38	79	15	29	45
MAPK12	521	242	469	301	197	232
MAPK13	862	391	691	616	441	369
MAPK14	597	360	527	410	762	680
MAPK15	0	0	0	0	0	0
MAPK1IP1L	2024	1705	2117	1570	2512	2074
MAPK3	1472	534	1218	970	600	691
MAPK4	119	86	53	17	80	84
MAPK6	571	556	648	349	634	473
MAPK7	270	71	221	362	181	170
MAPK8	255	227	286	259	381	264
MAPK8IP1	39	17	20	8	5	3
MAPK8IP2	604	139	377	378	223	199
MAPK8IP3	77	36	57	57	56	59
MAPK9	926	587	1138	693	863	717
MAPKAP1	1457	965	1514	717	865	754
MAPKAPK2	1493	953	1329	849	770	739
MAPKAPK3	964	655	901	611	527	587
MAPKAPK5	1039	821	984	700	1018	884
MAPKBP1	61	21	54	47	42	21
MAPRE1	2666	1534	2935	1989	2645	2317
MAPRE2	698	355	479	618	533	462
MAPRE3	25	11	41	38	32	44
MAPT	0	0	0	0	0	0
MARCHF1	0	0	0	0	0	0
MARCHF10	25	0	24	0	3	1
MARCHF11	0	0	0	0	0	0
MARCHF2	75	22	60	14	19	10
MARCHF3	354	329	426	254	499	316
MARCHF4	0	0	0	0	0	0
MARCHF5	783	781	953	671	1084	921
MARCHF6	2221	1561	1990	1365	1752	1573
MARCHF7	460	421	393	420	827	569
MARCHF8	0	0	0	0	0	0
MARCHF9	379	189	343	64	230	204
MARCKS	4275	3772	3706	2408	3857	2798
MARCKSL1	2822	1534	3008	1691	2110	1662
MARCO	0	0	0	0	0	0
MARCOL	0	0	0	0	0	0
MARF1	0	0	0	0	0	0
MARK1	400	296	393	203	584	369
MARK2	360	222	371	405	344	310
MARK3	1195	921	1089	1023	1420	1409
MARK4	210	109	207	192	95	84
MARS1	2480	2435	2496	2551	3754	3266
MARS2	201	82	181	197	302	227
MARVELD1	111	137	100	80	126	88
MARVELD2	0	16	11	0	0	0
MARVELD3	211	147	185	112	194	131
MAS1	3	0	0	0	0	0
MAS1L	0	0	0	0	0	0
MASP1	0	0	0	0	0	0
MASP2	0	15	5	0	0	0
MAST1	68	73	78	144	62	83
MAST2	296	210	272	238	294	222
MAST3	63	3	39	42	11	29
MAST4	345	239	402	251	330	308
MASTL	253	178	277	336	451	361
MAT1A	0	0	0	0	0	5
MAT2A	355	393	409	183	190	317
MAT2B	1240	832	1164	1057	1450	1160
MATK	12	0	12	12	4	0
MATN1	0	4	0	0	2	7
MATN2	29	16	41	4	31	33
MATN3	1	0	2	7	5	0
MATN4	0	0	0	0	0	0
MATR3	6764	5146	6133	5896	8320	6558
MAU2	457	404	482	503	634	659
MAVS	949	765	1143	974	1163	911
MAX	1155	1044	1462	697	1165	1025
MAZ	3202	1223	2905	2432	1707	1677
MB	0	0	0	0	0	0
MB21D2	393	384	274	255	398	304
MBD1	447	369	513	539	788	665
MBD2	1895	1785	1967	991	1807	1277
